f,d,h1,h2,TM,,,,,,,,,,,
0.548,532.0035,689.3509,83.0101,0.696448796,,,,,,,,,,,
0.548,532.0035,689.3509,97.452,0.700084272,,,,,,,,,,,
0.548,532.0035,689.3509,104.1585,0.702781532,,,,,,,,,,,
0.548,532.0035,689.3509,107.597,0.704421706,,,,,,,,,,,
0.548,532.0035,689.3509,154.9268,0.73915818,,,,,,,,,,,
0.548,532.0035,689.3509,160.9761,0.744743689,,,,,,,,,,,
0.548,532.0035,689.3509,194.0026,0.362646017,,,,,,,,,,,
0.548,532.0035,689.3509,199.4684,0.05748484,,,,,,,,,,,
0.548,532.0035,689.3509,199.9801,0.138328804,,,,,,,,,,,
0.548,532.0035,692.6676,70.4817,0.69333744,,,,,,,,,,,
0.548,532.0035,692.6676,83.0101,0.694150649,,,,,,,,,,,
0.548,532.0035,692.6676,97.452,0.696963059,,,,,,,,,,,
0.548,532.0035,692.6676,104.1585,0.699314722,,,,,,,,,,,
0.548,532.0035,692.6676,107.597,0.700803078,,,,,,,,,,,
0.548,532.0035,692.6676,154.9268,0.73580515,,,,,,,,,,,
0.548,532.0035,692.6676,160.9761,0.741440491,,,,,,,,,,,
0.548,532.0035,692.6676,194.0026,0.416163469,,,,,,,,,,,
0.548,532.0035,692.6676,199.4684,0.074166485,,,,,,,,,,,
0.548,532.0035,692.6676,199.9801,0.162534753,,,,,,,,,,,
0.548,532.0035,701.542,70.4817,0.687641135,,,,,,,,,,,
0.548,532.0035,701.542,83.0101,0.686514773,,,,,,,,,,,
0.548,532.0035,701.542,97.452,0.687269232,,,,,,,,,,,
0.548,532.0035,701.542,104.1585,0.688857647,,,,,,,,,,,
0.548,532.0035,701.542,107.597,0.690031215,,,,,,,,,,,
0.548,532.0035,701.542,154.9268,0.725961272,,,,,,,,,,,
0.548,532.0035,701.542,160.9761,0.729851419,,,,,,,,,,,
0.548,532.0035,701.542,194.0026,0.495541938,,,,,,,,,,,
0.548,532.0035,701.542,199.4684,0.108882504,,,,,,,,,,,
0.548,532.0035,701.542,199.9801,0.204637015,,,,,,,,,,,
0.548,532.0035,704.0717,70.4817,0.685627769,,,,,,,,,,,
0.548,532.0035,704.0717,83.0101,0.683896623,,,,,,,,,,,
0.548,532.0035,704.0717,97.452,0.684154809,,,,,,,,,,,
0.548,532.0035,704.0717,104.1585,0.685595685,,,,,,,,,,,
0.548,532.0035,704.0717,107.597,0.68671027,,,,,,,,,,,
0.548,532.0035,704.0717,154.9268,0.722675693,,,,,,,,,,,
0.548,532.0035,704.0717,160.9761,0.724948739,,,,,,,,,,,
0.548,532.0035,704.0717,194.0026,0.508383444,,,,,,,,,,,
0.548,532.0035,704.0717,199.4684,0.11677234,,,,,,,,,,,
0.548,532.0035,704.0717,199.9801,0.212676491,,,,,,,,,,,
0.548,532.0035,709.8536,70.4817,0.680293517,,,,,,,,,,,
0.548,532.0035,709.8536,83.0101,0.677360585,,,,,,,,,,,
0.548,532.0035,709.8536,97.452,0.6765465,,,,,,,,,,,
0.548,532.0035,709.8536,104.1585,0.677706565,,,,,,,,,,,
0.548,532.0035,709.8536,107.597,0.678703392,,,,,,,,,,,
0.548,532.0035,709.8536,154.9268,0.713332307,,,,,,,,,,,
0.548,532.0035,709.8536,160.9761,0.706887807,,,,,,,,,,,
0.548,532.0035,709.8536,194.0026,0.528778488,,,,,,,,,,,
0.548,532.0035,709.8536,199.4684,0.130272608,,,,,,,,,,,
0.548,532.0035,709.8536,199.9801,0.22701779,,,,,,,,,,,
0.548,532.0035,712.8955,70.4817,0.677102161,,,,,,,,,,,
0.548,532.0035,712.8955,83.0101,0.673560962,,,,,,,,,,,
0.548,532.0035,712.8955,97.452,0.672270643,,,,,,,,,,,
0.548,532.0035,712.8955,104.1585,0.673326056,,,,,,,,,,,
0.548,532.0035,712.8955,107.597,0.674291557,,,,,,,,,,,
0.548,532.0035,712.8955,154.9268,0.706535707,,,,,,,,,,,
0.548,532.0035,712.8955,160.9761,0.689767055,,,,,,,,,,,
0.548,532.0035,712.8955,194.0026,0.535777245,,,,,,,,,,,
0.548,532.0035,712.8955,199.4684,0.135968582,,,,,,,,,,,
0.548,532.0035,712.8955,199.9801,0.232906721,,,,,,,,,,,
0.548,532.0035,721.9523,70.4817,0.665937329,,,,,,,,,,,
0.548,532.0035,721.9523,83.0101,0.660890717,,,,,,,,,,,
0.548,532.0035,721.9523,97.452,0.658566059,,,,,,,,,,,
0.548,532.0035,721.9523,104.1585,0.659430296,,,,,,,,,,,
0.548,532.0035,721.9523,107.597,0.660444008,,,,,,,,,,,
0.548,532.0035,721.9523,154.9268,0.664708494,,,,,,,,,,,
0.548,532.0035,721.9523,160.9761,0.533866507,,,,,,,,,,,
0.548,532.0035,721.9523,194.0026,0.547119633,,,,,,,,,,,
0.548,532.0035,721.9523,199.4684,0.148739121,,,,,,,,,,,
0.548,532.0035,721.9523,199.9801,0.244674623,,,,,,,,,,,
0.548,532.0035,752.8339,70.4817,0.611856546,,,,,,,,,,,
0.548,532.0035,752.8339,83.0101,0.604546137,,,,,,,,,,,
0.548,532.0035,752.8339,97.452,0.601823321,,,,,,,,,,,
0.548,532.0035,752.8339,104.1585,0.602704546,,,,,,,,,,,
0.548,532.0035,752.8339,107.597,0.603529755,,,,,,,,,,,
0.548,532.0035,752.8339,154.9268,0.305874634,,,,,,,,,,,
0.548,532.0035,752.8339,160.9761,0.457184588,,,,,,,,,,,
0.548,532.0035,752.8339,194.0026,0.540279773,,,,,,,,,,,
0.548,532.0035,752.8339,199.4684,0.171165589,,,,,,,,,,,
0.548,532.0035,752.8339,199.9801,0.258871803,,,,,,,,,,,
0.548,532.0035,768.0343,70.4817,0.577471481,,,,,,,,,,,
0.548,532.0035,768.0343,83.0101,0.569699895,,,,,,,,,,,
0.548,532.0035,768.0343,97.452,0.564797344,,,,,,,,,,,
0.548,532.0035,768.0343,104.1585,0.56238273,,,,,,,,,,,
0.548,532.0035,768.0343,107.597,0.56014665,,,,,,,,,,,
0.548,532.0035,768.0343,154.9268,0.462411819,,,,,,,,,,,
0.548,532.0035,768.0343,160.9761,0.514310017,,,,,,,,,,,
0.548,532.0035,768.0343,194.0026,0.529580701,,,,,,,,,,,
0.548,532.0035,768.0343,199.4684,0.169503948,,,,,,,,,,,
0.548,532.0035,768.0343,199.9801,0.250435754,,,,,,,,,,,
0.548,532.0035,768.0701,70.4817,0.577392726,,,,,,,,,,,
0.548,532.0035,768.0701,83.0101,0.569617162,,,,,,,,,,,
0.548,532.0035,768.0701,97.452,0.564714919,,,,,,,,,,,
0.548,532.0035,768.0701,104.1585,0.562260071,,,,,,,,,,,
0.548,532.0035,768.0701,107.597,0.55999997,,,,,,,,,,,
0.548,532.0035,768.0701,154.9268,0.4625622,,,,,,,,,,,
0.548,532.0035,768.0701,160.9761,0.514370275,,,,,,,,,,,
0.548,532.0035,768.0701,194.0026,0.529597535,,,,,,,,,,,
0.548,532.0035,768.0701,199.4684,0.169575375,,,,,,,,,,,
0.548,532.0035,768.0701,199.9801,0.25035337,,,,,,,,,,,
0.548,532.0035,770.0427,70.4817,0.572565049,,,,,,,,,,,
0.548,532.0035,770.0427,83.0101,0.564638707,,,,,,,,,,,
0.548,532.0035,770.0427,97.452,0.559010132,,,,,,,,,,,
0.548,532.0035,770.0427,104.1585,0.555624817,,,,,,,,,,,
0.548,532.0035,770.0427,107.597,0.552521503,,,,,,,,,,,
0.548,532.0035,770.0427,154.9268,0.470428453,,,,,,,,,,,
0.548,532.0035,770.0427,160.9761,0.516850446,,,,,,,,,,,
0.548,532.0035,770.0427,194.0026,0.527986856,,,,,,,,,,,
0.548,532.0035,770.0427,199.4684,0.168659712,,,,,,,,,,,
0.548,532.0035,770.0427,199.9801,0.248556572,,,,,,,,,,,
0.548,532.0035,782.7278,70.4817,0.539291878,,,,,,,,,,,
0.548,532.0035,782.7278,83.0101,0.529190495,,,,,,,,,,,
0.548,532.0035,782.7278,97.452,0.514536331,,,,,,,,,,,
0.548,532.0035,782.7278,104.1585,0.499388857,,,,,,,,,,,
0.548,532.0035,782.7278,107.597,0.485457165,,,,,,,,,,,
0.548,532.0035,782.7278,154.9268,0.495078292,,,,,,,,,,,
0.548,532.0035,782.7278,160.9761,0.520372226,,,,,,,,,,,
0.548,532.0035,782.7278,194.0026,0.516531654,,,,,,,,,,,
0.548,532.0035,782.7278,199.4684,0.159412141,,,,,,,,,,,
0.548,532.0035,782.7278,199.9801,0.232336661,,,,,,,,,,,
0.548,532.0035,788.0052,70.4817,0.524106617,,,,,,,,,,,
0.548,532.0035,788.0052,83.0101,0.512336044,,,,,,,,,,,
0.548,532.0035,788.0052,97.452,0.490600004,,,,,,,,,,,
0.548,532.0035,788.0052,104.1585,0.466183122,,,,,,,,,,,
0.548,532.0035,788.0052,107.597,0.443993122,,,,,,,,,,,
0.548,532.0035,788.0052,154.9268,0.497142147,,,,,,,,,,,
0.548,532.0035,788.0052,160.9761,0.517431627,,,,,,,,,,,
0.548,532.0035,788.0052,194.0026,0.510588087,,,,,,,,,,,
0.548,532.0035,788.0052,199.4684,0.153544794,,,,,,,,,,,
0.548,532.0035,788.0052,199.9801,0.223701844,,,,,,,,,,,
0.548,532.0035,791.1283,70.4817,0.514749397,,,,,,,,,,,
0.548,532.0035,791.1283,83.0101,0.501607306,,,,,,,,,,,
0.548,532.0035,791.1283,97.452,0.47444325,,,,,,,,,,,
0.548,532.0035,791.1283,104.1585,0.442981221,,,,,,,,,,,
0.548,532.0035,791.1283,107.597,0.414513662,,,,,,,,,,,
0.548,532.0035,791.1283,154.9268,0.496893287,,,,,,,,,,,
0.548,532.0035,791.1283,160.9761,0.514798479,,,,,,,,,,,
0.548,532.0035,791.1283,194.0026,0.506533669,,,,,,,,,,,
0.548,532.0035,791.1283,199.4684,0.15051516,,,,,,,,,,,
0.548,532.0035,791.1283,199.9801,0.218914036,,,,,,,,,,,
0.548,532.0035,798.9367,70.4817,0.489990822,,,,,,,,,,,
0.548,532.0035,798.9367,83.0101,0.472138081,,,,,,,,,,,
0.548,532.0035,798.9367,97.452,0.426546659,,,,,,,,,,,
0.548,532.0035,798.9367,104.1585,0.372072324,,,,,,,,,,,
0.548,532.0035,798.9367,107.597,0.325186085,,,,,,,,,,,
0.548,532.0035,798.9367,154.9268,0.49258396,,,,,,,,,,,
0.548,532.0035,798.9367,160.9761,0.50574494,,,,,,,,,,,
0.548,532.0035,798.9367,194.0026,0.494636416,,,,,,,,,,,
0.548,532.0035,798.9367,199.4684,0.14126696,,,,,,,,,,,
0.548,532.0035,798.9367,199.9801,0.205226414,,,,,,,,,,,
0.548,532.0035,799.9602,70.4817,0.486598502,,,,,,,,,,,
0.548,532.0035,799.9602,83.0101,0.467981666,,,,,,,,,,,
0.548,532.0035,799.9602,97.452,0.419427025,,,,,,,,,,,
0.548,532.0035,799.9602,104.1585,0.361485774,,,,,,,,,,,
0.548,532.0035,799.9602,107.597,0.31219238,,,,,,,,,,,
0.548,532.0035,799.9602,154.9268,0.491687195,,,,,,,,,,,
0.548,532.0035,799.9602,160.9761,0.504318754,,,,,,,,,,,
0.548,532.0035,799.9602,194.0026,0.492859933,,,,,,,,,,,
0.548,532.0035,799.9602,199.4684,0.140047499,,,,,,,,,,,
0.548,532.0035,799.9602,199.9801,0.203447318,,,,,,,,,,,
0.548,539.2911,540.9634,70.4817,0.642764833,,,,,,,,,,,
0.548,539.2911,540.9634,83.0101,0.774035414,,,,,,,,,,,
0.548,539.2911,540.9634,97.452,0.774008286,,,,,,,,,,,
0.548,539.2911,540.9634,104.1585,0.772983197,,,,,,,,,,,
0.548,539.2911,540.9634,107.597,0.772918564,,,,,,,,,,,
0.548,539.2911,540.9634,154.9268,0.797736581,,,,,,,,,,,
0.548,539.2911,540.9634,160.9761,0.801074923,,,,,,,,,,,
0.548,539.2911,540.9634,194.0026,0.629654115,,,,,,,,,,,
0.548,539.2911,540.9634,199.4684,0.721380794,,,,,,,,,,,
0.548,539.2911,540.9634,199.9801,0.724470251,,,,,,,,,,,
0.548,539.2911,566.0202,70.4817,0.744991607,,,,,,,,,,,
0.548,539.2911,566.0202,83.0101,0.746618414,,,,,,,,,,,
0.548,539.2911,566.0202,97.452,0.744330241,,,,,,,,,,,
0.548,539.2911,566.0202,104.1585,0.745447405,,,,,,,,,,,
0.548,539.2911,566.0202,107.597,0.746722106,,,,,,,,,,,
0.548,539.2911,566.0202,154.9268,0.793224697,,,,,,,,,,,
0.548,539.2911,566.0202,160.9761,0.797772587,,,,,,,,,,,
0.548,539.2911,566.0202,194.0026,0.658816289,,,,,,,,,,,
0.548,539.2911,566.0202,199.4684,0.738372073,,,,,,,,,,,
0.548,539.2911,566.0202,199.9801,0.740633942,,,,,,,,,,,
0.548,539.2911,568.305,70.4817,0.743426339,,,,,,,,,,,
0.548,539.2911,568.305,83.0101,0.743829564,,,,,,,,,,,
0.548,539.2911,568.305,97.452,0.74185482,,,,,,,,,,,
0.548,539.2911,568.305,104.1585,0.743241128,,,,,,,,,,,
0.548,539.2911,568.305,107.597,0.744658978,,,,,,,,,,,
0.548,539.2911,568.305,154.9268,0.792894382,,,,,,,,,,,
0.548,539.2911,568.305,160.9761,0.797444668,,,,,,,,,,,
0.548,539.2911,568.305,194.0026,0.661288871,,,,,,,,,,,
0.548,539.2911,568.305,199.4684,0.739421791,,,,,,,,,,,
0.548,539.2911,568.305,199.9801,0.741582578,,,,,,,,,,,
0.548,539.2911,574.1881,70.4817,0.738474456,,,,,,,,,,,
0.548,539.2911,574.1881,83.0101,0.736928431,,,,,,,,,,,
0.548,539.2911,574.1881,97.452,0.735848351,,,,,,,,,,,
0.548,539.2911,574.1881,104.1585,0.737918389,,,,,,,,,,,
0.548,539.2911,574.1881,107.597,0.739711687,,,,,,,,,,,
0.548,539.2911,574.1881,154.9268,0.792065295,,,,,,,,,,,
0.548,539.2911,574.1881,160.9761,0.796522431,,,,,,,,,,,
0.548,539.2911,574.1881,194.0026,0.667646188,,,,,,,,,,,
0.548,539.2911,574.1881,199.4684,0.741643398,,,,,,,,,,,
0.548,539.2911,574.1881,199.9801,0.743552192,,,,,,,,,,,
0.548,539.2911,591.8038,70.4817,0.721975543,,,,,,,,,,,
0.548,539.2911,591.8038,83.0101,0.719270172,,,,,,,,,,,
0.548,539.2911,591.8038,97.452,0.721610161,,,,,,,,,,,
0.548,539.2911,591.8038,104.1585,0.725737449,,,,,,,,,,,
0.548,539.2911,591.8038,107.597,0.728622154,,,,,,,,,,,
0.548,539.2911,591.8038,154.9268,0.789354195,,,,,,,,,,,
0.548,539.2911,591.8038,160.9761,0.793126354,,,,,,,,,,,
0.548,539.2911,591.8038,194.0026,0.683731092,,,,,,,,,,,
0.548,539.2911,591.8038,199.4684,0.742516042,,,,,,,,,,,
0.548,539.2911,591.8038,199.9801,0.743236818,,,,,,,,,,,
0.548,539.2911,594.9041,70.4817,0.719310711,,,,,,,,,,,
0.548,539.2911,594.9041,83.0101,0.716747028,,,,,,,,,,,
0.548,539.2911,594.9041,97.452,0.719739871,,,,,,,,,,,
0.548,539.2911,594.9041,104.1585,0.724209975,,,,,,,,,,,
0.548,539.2911,594.9041,107.597,0.72727018,,,,,,,,,,,
0.548,539.2911,594.9041,154.9268,0.788798998,,,,,,,,,,,
0.548,539.2911,594.9041,160.9761,0.792410441,,,,,,,,,,,
0.548,539.2911,594.9041,194.0026,0.686133371,,,,,,,,,,,
0.548,539.2911,594.9041,199.4684,0.740774526,,,,,,,,,,,
0.548,539.2911,594.9041,199.9801,0.740996115,,,,,,,,,,,
0.548,539.2911,596.1558,70.4817,0.718268809,,,,,,,,,,,
0.548,539.2911,596.1558,83.0101,0.715785889,,,,,,,,,,,
0.548,539.2911,596.1558,97.452,0.719052492,,,,,,,,,,,
0.548,539.2911,596.1558,104.1585,0.723640212,,,,,,,,,,,
0.548,539.2911,596.1558,107.597,0.726775966,,,,,,,,,,,
0.548,539.2911,596.1558,154.9268,0.788566043,,,,,,,,,,,
0.548,539.2911,596.1558,160.9761,0.792101442,,,,,,,,,,,
0.548,539.2911,596.1558,194.0026,0.686984313,,,,,,,,,,,
0.548,539.2911,596.1558,199.4684,0.739652988,,,,,,,,,,,
0.548,539.2911,596.1558,199.9801,0.739590609,,,,,,,,,,,
0.548,539.2911,608.3169,70.4817,0.709420219,,,,,,,,,,,
0.548,539.2911,608.3169,83.0101,0.708069501,,,,,,,,,,,
0.548,539.2911,608.3169,97.452,0.71385577,,,,,,,,,,,
0.548,539.2911,608.3169,104.1585,0.719657748,,,,,,,,,,,
0.548,539.2911,608.3169,107.597,0.723334871,,,,,,,,,,,
0.548,539.2911,608.3169,154.9268,0.785922659,,,,,,,,,,,
0.548,539.2911,608.3169,160.9761,0.788861802,,,,,,,,,,,
0.548,539.2911,608.3169,194.0026,0.689600063,,,,,,,,,,,
0.548,539.2911,608.3169,199.4684,0.667016604,,,,,,,,,,,
0.548,539.2911,608.3169,199.9801,0.648309737,,,,,,,,,,,
0.548,539.2911,609.9244,70.4817,0.708426719,,,,,,,,,,,
0.548,539.2911,609.9244,83.0101,0.707274735,,,,,,,,,,,
0.548,539.2911,609.9244,97.452,0.713380074,,,,,,,,,,,
0.548,539.2911,609.9244,104.1585,0.71931928,,,,,,,,,,,
0.548,539.2911,609.9244,107.597,0.723049137,,,,,,,,,,,
0.548,539.2911,609.9244,154.9268,0.785528006,,,,,,,,,,,
0.548,539.2911,609.9244,160.9761,0.788400688,,,,,,,,,,,
0.548,539.2911,609.9244,194.0026,0.687323647,,,,,,,,,,,
0.548,539.2911,609.9244,199.4684,0.625644523,,,,,,,,,,,
0.548,539.2911,609.9244,199.9801,0.595678396,,,,,,,,,,,
0.548,539.2911,615.194,70.4817,0.705477818,,,,,,,,,,,
0.548,539.2911,615.194,83.0101,0.705034923,,,,,,,,,,,
0.548,539.2911,615.194,97.452,0.71210673,,,,,,,,,,,
0.548,539.2911,615.194,104.1585,0.718396869,,,,,,,,,,,
0.548,539.2911,615.194,107.597,0.722312073,,,,,,,,,,,
0.548,539.2911,615.194,154.9268,0.784144439,,,,,,,,,,,
0.548,539.2911,615.194,160.9761,0.78687076,,,,,,,,,,,
0.548,539.2911,615.194,194.0026,0.659500972,,,,,,,,,,,
0.548,539.2911,615.194,199.4684,0.275677279,,,,,,,,,,,
0.548,539.2911,615.194,199.9801,0.205507338,,,,,,,,,,,
0.548,539.2911,660.2346,70.4817,0.696285688,,,,,,,,,,,
0.548,539.2911,660.2346,83.0101,0.700315905,,,,,,,,,,,
0.548,539.2911,660.2346,97.452,0.710113096,,,,,,,,,,,
0.548,539.2911,660.2346,104.1585,0.716353589,,,,,,,,,,,
0.548,539.2911,660.2346,107.597,0.719894419,,,,,,,,,,,
0.548,539.2911,660.2346,154.9268,0.776368652,,,,,,,,,,,
0.548,539.2911,660.2346,160.9761,0.782186308,,,,,,,,,,,
0.548,539.2911,660.2346,194.0026,0.513821023,,,,,,,,,,,
0.548,539.2911,660.2346,199.4684,0.617699698,,,,,,,,,,,
0.548,539.2911,660.2346,199.9801,0.621912484,,,,,,,,,,,
0.548,539.2911,662.768,70.4817,0.696170963,,,,,,,,,,,
0.548,539.2911,662.768,83.0101,0.700232536,,,,,,,,,,,
0.548,539.2911,662.768,97.452,0.709868728,,,,,,,,,,,
0.548,539.2911,662.768,104.1585,0.715954232,,,,,,,,,,,
0.548,539.2911,662.768,107.597,0.719415365,,,,,,,,,,,
0.548,539.2911,662.768,154.9268,0.776828674,,,,,,,,,,,
0.548,539.2911,662.768,160.9761,0.779269026,,,,,,,,,,,
0.548,539.2911,662.768,194.0026,0.516626914,,,,,,,,,,,
0.548,539.2911,662.768,199.4684,0.61829973,,,,,,,,,,,
0.548,539.2911,662.768,199.9801,0.622413098,,,,,,,,,,,
0.548,539.2911,668.5187,70.4817,0.695836371,,,,,,,,,,,
0.548,539.2911,668.5187,83.0101,0.699867252,,,,,,,,,,,
0.548,539.2911,668.5187,97.452,0.708996317,,,,,,,,,,,
0.548,539.2911,668.5187,104.1585,0.714772778,,,,,,,,,,,
0.548,539.2911,668.5187,107.597,0.718058353,,,,,,,,,,,
0.548,539.2911,668.5187,154.9268,0.776409071,,,,,,,,,,,
0.548,539.2911,668.5187,160.9761,0.734193507,,,,,,,,,,,
0.548,539.2911,668.5187,194.0026,0.520783549,,,,,,,,,,,
0.548,539.2911,668.5187,199.4684,0.618868094,,,,,,,,,,,
0.548,539.2911,668.5187,199.9801,0.622799032,,,,,,,,,,,
0.548,539.2911,684.3943,70.4817,0.693418978,,,,,,,,,,,
0.548,539.2911,684.3943,83.0101,0.696724355,,,,,,,,,,,
0.548,539.2911,684.3943,97.452,0.704280371,,,,,,,,,,,
0.548,539.2911,684.3943,104.1585,0.709388008,,,,,,,,,,,
0.548,539.2911,684.3943,107.597,0.712449199,,,,,,,,,,,
0.548,539.2911,684.3943,154.9268,0.15929804,,,,,,,,,,,
0.548,539.2911,684.3943,160.9761,0.385222308,,,,,,,,,,,
0.548,539.2911,684.3943,194.0026,0.524709733,,,,,,,,,,,
0.548,539.2911,684.3943,199.4684,0.617123436,,,,,,,,,,,
0.548,539.2911,684.3943,199.9801,0.620795542,,,,,,,,,,,
0.548,539.2911,689.3509,70.4817,0.692004276,,,,,,,,,,,
0.548,539.2911,689.3509,83.0101,0.694948885,,,,,,,,,,,
0.548,539.2911,689.3509,97.452,0.702106375,,,,,,,,,,,
0.548,539.2911,689.3509,104.1585,0.707194687,,,,,,,,,,,
0.548,539.2911,689.3509,107.597,0.710303334,,,,,,,,,,,
0.548,539.2911,689.3509,154.9268,0.160288517,,,,,,,,,,,
0.548,539.2911,689.3509,160.9761,0.500481729,,,,,,,,,,,
0.548,539.2911,689.3509,194.0026,0.525014481,,,,,,,,,,,
0.548,539.2911,689.3509,199.4684,0.616000297,,,,,,,,,,,
0.548,539.2911,689.3509,199.9801,0.619593978,,,,,,,,,,,
0.548,539.2911,692.6676,70.4817,0.69080634,,,,,,,,,,,
0.548,539.2911,692.6676,83.0101,0.693506944,,,,,,,,,,,
0.548,539.2911,692.6676,97.452,0.700491847,,,,,,,,,,,
0.548,539.2911,692.6676,104.1585,0.705614168,,,,,,,,,,,
0.548,539.2911,692.6676,107.597,0.708806234,,,,,,,,,,,
0.548,539.2911,692.6676,154.9268,0.325661595,,,,,,,,,,,
0.548,539.2911,692.6676,160.9761,0.538260507,,,,,,,,,,,
0.548,539.2911,692.6676,194.0026,0.52497853,,,,,,,,,,,
0.548,539.2911,692.6676,199.4684,0.615119427,,,,,,,,,,,
0.548,539.2911,692.6676,199.9801,0.618677891,,,,,,,,,,,
0.548,539.2911,701.542,70.4817,0.686562708,,,,,,,,,,,
0.548,539.2911,701.542,83.0101,0.6886668,,,,,,,,,,,
0.548,539.2911,701.542,97.452,0.69553481,,,,,,,,,,,
0.548,539.2911,701.542,104.1585,0.701121956,,,,,,,,,,,
0.548,539.2911,701.542,107.597,0.704721763,,,,,,,,,,,
0.548,539.2911,701.542,154.9268,0.506386681,,,,,,,,,,,
0.548,539.2911,701.542,160.9761,0.583502503,,,,,,,,,,,
0.548,539.2911,701.542,194.0026,0.524655352,,,,,,,,,,,
0.548,539.2911,701.542,199.4684,0.612160954,,,,,,,,,,,
0.548,539.2911,701.542,199.9801,0.615583328,,,,,,,,,,,
0.548,539.2911,704.0717,70.4817,0.685049854,,,,,,,,,,,
0.548,539.2911,704.0717,83.0101,0.686981128,,,,,,,,,,,
0.548,539.2911,704.0717,97.452,0.69397343,,,,,,,,,,,
0.548,539.2911,704.0717,104.1585,0.699792856,,,,,,,,,,,
0.548,539.2911,704.0717,107.597,0.703561962,,,,,,,,,,,
0.548,539.2911,704.0717,154.9268,0.526645059,,,,,,,,,,,
0.548,539.2911,704.0717,160.9761,0.589412171,,,,,,,,,,,
0.548,539.2911,704.0717,194.0026,0.524462372,,,,,,,,,,,
0.548,539.2911,704.0717,199.4684,0.611138647,,,,,,,,,,,
0.548,539.2911,704.0717,199.9801,0.614506299,,,,,,,,,,,
0.548,539.2911,709.8536,70.4817,0.681074398,,,,,,,,,,,
0.548,539.2911,709.8536,83.0101,0.682756864,,,,,,,,,,,
0.548,539.2911,709.8536,97.452,0.690197977,,,,,,,,,,,
0.548,539.2911,709.8536,104.1585,0.69667147,,,,,,,,,,,
0.548,539.2911,709.8536,107.597,0.700880737,,,,,,,,,,,
0.548,539.2911,709.8536,154.9268,0.554336314,,,,,,,,,,,
0.548,539.2911,709.8536,160.9761,0.597412361,,,,,,,,,,,
0.548,539.2911,709.8536,194.0026,0.523800974,,,,,,,,,,,
0.548,539.2911,709.8536,199.4684,0.608444933,,,,,,,,,,,
0.548,539.2911,709.8536,199.9801,0.611705178,,,,,,,,,,,
0.548,539.2911,712.8955,70.4817,0.678671741,,,,,,,,,,,
0.548,539.2911,712.8955,83.0101,0.680283359,,,,,,,,,,,
0.548,539.2911,712.8955,97.452,0.688083547,,,,,,,,,,,
0.548,539.2911,712.8955,104.1585,0.694952822,,,,,,,,,,,
0.548,539.2911,712.8955,107.597,0.6993877,,,,,,,,,,,
0.548,539.2911,712.8955,154.9268,0.562760838,,,,,,,,,,,
0.548,539.2911,712.8955,160.9761,0.59955967,,,,,,,,,,,
0.548,539.2911,712.8955,194.0026,0.523328958,,,,,,,,,,,
0.548,539.2911,712.8955,199.4684,0.606765264,,,,,,,,,,,
0.548,539.2911,712.8955,199.9801,0.609971416,,,,,,,,,,,
0.548,539.2911,721.9523,70.4817,0.670186762,,,,,,,,,,,
0.548,539.2911,721.9523,83.0101,0.671898545,,,,,,,,,,,
0.548,539.2911,721.9523,97.452,0.681086988,,,,,,,,,,,
0.548,539.2911,721.9523,104.1585,0.688795741,,,,,,,,,,,
0.548,539.2911,721.9523,107.597,0.693263066,,,,,,,,,,,
0.548,539.2911,721.9523,154.9268,0.575181,,,,,,,,,,,
0.548,539.2911,721.9523,160.9761,0.600909166,,,,,,,,,,,
0.548,539.2911,721.9523,194.0026,0.520980779,,,,,,,,,,,
0.548,539.2911,721.9523,199.4684,0.600584731,,,,,,,,,,,
0.548,539.2911,721.9523,199.9801,0.603590125,,,,,,,,,,,
0.548,539.2911,752.8339,70.4817,0.624066826,,,,,,,,,,,
0.548,539.2911,752.8339,83.0101,0.622617886,,,,,,,,,,,
0.548,539.2911,752.8339,97.452,0.575132569,,,,,,,,,,,
0.548,539.2911,752.8339,104.1585,0.390213866,,,,,,,,,,,
0.548,539.2911,752.8339,107.597,0.200218428,,,,,,,,,,,
0.548,539.2911,752.8339,154.9268,0.567502907,,,,,,,,,,,
0.548,539.2911,752.8339,160.9761,0.580722078,,,,,,,,,,,
0.548,539.2911,752.8339,194.0026,0.493968874,,,,,,,,,,,
0.548,539.2911,752.8339,199.4684,0.561068453,,,,,,,,,,,
0.548,539.2911,752.8339,199.9801,0.56349921,,,,,,,,,,,
0.548,539.2911,768.0343,70.4817,0.584057589,,,,,,,,,,,
0.548,539.2911,768.0343,83.0101,0.553106846,,,,,,,,,,,
0.548,539.2911,768.0343,97.452,0.214249035,,,,,,,,,,,
0.548,539.2911,768.0343,104.1585,0.127573366,,,,,,,,,,,
0.548,539.2911,768.0343,107.597,0.204094257,,,,,,,,,,,
0.548,539.2911,768.0343,154.9268,0.552941588,,,,,,,,,,,
0.548,539.2911,768.0343,160.9761,0.563259518,,,,,,,,,,,
0.548,539.2911,768.0343,194.0026,0.465522088,,,,,,,,,,,
0.548,539.2911,768.0343,199.4684,0.529083335,,,,,,,,,,,
0.548,539.2911,768.0343,199.9801,0.531424004,,,,,,,,,,,
0.548,539.2911,768.0701,70.4817,0.583936036,,,,,,,,,,,
0.548,539.2911,768.0701,83.0101,0.55285292,,,,,,,,,,,
