f,d,h1,h2,T(1)
0.4722,416.796,660.2346,194.0026,0.775190641
0.4722,416.796,660.2346,199.4684,0.793138411
0.4722,416.796,660.2346,199.9801,0.794802289
0.4722,416.796,662.768,70.4817,0.790555413
0.4722,416.796,662.768,83.0101,0.7955266
0.4722,416.796,662.768,97.452,0.785922497
0.4722,416.796,662.768,104.1585,0.776579116
0.4722,416.796,662.768,107.597,0.770826155
0.4722,416.796,662.768,154.9268,0.70739011
0.4722,416.796,662.768,160.9761,0.71095362
0.4722,416.796,662.768,194.0026,0.785060841
0.4722,416.796,662.768,199.4684,0.801961613
0.4722,416.796,662.768,199.9801,0.80351169
0.4722,416.796,668.5187,70.4817,0.786270651
0.4722,416.796,668.5187,83.0101,0.780627309
0.4722,416.796,668.5187,97.452,0.764367455
0.4722,416.796,668.5187,104.1585,0.754569652
0.4722,416.796,668.5187,107.597,0.749280577
0.4722,416.796,668.5187,154.9268,0.718603925
0.4722,416.796,668.5187,160.9761,0.726499309
0.4722,416.796,668.5187,194.0026,0.80489782
0.4722,416.796,668.5187,199.4684,0.8183961
0.4722,416.796,668.5187,199.9801,0.819596493
0.4722,416.796,684.3943,70.4817,0.749299148
0.4722,416.796,684.3943,83.0101,0.726288579
0.4722,416.796,684.3943,97.452,0.706693626
0.4722,416.796,684.3943,104.1585,0.701360269
0.4722,416.796,684.3943,107.597,0.69975514
0.4722,416.796,684.3943,154.9268,0.76277677
0.4722,416.796,684.3943,160.9761,0.778770465
0.4722,416.796,684.3943,194.0026,0.831345995
0.4722,416.796,684.3943,199.4684,0.830287601
0.4722,416.796,684.3943,199.9801,0.830019874
0.4722,416.796,689.3509,70.4817,0.732838439
0.4722,416.796,689.3509,83.0101,0.708100837
0.4722,416.796,689.3509,97.452,0.691005615
0.4722,416.796,689.3509,104.1585,0.688344829
0.4722,416.796,689.3509,107.597,0.688367767
0.4722,416.796,689.3509,154.9268,0.778620686
0.4722,416.796,689.3509,160.9761,0.79541037
0.4722,416.796,689.3509,194.0026,0.829134954
0.4722,416.796,689.3509,199.4684,0.823032019
0.4722,416.796,689.3509,199.9801,0.822294084
0.4722,416.796,692.6676,70.4817,0.721155864
0.4722,416.796,692.6676,83.0101,0.696178051
0.4722,416.796,692.6676,97.452,0.681502983
0.4722,416.796,692.6676,104.1585,0.680783458
0.4722,416.796,692.6676,107.597,0.681975701
0.4722,416.796,692.6676,154.9268,0.789140817
0.4722,416.796,692.6676,160.9761,0.805842188
0.4722,416.796,692.6676,194.0026,0.824851202
0.4722,416.796,692.6676,199.4684,0.815547194
0.4722,416.796,692.6676,199.9801,0.814521367
0.4722,416.796,701.542,70.4817,0.689062756
0.4722,416.796,701.542,83.0101,0.666395249
0.4722,416.796,701.542,97.452,0.660296515
0.4722,416.796,701.542,104.1585,0.665296343
0.4722,416.796,701.542,107.597,0.669786592
0.4722,416.796,701.542,154.9268,0.814812215
0.4722,416.796,701.542,160.9761,0.828878555
0.4722,416.796,701.542,194.0026,0.80356131
0.4722,416.796,701.542,199.4684,0.787056118
0.4722,416.796,701.542,199.9801,0.785422814
0.4722,416.796,704.0717,70.4817,0.680023875
0.4722,416.796,704.0717,83.0101,0.658628881
0.4722,416.796,704.0717,97.452,0.655444461
0.4722,416.796,704.0717,104.1585,0.662150259
0.4722,416.796,704.0717,107.597,0.667609385
0.4722,416.796,704.0717,154.9268,0.820960844
0.4722,416.796,704.0717,160.9761,0.833644095
0.4722,416.796,704.0717,194.0026,0.795280451
0.4722,416.796,704.0717,199.4684,0.777203116
0.4722,416.796,704.0717,199.9801,0.775428623
0.4722,416.796,709.8536,70.4817,0.660051186
0.4722,416.796,709.8536,83.0101,0.642518418
0.4722,416.796,709.8536,97.452,0.646376879
0.4722,416.796,709.8536,104.1585,0.657087563
0.4722,416.796,709.8536,107.597,0.664692449
0.4722,416.796,709.8536,154.9268,0.832163374
0.4722,416.796,709.8536,160.9761,0.840818795
0.4722,416.796,709.8536,194.0026,0.773637969
0.4722,416.796,709.8536,199.4684,0.752870687
0.4722,416.796,709.8536,199.9801,0.75090416
0.4722,416.796,712.8955,70.4817,0.650109258
0.4722,416.796,712.8955,83.0101,0.634988319
0.4722,416.796,712.8955,97.452,0.64275075
0.4722,416.796,712.8955,104.1585,0.655551463
0.4722,416.796,712.8955,107.597,0.664266352
0.4722,416.796,712.8955,154.9268,0.836190042
0.4722,416.796,712.8955,160.9761,0.842330924
0.4722,416.796,712.8955,194.0026,0.761144033
0.4722,416.796,712.8955,199.4684,0.739460561
0.4722,416.796,712.8955,199.9801,0.737430504
0.4722,416.796,721.9523,70.4817,0.623643047
0.4722,416.796,721.9523,83.0101,0.616840559
0.4722,416.796,721.9523,97.452,0.636393766
0.4722,416.796,721.9523,104.1585,0.655113888
0.4722,416.796,721.9523,107.597,0.666886276
0.4722,416.796,721.9523,154.9268,0.839207793
0.4722,416.796,721.9523,160.9761,0.837040344
0.4722,416.796,721.9523,194.0026,0.721825157
0.4722,416.796,721.9523,199.4684,0.699363194
0.4722,416.796,721.9523,199.9801,0.697310094
0.4722,416.796,752.8339,70.4817,0.57750706
0.4722,416.796,752.8339,83.0101,0.598970226
0.4722,416.796,752.8339,97.452,0.646005856
0.4722,416.796,752.8339,104.1585,0.673315405
0.4722,416.796,752.8339,107.597,0.687965545
0.4722,416.796,752.8339,154.9268,0.762159175
0.4722,416.796,752.8339,160.9761,0.740652722
0.4722,416.796,752.8339,194.0026,0.611658977
0.4722,416.796,752.8339,199.4684,0.599576101
0.4722,416.796,752.8339,199.9801,0.598644676
0.4722,416.796,768.0343,70.4817,0.575049652
0.4722,416.796,768.0343,83.0101,0.600794849
0.4722,416.796,768.0343,97.452,0.643510739
0.4722,416.796,768.0343,104.1585,0.665730612
0.4722,416.796,768.0343,107.597,0.677214158
0.4722,416.796,768.0343,154.9268,0.705038203
0.4722,416.796,768.0343,160.9761,0.683507229
0.4722,416.796,768.0343,194.0026,0.585709994
0.4722,416.796,768.0343,199.4684,0.580533465
0.4722,416.796,768.0343,199.9801,0.580251778
0.4722,416.796,768.0701,70.4817,0.575033588
0.4722,416.796,768.0701,83.0101,0.600793533
0.4722,416.796,768.0701,97.452,0.643474438
0.4722,416.796,768.0701,104.1585,0.665683393
0.4722,416.796,768.0701,107.597,0.677174579
0.4722,416.796,768.0701,154.9268,0.704904645
0.4722,416.796,768.0701,160.9761,0.683390997
0.4722,416.796,768.0701,194.0026,0.585670062
0.4722,416.796,768.0701,199.4684,0.580517849
0.4722,416.796,768.0701,199.9801,0.580236665
0.4722,416.796,770.0427,70.4817,0.575008028
0.4722,416.796,770.0427,83.0101,0.600474523
0.4722,416.796,770.0427,97.452,0.641703968
0.4722,416.796,770.0427,104.1585,0.663042974
0.4722,416.796,770.0427,107.597,0.674100737
0.4722,416.796,770.0427,154.9268,0.697918908
0.4722,416.796,770.0427,160.9761,0.676753363
0.4722,416.796,770.0427,194.0026,0.583687479
0.4722,416.796,770.0427,199.4684,0.579335857
0.4722,416.796,770.0427,199.9801,0.579113161
0.4722,416.796,782.7278,70.4817,0.572386918
0.4722,416.796,782.7278,83.0101,0.591680051
0.4722,416.796,782.7278,97.452,0.622102474
0.4722,416.796,782.7278,104.1585,0.638784831
0.4722,416.796,782.7278,107.597,0.647568448
0.4722,416.796,782.7278,154.9268,0.657885193
0.4722,416.796,782.7278,160.9761,0.640200966
0.4722,416.796,782.7278,194.0026,0.576646022
0.4722,416.796,782.7278,199.4684,0.576438755
0.4722,416.796,782.7278,199.9801,0.576599081
0.4722,416.796,788.0052,70.4817,0.568695685
0.4722,416.796,788.0052,83.0101,0.584035183
0.4722,416.796,788.0052,97.452,0.610491307
0.4722,416.796,788.0052,104.1585,0.626093532
0.4722,416.796,788.0052,107.597,0.634577164
0.4722,416.796,788.0052,154.9268,0.644149645
0.4722,416.796,788.0052,160.9761,0.628303871
0.4722,416.796,788.0052,194.0026,0.57575406
0.4722,416.796,788.0052,199.4684,0.576716423
0.4722,416.796,788.0052,199.9801,0.576950946
0.4722,416.796,791.1283,70.4817,0.565539395
0.4722,416.796,791.1283,83.0101,0.578515563
0.4722,416.796,791.1283,97.452,0.603182664
0.4722,416.796,791.1283,104.1585,0.618422625
0.4722,416.796,791.1283,107.597,0.626780559
0.4722,416.796,791.1283,154.9268,0.636974997
0.4722,416.796,791.1283,160.9761,0.622288087
0.4722,416.796,791.1283,194.0026,0.575563504
0.4722,416.796,791.1283,199.4684,0.577032568
0.4722,416.796,791.1283,199.9801,0.577339237
0.4722,416.796,798.9367,70.4817,0.554269268
0.4722,416.796,798.9367,83.0101,0.561968738
0.4722,416.796,798.9367,97.452,0.584268334
0.4722,416.796,798.9367,104.1585,0.599380431
0.4722,416.796,798.9367,107.597,0.607744827
0.4722,416.796,798.9367,154.9268,0.621942598
0.4722,416.796,798.9367,160.9761,0.610145016
0.4722,416.796,798.9367,194.0026,0.575338099
0.4722,416.796,798.9367,199.4684,0.577711812
0.4722,416.796,798.9367,199.9801,0.578104203
0.4722,416.796,799.9602,70.4817,0.552422459
0.4722,416.796,799.9602,83.0101,0.559614794
0.4722,416.796,799.9602,97.452,0.581797736
0.4722,416.796,799.9602,104.1585,0.596971369
0.4722,416.796,799.9602,107.597,0.605333412
0.4722,416.796,799.9602,154.9268,0.620275134
0.4722,416.796,799.9602,160.9761,0.608852991
0.4722,416.796,799.9602,194.0026,0.575281312
0.4722,416.796,799.9602,199.4684,0.577725603
0.4722,416.796,799.9602,199.9801,0.578157584
0.4722,446.8231,540.9634,70.4817,0.556564973
0.4722,446.8231,540.9634,83.0101,0.460513655
0.4722,446.8231,540.9634,97.452,0.617019299
0.4722,446.8231,540.9634,104.1585,0.642316228
0.4722,446.8231,540.9634,107.597,0.645970702
0.4722,446.8231,540.9634,154.9268,0.781621042
0.4722,446.8231,540.9634,160.9761,0.789919872
0.4722,446.8231,540.9634,194.0026,0.699678275
0.4722,446.8231,540.9634,199.4684,0.67338885
0.4722,446.8231,540.9634,199.9801,0.670963131
0.4722,446.8231,566.0202,70.4817,0.52118178
0.4722,446.8231,566.0202,83.0101,0.437152706
0.4722,446.8231,566.0202,97.452,0.634030056
0.4722,446.8231,566.0202,104.1585,0.678975183
0.4722,446.8231,566.0202,107.597,0.694764921
0.4722,446.8231,566.0202,154.9268,0.845217327
0.4722,446.8231,566.0202,160.9761,0.823478637
0.4722,446.8231,566.0202,194.0026,0.632985032
0.4722,446.8231,566.0202,199.4684,0.608787777
0.4722,446.8231,566.0202,199.9801,0.60675849
0.4722,446.8231,568.305,70.4817,0.520211214
0.4722,446.8231,568.305,83.0101,0.437612008
0.4722,446.8231,568.305,97.452,0.63886864
0.4722,446.8231,568.305,104.1585,0.685570952
0.4722,446.8231,568.305,107.597,0.702390565
0.4722,446.8231,568.305,154.9268,0.84528779
0.4722,446.8231,568.305,160.9761,0.820649757
0.4722,446.8231,568.305,194.0026,0.62739698
0.4722,446.8231,568.305,199.4684,0.604170257
0.4722,446.8231,568.305,199.9801,0.602240437
0.4722,446.8231,574.1881,70.4817,0.519927945
0.4722,446.8231,574.1881,83.0101,0.441277709
0.4722,446.8231,574.1881,97.452,0.653231742
0.4722,446.8231,574.1881,104.1585,0.704495534
0.4722,446.8231,574.1881,107.597,0.723759337
0.4722,446.8231,574.1881,154.9268,0.840816332
0.4722,446.8231,574.1881,160.9761,0.809611415
0.4722,446.8231,574.1881,194.0026,0.614521175
0.4722,446.8231,574.1881,199.4684,0.594119763
0.4722,446.8231,574.1881,199.9801,0.592470595
0.4722,446.8231,591.8038,70.4817,0.539373553
0.4722,446.8231,591.8038,83.0101,0.476460831
0.4722,446.8231,591.8038,97.452,0.707090241
0.4722,446.8231,591.8038,104.1585,0.770024881
0.4722,446.8231,591.8038,107.597,0.793670429
0.4722,446.8231,591.8038,154.9268,0.797052576
0.4722,446.8231,591.8038,160.9761,0.756782395
0.4722,446.8231,591.8038,194.0026,0.593165109
0.4722,446.8231,591.8038,199.4684,0.58286675
0.4722,446.8231,591.8038,199.9801,0.582157237
0.4722,446.8231,594.9041,70.4817,0.546102379
0.4722,446.8231,594.9041,83.0101,0.486668854
0.4722,446.8231,594.9041,97.452,0.717002567
0.4722,446.8231,594.9041,104.1585,0.781290278
0.4722,446.8231,594.9041,107.597,0.805045846
0.4722,446.8231,594.9041,154.9268,0.786690005
0.4722,446.8231,594.9041,160.9761,0.746531557
0.4722,446.8231,594.9041,194.0026,0.592500755
0.4722,446.8231,594.9041,199.4684,0.584054281
0.4722,446.8231,594.9041,199.9801,0.58353261
0.4722,446.8231,596.1558,70.4817,0.54909469
0.4722,446.8231,596.1558,83.0101,0.491117467
0.4722,446.8231,596.1558,97.452,0.720932797
0.4722,446.8231,596.1558,104.1585,0.78568311
0.4722,446.8231,596.1558,107.597,0.809417519
0.4722,446.8231,596.1558,154.9268,0.782444046
0.4722,446.8231,596.1558,160.9761,0.742445762
0.4722,446.8231,596.1558,194.0026,0.592493834
0.4722,446.8231,596.1558,199.4684,0.584809532
0.4722,446.8231,596.1558,199.9801,0.584354902
0.4722,446.8231,608.3169,70.4817,0.586355626
0.4722,446.8231,608.3169,83.0101,0.542049844
0.4722,446.8231,608.3169,97.452,0.754528985
0.4722,446.8231,608.3169,104.1585,0.820422942
0.4722,446.8231,608.3169,107.597,0.841868481
0.4722,446.8231,608.3169,154.9268,0.741860418
0.4722,446.8231,608.3169,160.9761,0.706420758
0.4722,446.8231,608.3169,194.0026,0.60070987
0.4722,446.8231,608.3169,199.4684,0.600294056
0.4722,446.8231,608.3169,199.9801,0.600516654
0.4722,446.8231,609.9244,70.4817,0.592303179
0.4722,446.8231,609.9244,83.0101,0.549547356
0.4722,446.8231,609.9244,97.452,0.757976087
0.4722,446.8231,609.9244,104.1585,0.823553176
0.4722,446.8231,609.9244,107.597,0.844448821
0.4722,446.8231,609.9244,154.9268,0.736894549
0.4722,446.8231,609.9244,160.9761,0.702378862
0.4722,446.8231,609.9244,194.0026,0.602912642
0.4722,446.8231,609.9244,199.4684,0.603429861
0.4722,446.8231,609.9244,199.9801,0.603722824
0.4722,446.8231,615.194,70.4817,0.613174654
0.4722,446.8231,615.194,83.0101,0.574539864
0.4722,446.8231,615.194,97.452,0.766922321
0.4722,446.8231,615.194,104.1585,0.830813895
0.4722,446.8231,615.194,107.597,0.849594032
0.4722,446.8231,615.194,154.9268,0.721761194
0.4722,446.8231,615.194,160.9761,0.690657596
0.4722,446.8231,615.194,194.0026,0.611911397
0.4722,446.8231,615.194,199.4684,0.615356197
0.4722,446.8231,615.194,199.9801,0.615917716
0.4722,446.8231,660.2346,70.4817,0.759304043
0.4722,446.8231,660.2346,83.0101,0.669270713
0.4722,446.8231,660.2346,97.452,0.676168315
0.4722,446.8231,660.2346,104.1585,0.727213613
0.4722,446.8231,660.2346,107.597,0.735191162
0.4722,446.8231,660.2346,154.9268,0.698081477
0.4722,446.8231,660.2346,160.9761,0.701864281
0.4722,446.8231,660.2346,194.0026,0.750841989
0.4722,446.8231,660.2346,199.4684,0.758331783
0.4722,446.8231,660.2346,199.9801,0.758941615
0.4722,446.8231,662.768,70.4817,0.759084366
0.4722,446.8231,662.768,83.0101,0.664881096
0.4722,446.8231,662.768,97.452,0.666275284
0.4722,446.8231,662.768,104.1585,0.718208056
0.4722,446.8231,662.768,107.597,0.726482319
0.4722,446.8231,662.768,154.9268,0.70255616
0.4722,446.8231,662.768,160.9761,0.70792637
0.4722,446.8231,662.768,194.0026,0.757257898
0.4722,446.8231,662.768,199.4684,0.763199368
0.4722,446.8231,662.768,199.9801,0.763649014
0.4722,446.8231,668.5187,70.4817,0.754159015
0.4722,446.8231,668.5187,83.0101,0.652136172
0.4722,446.8231,668.5187,97.452,0.644693834
0.4722,446.8231,668.5187,104.1585,0.699028016
0.4722,446.8231,668.5187,107.597,0.708163148
0.4722,446.8231,668.5187,154.9268,0.714435782
0.4722,446.8231,668.5187,160.9761,0.722988946
0.4722,446.8231,668.5187,194.0026,0.768860018
0.4722,446.8231,668.5187,199.4684,0.770798507
0.4722,446.8231,668.5187,199.9801,0.770858165
0.4722,446.8231,684.3943,70.4817,0.715050643
0.4722,446.8231,684.3943,83.0101,0.606749278
0.4722,446.8231,684.3943,97.452,0.597190639
0.4722,446.8231,684.3943,104.1585,0.658792718
0.4722,446.8231,684.3943,107.597,0.670758181
0.4722,446.8231,684.3943,154.9268,0.755247499
0.4722,446.8231,684.3943,160.9761,0.768251051
0.4722,446.8231,684.3943,194.0026,0.776095629
0.4722,446.8231,684.3943,199.4684,0.765446074
0.4722,446.8231,684.3943,199.9801,0.764333589
0.4722,446.8231,689.3509,70.4817,0.698190081
0.4722,446.8231,689.3509,83.0101,0.592265495
0.4722,446.8231,689.3509,97.452,0.587306591
0.4722,446.8231,689.3509,104.1585,0.650613101
0.4722,446.8231,689.3509,107.597,0.663446102
0.4722,446.8231,689.3509,154.9268,0.768548931
0.4722,446.8231,689.3509,160.9761,0.781296733
0.4722,446.8231,689.3509,194.0026,0.770637032
0.4722,446.8231,689.3509,199.4684,0.756470507
0.4722,446.8231,689.3509,199.9801,0.755046379
0.4722,446.8231,692.6676,70.4817,0.686491834
0.4722,446.8231,692.6676,83.0101,0.583112522
0.4722,446.8231,692.6676,97.452,0.582210916
0.4722,446.8231,692.6676,104.1585,0.64632057
0.4722,446.8231,692.6676,107.597,0.659682902
0.4722,446.8231,692.6676,154.9268,0.777037799
0.4722,446.8231,692.6676,160.9761,0.78915297
0.4722,446.8231,692.6676,194.0026,0.765153373
0.4722,446.8231,692.6676,199.4684,0.748941406
0.4722,446.8231,692.6676,199.9801,0.747337659
0.4722,446.8231,701.542,70.4817,0.655347891
0.4722,446.8231,701.542,83.0101,0.561638691
0.4722,446.8231,701.542,97.452,0.573969002
0.4722,446.8231,701.542,104.1585,0.638965596
0.4722,446.8231,701.542,107.597,0.65367863
0.4722,446.8231,701.542,154.9268,0.796781511
0.4722,446.8231,701.542,160.9761,0.80541422
0.4722,446.8231,701.542,194.0026,0.744550205
0.4722,446.8231,701.542,199.4684,0.724270887
0.4722,446.8231,701.542,199.9801,0.722373285
0.4722,446.8231,704.0717,70.4817,0.646885788
0.4722,446.8231,704.0717,83.0101,0.55642127
0.4722,446.8231,704.0717,97.452,0.572999674
0.4722,446.8231,704.0717,104.1585,0.637859268
0.4722,446.8231,704.0717,107.597,0.652933126
0.4722,446.8231,704.0717,154.9268,0.801296899
0.4722,446.8231,704.0717,160.9761,0.808514588
0.4722,446.8231,704.0717,194.0026,0.737451377
0.4722,446.8231,704.0717,199.4684,0.716392759
0.4722,446.8231,704.0717,199.9801,0.714450672
0.4722,446.8231,709.8536,70.4817,0.628863628
0.4722,446.8231,709.8536,83.0101,0.546595619
0.4722,446.8231,709.8536,97.452,0.572671536
0.4722,446.8231,709.8536,104.1585,0.636683248
0.4722,446.8231,709.8536,107.597,0.652584215
0.4722,446.8231,709.8536,154.9268,0.809229835
0.4722,446.8231,709.8536,160.9761,0.812650157
0.4722,446.8231,709.8536,194.0026,0.719892888
0.4722,446.8231,709.8536,199.4684,0.697794817
0.4722,446.8231,709.8536,199.9801,0.695806665
0.4722,446.8231,712.8955,70.4817,0.620242452
0.4722,446.8231,712.8955,83.0101,0.542509308
0.4722,446.8231,712.8955,97.452,0.573331142
0.4722,446.8231,712.8955,104.1585,0.636711862
0.4722,446.8231,712.8955,107.597,0.653075236
0.4722,446.8231,712.8955,154.9268,0.811968215
0.4722,446.8231,712.8955,160.9761,0.813101046
0.4722,446.8231,712.8955,194.0026,0.710188747
0.4722,446.8231,712.8955,199.4684,0.687909849
0.4722,446.8231,712.8955,199.9801,0.685909685
0.4722,446.8231,721.9523,70.4817,0.598734019
0.4722,446.8231,721.9523,83.0101,0.534872501
0.4722,446.8231,721.9523,97.452,0.577755183
0.4722,446.8231,721.9523,104.1585,0.638819495
0.4722,446.8231,721.9523,107.597,0.656560428
0.4722,446.8231,721.9523,154.9268,0.813420503
0.4722,446.8231,721.9523,160.9761,0.807354383
0.4722,446.8231,721.9523,194.0026,0.680826121
0.4722,446.8231,721.9523,199.4684,0.65934089
0.4722,446.8231,721.9523,199.9801,0.657485303
0.4722,446.8231,752.8339,70.4817,0.575864374
0.4722,446.8231,752.8339,83.0101,0.552900728
0.4722,446.8231,752.8339,97.452,0.595156517
0.4722,446.8231,752.8339,104.1585,0.651401828
0.4722,446.8231,752.8339,107.597,0.672136761
0.4722,446.8231,752.8339,154.9268,0.752594963
0.4722,446.8231,752.8339,160.9761,0.729930161
0.4722,446.8231,752.8339,194.0026,0.605014468
0.4722,446.8231,752.8339,199.4684,0.59417831
0.4722,446.8231,752.8339,199.9801,0.593373632
0.4722,446.8231,768.0343,70.4817,0.584715549
0.4722,446.8231,768.0343,83.0101,0.57446909
0.4722,446.8231,768.0343,97.452,0.59541796
0.4722,446.8231,768.0343,104.1585,0.647126655
0.4722,446.8231,768.0343,107.597,0.666804004
0.4722,446.8231,768.0343,154.9268,0.705708001
0.4722,446.8231,768.0343,160.9761,0.683677711
0.4722,446.8231,768.0343,194.0026,0.58887114
0.4722,446.8231,768.0343,199.4684,0.583324832
0.4722,446.8231,768.0343,199.9801,0.582979418
0.4722,446.8231,768.0701,70.4817,0.584739356
0.4722,446.8231,768.0701,83.0101,0.574511291
0.4722,446.8231,768.0701,97.452,0.595415877
0.4722,446.8231,768.0701,104.1585,0.647089364
0.4722,446.8231,768.0701,107.597,0.666778334
0.4722,446.8231,768.0701,154.9268,0.705599495
0.4722,446.8231,768.0701,160.9761,0.683580223
0.4722,446.8231,768.0701,194.0026,0.58884791
0.4722,446.8231,768.0701,199.4684,0.58330672
0.4722,446.8231,768.0701,199.9801,0.582960162
0.4722,446.8231,770.0427,70.4817,0.586239872
0.4722,446.8231,770.0427,83.0101,0.577638855
0.4722,446.8231,770.0427,97.452,0.594543374
0.4722,446.8231,770.0427,104.1585,0.645410047
0.4722,446.8231,770.0427,107.597,0.664875229
0.4722,446.8231,770.0427,154.9268,0.699723224
0.4722,446.8231,770.0427,160.9761,0.678128005
0.4722,446.8231,770.0427,194.0026,0.587611465
0.4722,446.8231,770.0427,199.4684,0.582590022
0.4722,446.8231,770.0427,199.9801,0.582291894
0.4722,446.8231,782.7278,70.4817,0.596253335
0.4722,446.8231,782.7278,83.0101,0.60004941
0.4722,446.8231,782.7278,97.452,0.581660105
0.4722,446.8231,782.7278,104.1585,0.627181537
0.4722,446.8231,782.7278,107.597,0.64533159
0.4722,446.8231,782.7278,154.9268,0.665384045
0.4722,446.8231,782.7278,160.9761,0.647729628
0.4722,446.8231,782.7278,194.0026,0.582086976
0.4722,446.8231,782.7278,199.4684,0.57921097
0.4722,446.8231,782.7278,199.9801,0.579063491
0.4722,446.8231,788.0052,70.4817,0.600471671
0.4722,446.8231,788.0052,83.0101,0.610478331
0.4722,446.8231,788.0052,97.452,0.572005748
0.4722,446.8231,788.0052,104.1585,0.615817393
0.4722,446.8231,788.0052,107.597,0.633737375
0.4722,446.8231,788.0052,154.9268,0.653274562
0.4722,446.8231,788.0052,160.9761,0.637549533
0.4722,446.8231,788.0052,194.0026,0.580131961
0.4722,446.8231,788.0052,199.4684,0.577509246
0.4722,446.8231,788.0052,199.9801,0.577365992
0.4722,446.8231,791.1283,70.4817,0.603064039
0.4722,446.8231,791.1283,83.0101,0.616788106
0.4722,446.8231,791.1283,97.452,0.565133317
0.4722,446.8231,791.1283,104.1585,0.608231034
0.4722,446.8231,791.1283,107.597,0.626163345
0.4722,446.8231,791.1283,154.9268,0.646768644
0.4722,446.8231,791.1283,160.9761,0.632220464
0.4722,446.8231,791.1283,194.0026,0.578817471
0.4722,446.8231,791.1283,199.4684,0.576185378
0.4722,446.8231,791.1283,199.9801,0.576027749
0.4722,446.8231,798.9367,70.4817,0.609905467
0.4722,446.8231,798.9367,83.0101,0.632066121
0.4722,446.8231,798.9367,97.452,0.544252387
0.4722,446.8231,798.9367,104.1585,0.586957662
0.4722,446.8231,798.9367,107.597,0.605370081
0.4722,446.8231,798.9367,154.9268,0.632582501
0.4722,446.8231,798.9367,160.9761,0.620756698
0.4722,446.8231,798.9367,194.0026,0.574364548
0.4722,446.8231,798.9367,199.4684,0.571361996
0.4722,446.8231,798.9367,199.9801,0.571165071
0.4722,446.8231,799.9602,70.4817,0.610831354
0.4722,446.8231,799.9602,83.0101,0.633896661
0.4722,446.8231,799.9602,97.452,0.541162466
0.4722,446.8231,799.9602,104.1585,0.583976616
0.4722,446.8231,799.9602,107.597,0.60250796
0.4722,446.8231,799.9602,154.9268,0.630894963
0.4722,446.8231,799.9602,160.9761,0.619414447
0.4722,446.8231,799.9602,194.0026,0.57363382
0.4722,446.8231,799.9602,199.4684,0.570545507
0.4722,446.8231,799.9602,199.9801,0.57033784
0.4722,448.512,540.9634,70.4817,0.53172655
0.4722,448.512,540.9634,83.0101,0.428268015
0.4722,448.512,540.9634,97.452,0.628473194
0.4722,448.512,540.9634,104.1585,0.634726923
0.4722,448.512,540.9634,107.597,0.637899158
0.4722,448.512,540.9634,154.9268,0.777857264
0.4722,448.512,540.9634,160.9761,0.786121379
0.4722,448.512,540.9634,194.0026,0.69533268
0.4722,448.512,540.9634,199.4684,0.668968998
0.4722,448.512,540.9634,199.9801,0.666530202
0.4722,448.512,566.0202,70.4817,0.496515203
0.4722,448.512,566.0202,83.0101,0.392811263
0.4722,448.512,566.0202,97.452,0.643871118
0.4722,448.512,566.0202,104.1585,0.67290368
0.4722,448.512,566.0202,107.597,0.687953014
0.4722,448.512,566.0202,154.9268,0.841264552
0.4722,448.512,566.0202,160.9761,0.819762963
0.4722,448.512,566.0202,194.0026,0.630185477
0.4722,448.512,566.0202,199.4684,0.605976926
0.4722,448.512,566.0202,199.9801,0.603943458
0.4722,448.512,568.305,70.4817,0.495460604
0.4722,448.512,568.305,83.0101,0.39376963
0.4722,448.512,568.305,97.452,0.648557009
0.4722,448.512,568.305,104.1585,0.679635541
0.4722,448.512,568.305,107.597,0.695658786
0.4722,448.512,568.305,154.9268,0.84138671
0.4722,448.512,568.305,160.9761,0.817026794
0.4722,448.512,568.305,194.0026,0.624725446
0.4722,448.512,568.305,199.4684,0.601488536
0.4722,448.512,568.305,199.9801,0.599552969
0.4722,448.512,574.1881,70.4817,0.494874634
0.4722,448.512,574.1881,83.0101,0.399980548
0.4722,448.512,574.1881,97.452,0.662771612
0.4722,448.512,574.1881,104.1585,0.69892681
0.4722,448.512,574.1881,107.597,0.717265696
0.4722,448.512,574.1881,154.9268,0.837128162
0.4722,448.512,574.1881,160.9761,0.806280407
0.4722,448.512,574.1881,194.0026,0.612211135
0.4722,448.512,574.1881,199.4684,0.591779704
0.4722,448.512,574.1881,199.9801,0.590126034
0.4722,448.512,591.8038,70.4817,0.513153852
0.4722,448.512,591.8038,83.0101,0.44942189
0.4722,448.512,591.8038,97.452,0.71851738
0.4722,448.512,591.8038,104.1585,0.766321863
0.4722,448.512,591.8038,107.597,0.788426523
0.4722,448.512,591.8038,154.9268,0.794359084
0.4722,448.512,591.8038,160.9761,0.75452412
0.4722,448.512,591.8038,194.0026,0.591760066
0.4722,448.512,591.8038,199.4684,0.581360651
0.4722,448.512,591.8038,199.9801,0.58065415
0.4722,448.512,594.9041,70.4817,0.519706038
0.4722,448.512,594.9041,83.0101,0.461733904
0.4722,448.512,594.9041,97.452,0.729161099
0.4722,448.512,594.9041,104.1585,0.778063965
0.4722,448.512,594.9041,107.597,0.800131771
0.4722,448.512,594.9041,154.9268,0.784234786
0.4722,448.512,594.9041,160.9761,0.74447942
0.4722,448.512,594.9041,194.0026,0.591206294
0.4722,448.512,594.9041,199.4684,0.582665959
0.4722,448.512,594.9041,199.9801,0.582133068
0.4722,448.512,596.1558,70.4817,0.522636479
