f,d,h1,h2,T(1)
0.6,412.2113,540.9634,104.1585,0.760523351
0.6,412.2113,540.9634,107.597,0.763048785
0.6,412.2113,540.9634,154.9268,0.741356295
0.6,412.2113,540.9634,160.9761,0.737919717
0.6,412.2113,540.9634,194.0026,0.733646381
0.6,412.2113,540.9634,199.4684,0.732946045
0.6,412.2113,540.9634,199.9801,0.732867342
0.6,412.2113,566.0202,70.4817,0.663886704
0.6,412.2113,566.0202,83.0101,0.662264003
0.6,412.2113,566.0202,97.452,0.681490161
0.6,412.2113,566.0202,104.1585,0.69594996
0.6,412.2113,566.0202,107.597,0.704202606
0.6,412.2113,566.0202,154.9268,0.791142418
0.6,412.2113,566.0202,160.9761,0.788611104
0.6,412.2113,566.0202,194.0026,0.709352794
0.6,412.2113,566.0202,199.4684,0.694509062
0.6,412.2113,566.0202,199.9801,0.693227894
0.6,412.2113,568.305,70.4817,0.656644441
0.6,412.2113,568.305,83.0101,0.655723027
0.6,412.2113,568.305,97.452,0.676636432
0.6,412.2113,568.305,104.1585,0.69220653
0.6,412.2113,568.305,107.597,0.701099246
0.6,412.2113,568.305,154.9268,0.794976069
0.6,412.2113,568.305,160.9761,0.791410269
0.6,412.2113,568.305,194.0026,0.70378909
0.6,412.2113,568.305,199.4684,0.688308488
0.6,412.2113,568.305,199.9801,0.687003011
0.6,412.2113,574.1881,70.4817,0.638638406
0.6,412.2113,574.1881,83.0101,0.640209253
0.6,412.2113,574.1881,97.452,0.665773577
0.6,412.2113,574.1881,104.1585,0.684253669
0.6,412.2113,574.1881,107.597,0.694827298
0.6,412.2113,574.1881,154.9268,0.802911142
0.6,412.2113,574.1881,160.9761,0.795922395
0.6,412.2113,574.1881,194.0026,0.687977805
0.6,412.2113,574.1881,199.4684,0.671441044
0.6,412.2113,574.1881,199.9801,0.670036928
0.6,412.2113,591.8038,70.4817,0.59344238
0.6,412.2113,591.8038,83.0101,0.605666395
0.6,412.2113,591.8038,97.452,0.646878057
0.6,412.2113,591.8038,104.1585,0.674069951
0.6,412.2113,591.8038,107.597,0.689438439
0.6,412.2113,591.8038,154.9268,0.802420787
0.6,412.2113,591.8038,160.9761,0.782066312
0.6,412.2113,591.8038,194.0026,0.635371942
0.6,412.2113,591.8038,199.4684,0.619628138
0.6,412.2113,591.8038,199.9801,0.618361432
0.6,412.2113,594.9041,70.4817,0.587191286
0.6,412.2113,594.9041,83.0101,0.601488648
0.6,412.2113,594.9041,97.452,0.645485098
0.6,412.2113,594.9041,104.1585,0.674060051
0.6,412.2113,594.9041,107.597,0.690144423
0.6,412.2113,594.9041,154.9268,0.798041713
0.6,412.2113,594.9041,160.9761,0.775532718
0.6,412.2113,594.9041,194.0026,0.626298034
0.6,412.2113,594.9041,199.4684,0.611115982
0.6,412.2113,594.9041,199.9801,0.609917584
0.6,412.2113,596.1558,70.4817,0.584803183
0.6,412.2113,596.1558,83.0101,0.599977509
0.6,412.2113,596.1558,97.452,0.645068761
0.6,412.2113,596.1558,104.1585,0.674184071
0.6,412.2113,596.1558,107.597,0.690517232
0.6,412.2113,596.1558,154.9268,0.795929155
0.6,412.2113,596.1558,160.9761,0.772586438
0.6,412.2113,596.1558,194.0026,0.622699153
0.6,412.2113,596.1558,199.4684,0.60777302
0.6,412.2113,596.1558,199.9801,0.60659028
0.6,412.2113,608.3169,70.4817,0.566210124
0.6,412.2113,608.3169,83.0101,0.589528362
0.6,412.2113,608.3169,97.452,0.644263663
0.6,412.2113,608.3169,104.1585,0.677479618
0.6,412.2113,608.3169,107.597,0.695554668
0.6,412.2113,608.3169,154.9268,0.76609813
0.6,412.2113,608.3169,160.9761,0.737126072
0.6,412.2113,608.3169,194.0026,0.59031261
0.6,412.2113,608.3169,199.4684,0.578451435
0.6,412.2113,608.3169,199.9801,0.577570479
0.6,412.2113,609.9244,70.4817,0.564345423
0.6,412.2113,609.9244,83.0101,0.588709339
0.6,412.2113,609.9244,97.452,0.644471973
0.6,412.2113,609.9244,104.1585,0.678011952
0.6,412.2113,609.9244,107.597,0.696181609
0.6,412.2113,609.9244,154.9268,0.76113212
0.6,412.2113,609.9244,160.9761,0.731765808
0.6,412.2113,609.9244,194.0026,0.586456521
0.6,412.2113,609.9244,199.4684,0.575024718
0.6,412.2113,609.9244,199.9801,0.574196212
0.6,412.2113,615.194,70.4817,0.55905427
0.6,412.2113,615.194,83.0101,0.586652821
0.6,412.2113,615.194,97.452,0.645291337
0.6,412.2113,615.194,104.1585,0.6794323
0.6,412.2113,615.194,107.597,0.69766135
0.6,412.2113,615.194,154.9268,0.74371775
0.6,412.2113,615.194,160.9761,0.71356612
0.6,412.2113,615.194,194.0026,0.574596678
0.6,412.2113,615.194,199.4684,0.564674654
0.6,412.2113,615.194,199.9801,0.564003908
0.6,412.2113,660.2346,70.4817,0.533364448
0.6,412.2113,660.2346,83.0101,0.553920735
0.6,412.2113,660.2346,97.452,0.584651318
0.6,412.2113,660.2346,104.1585,0.600304479
0.6,412.2113,660.2346,107.597,0.608256834
0.6,412.2113,660.2346,154.9268,0.594963104
0.6,412.2113,660.2346,160.9761,0.577460903
0.6,412.2113,660.2346,194.0026,0.516602078
0.6,412.2113,660.2346,199.4684,0.515067717
0.6,412.2113,660.2346,199.9801,0.515040182
0.6,412.2113,662.768,70.4817,0.529655436
0.6,412.2113,662.768,83.0101,0.547530823
0.6,412.2113,662.768,97.452,0.575431097
0.6,412.2113,662.768,104.1585,0.590284279
0.6,412.2113,662.768,107.597,0.597992559
0.6,412.2113,662.768,154.9268,0.588819682
0.6,412.2113,662.768,160.9761,0.572275971
0.6,412.2113,662.768,194.0026,0.51428095
0.6,412.2113,662.768,199.4684,0.512517839
0.6,412.2113,662.768,199.9801,0.512453641
0.6,412.2113,668.5187,70.4817,0.518869594
0.6,412.2113,668.5187,83.0101,0.530564068
0.6,412.2113,668.5187,97.452,0.553111391
0.6,412.2113,668.5187,104.1585,0.566876845
0.6,412.2113,668.5187,107.597,0.574362421
0.6,412.2113,668.5187,154.9268,0.576014253
0.6,412.2113,668.5187,160.9761,0.561536343
0.6,412.2113,668.5187,194.0026,0.50831489
0.6,412.2113,668.5187,199.4684,0.505631278
0.6,412.2113,668.5187,199.9801,0.505455422
0.6,412.2113,684.3943,70.4817,0.471782859
0.6,412.2113,684.3943,83.0101,0.470974443
0.6,412.2113,684.3943,97.452,0.489015823
0.6,412.2113,684.3943,104.1585,0.503941876
0.6,412.2113,684.3943,107.597,0.512686496
0.6,412.2113,684.3943,154.9268,0.547642161
0.6,412.2113,684.3943,160.9761,0.537503248
0.6,412.2113,684.3943,194.0026,0.482716337
0.6,412.2113,684.3943,199.4684,0.474967847
0.6,412.2113,684.3943,199.9801,0.474271685
0.6,412.2113,689.3509,70.4817,0.453081376
0.6,412.2113,689.3509,83.0101,0.450922603
0.6,412.2113,689.3509,97.452,0.470347714
0.6,412.2113,689.3509,104.1585,0.486563182
0.6,412.2113,689.3509,107.597,0.495929971
0.6,412.2113,689.3509,154.9268,0.540286077
0.6,412.2113,689.3509,160.9761,0.530907063
0.6,412.2113,689.3509,194.0026,0.470935517
0.6,412.2113,689.3509,199.4684,0.461299057
0.6,412.2113,689.3509,199.9801,0.460431722
0.6,412.2113,692.6676,70.4817,0.440056094
0.6,412.2113,692.6676,83.0101,0.437799141
0.6,412.2113,692.6676,97.452,0.458681103
0.6,412.2113,692.6676,104.1585,0.475748458
0.6,412.2113,692.6676,107.597,0.485568533
0.6,412.2113,692.6676,154.9268,0.535605605
0.6,412.2113,692.6676,160.9761,0.526537737
0.6,412.2113,692.6676,194.0026,0.461987328
0.6,412.2113,692.6676,199.4684,0.451211804
0.6,412.2113,692.6676,199.9801,0.450244983
0.6,412.2113,701.542,70.4817,0.404912563
0.6,412.2113,701.542,83.0101,0.404906385
0.6,412.2113,701.542,97.452,0.43089296
0.6,412.2113,701.542,104.1585,0.45038137
0.6,412.2113,701.542,107.597,0.461368562
0.6,412.2113,701.542,154.9268,0.523257834
0.6,412.2113,701.542,160.9761,0.513997954
0.6,412.2113,701.542,194.0026,0.434475673
0.6,412.2113,701.542,199.4684,0.421471736
0.6,412.2113,701.542,199.9801,0.420352326
0.6,412.2113,704.0717,70.4817,0.395181716
0.6,412.2113,704.0717,83.0101,0.396305067
0.6,412.2113,704.0717,97.452,0.423934739
0.6,412.2113,704.0717,104.1585,0.44409269
0.6,412.2113,704.0717,107.597,0.455356901
0.6,412.2113,704.0717,154.9268,0.519607079
0.6,412.2113,704.0717,160.9761,0.510022688
0.6,412.2113,704.0717,194.0026,0.42590068
0.6,412.2113,704.0717,199.4684,0.412569916
0.6,412.2113,704.0717,199.9801,0.411402469
0.6,412.2113,709.8536,70.4817,0.374022714
0.6,412.2113,709.8536,83.0101,0.378328623
0.6,412.2113,709.8536,97.452,0.409642009
0.6,412.2113,709.8536,104.1585,0.431204314
0.6,412.2113,709.8536,107.597,0.443077413
0.6,412.2113,709.8536,154.9268,0.510671179
0.6,412.2113,709.8536,160.9761,0.49985275
0.6,412.2113,709.8536,194.0026,0.405595067
0.6,412.2113,709.8536,199.4684,0.392040107
0.6,412.2113,709.8536,199.9801,0.390907014
0.6,412.2113,712.8955,70.4817,0.363623765
0.6,412.2113,712.8955,83.0101,0.369782857
0.6,412.2113,712.8955,97.452,0.40298554
0.6,412.2113,712.8955,104.1585,0.425182226
0.6,412.2113,712.8955,107.597,0.437333539
0.6,412.2113,712.8955,154.9268,0.505483595
0.6,412.2113,712.8955,160.9761,0.493791309
0.6,412.2113,712.8955,194.0026,0.394755676
0.6,412.2113,712.8955,199.4684,0.381370724
0.6,412.2113,712.8955,199.9801,0.380270412
0.6,412.2113,721.9523,70.4817,0.336145231
0.6,412.2113,721.9523,83.0101,0.348123893
0.6,412.2113,721.9523,97.452,0.386256502
0.6,412.2113,721.9523,104.1585,0.409975391
0.6,412.2113,721.9523,107.597,0.422765301
0.6,412.2113,721.9523,154.9268,0.487178547
0.6,412.2113,721.9523,160.9761,0.4721262
0.6,412.2113,721.9523,194.0026,0.363083292
0.6,412.2113,721.9523,199.4684,0.351247774
0.6,412.2113,721.9523,199.9801,0.350326906
0.6,412.2113,752.8339,70.4817,0.283297404
0.6,412.2113,752.8339,83.0101,0.308673294
0.6,412.2113,752.8339,97.452,0.353693445
0.6,412.2113,752.8339,104.1585,0.37734609
0.6,412.2113,752.8339,107.597,0.389315168
0.6,412.2113,752.8339,154.9268,0.388503754
0.6,412.2113,752.8339,160.9761,0.366362149
0.6,412.2113,752.8339,194.0026,0.284075643
0.6,412.2113,752.8339,199.4684,0.281415125
0.6,412.2113,752.8339,199.9801,0.281346026
0.6,412.2113,768.0343,70.4817,0.272565989
0.6,412.2113,768.0343,83.0101,0.299078177
0.6,412.2113,768.0343,97.452,0.340138802
0.6,412.2113,768.0343,104.1585,0.359687284
0.6,412.2113,768.0343,107.597,0.368890407
0.6,412.2113,768.0343,154.9268,0.332708822
0.6,412.2113,768.0343,160.9761,0.31478249
0.6,412.2113,768.0343,194.0026,0.26288179
0.6,412.2113,768.0343,199.4684,0.263436832
0.6,412.2113,768.0343,199.9801,0.263614994
0.6,412.2113,768.0701,70.4817,0.272523717
0.6,412.2113,768.0701,83.0101,0.299053247
0.6,412.2113,768.0701,97.452,0.340092652
0.6,412.2113,768.0701,104.1585,0.359631485
0.6,412.2113,768.0701,107.597,0.368838885
0.6,412.2113,768.0701,154.9268,0.332594324
0.6,412.2113,768.0701,160.9761,0.314658775
0.6,412.2113,768.0701,194.0026,0.262814194
0.6,412.2113,768.0701,199.4684,0.263397127
0.6,412.2113,768.0701,199.9801,0.263567512
0.6,412.2113,770.0427,70.4817,0.271455901
0.6,412.2113,770.0427,83.0101,0.297826796
0.6,412.2113,770.0427,97.452,0.337886295
0.6,412.2113,770.0427,104.1585,0.356649719
0.6,412.2113,770.0427,107.597,0.365351583
0.6,412.2113,770.0427,154.9268,0.32590054
0.6,412.2113,770.0427,160.9761,0.308785404
0.6,412.2113,770.0427,194.0026,0.260695088
0.6,412.2113,770.0427,199.4684,0.261570457
0.6,412.2113,770.0427,199.9801,0.261767146
0.6,412.2113,782.7278,70.4817,0.264709661
0.6,412.2113,782.7278,83.0101,0.288015744
0.6,412.2113,782.7278,97.452,0.319052821
0.6,412.2113,782.7278,104.1585,0.331523042
0.6,412.2113,782.7278,107.597,0.33652714
0.6,412.2113,782.7278,154.9268,0.287504024
0.6,412.2113,782.7278,160.9761,0.275934788
0.6,412.2113,782.7278,194.0026,0.248978872
0.6,412.2113,782.7278,199.4684,0.251114785
0.6,412.2113,782.7278,199.9801,0.251409631
0.6,412.2113,788.0052,70.4817,0.261243137
0.6,412.2113,788.0052,83.0101,0.282256927
0.6,412.2113,788.0052,97.452,0.308104741
0.6,412.2113,788.0052,104.1585,0.317515121
0.6,412.2113,788.0052,107.597,0.321036143
0.6,412.2113,788.0052,154.9268,0.273949333
0.6,412.2113,788.0052,160.9761,0.264636027
0.6,412.2113,788.0052,194.0026,0.244650963
0.6,412.2113,788.0052,199.4684,0.24694095
0.6,412.2113,788.0052,199.9801,0.247224508
0.6,412.2113,791.1283,70.4817,0.25893284
0.6,412.2113,791.1283,83.0101,0.278220781
0.6,412.2113,791.1283,97.452,0.300736776
0.6,412.2113,791.1283,104.1585,0.308356398
0.6,412.2113,791.1283,107.597,0.311059059
0.6,412.2113,791.1283,154.9268,0.266674191
0.6,412.2113,791.1283,160.9761,0.258610009
0.6,412.2113,791.1283,194.0026,0.242145198
0.6,412.2113,791.1283,199.4684,0.244462708
0.6,412.2113,791.1283,199.9801,0.244749095
0.6,412.2113,798.9367,70.4817,0.251614032
0.6,412.2113,798.9367,83.0101,0.265567053
0.6,412.2113,798.9367,97.452,0.279274201
0.6,412.2113,798.9367,104.1585,0.282847584
0.6,412.2113,798.9367,107.597,0.283756944
0.6,412.2113,798.9367,154.9268,0.250505337
0.6,412.2113,798.9367,160.9761,0.24528563
0.6,412.2113,798.9367,194.0026,0.235724721
0.6,412.2113,798.9367,199.4684,0.237725383
0.6,412.2113,798.9367,199.9801,0.23796845
0.6,412.2113,799.9602,70.4817,0.250454216
0.6,412.2113,799.9602,83.0101,0.263601358
0.6,412.2113,799.9602,97.452,0.276168116
0.6,412.2113,799.9602,104.1585,0.279285793
0.6,412.2113,799.9602,107.597,0.280017393
0.6,412.2113,799.9602,154.9268,0.248583384
0.6,412.2113,799.9602,160.9761,0.243719405
0.6,412.2113,799.9602,194.0026,0.234831731
0.6,412.2113,799.9602,199.4684,0.23676767
0.6,412.2113,799.9602,199.9801,0.236992414
0.6,413.283,540.9634,70.4817,0.736448841
0.6,413.283,540.9634,83.0101,0.741597774
0.6,413.283,540.9634,97.452,0.753808273
0.6,413.283,540.9634,104.1585,0.759761182
0.6,413.283,540.9634,107.597,0.762320594
0.6,413.283,540.9634,154.9268,0.741813185
0.6,413.283,540.9634,160.9761,0.738426591
0.6,413.283,540.9634,194.0026,0.732987822
0.6,413.283,540.9634,199.4684,0.732047129
0.6,413.283,540.9634,199.9801,0.731943919
0.6,413.283,566.0202,70.4817,0.663519349
0.6,413.283,566.0202,83.0101,0.662037783
0.6,413.283,566.0202,97.452,0.681352359
0.6,413.283,566.0202,104.1585,0.695838203
0.6,413.283,566.0202,107.597,0.704130327
0.6,413.283,566.0202,154.9268,0.791318345
0.6,413.283,566.0202,160.9761,0.788612441
0.6,413.283,566.0202,194.0026,0.708804222
0.6,413.283,566.0202,199.4684,0.694071905
0.6,413.283,566.0202,199.9801,0.69280975
0.6,413.283,568.305,70.4817,0.656337954
0.6,413.283,568.305,83.0101,0.655555946
0.6,413.283,568.305,97.452,0.676545535
0.6,413.283,568.305,104.1585,0.692143893
0.6,413.283,568.305,107.597,0.701066273
0.6,413.283,568.305,154.9268,0.795108791
0.6,413.283,568.305,160.9761,0.791352993
0.6,413.283,568.305,194.0026,0.70331565
0.6,413.283,568.305,199.4684,0.687979301
0.6,413.283,568.305,199.9801,0.686667194
0.6,413.283,574.1881,70.4817,0.638477663
0.6,413.283,574.1881,83.0101,0.640180971
0.6,413.283,574.1881,97.452,0.665800404
0.6,413.283,574.1881,104.1585,0.684322903
0.6,413.283,574.1881,107.597,0.694924973
0.6,413.283,574.1881,154.9268,0.802876258
0.6,413.283,574.1881,160.9761,0.795714731
0.6,413.283,574.1881,194.0026,0.687774556
0.6,413.283,574.1881,199.4684,0.671385408
0.6,413.283,574.1881,199.9801,0.670013801
0.6,413.283,591.8038,70.4817,0.593681145
0.6,413.283,591.8038,83.0101,0.605986452
0.6,413.283,591.8038,97.452,0.647241605
0.6,413.283,591.8038,104.1585,0.674429759
0.6,413.283,591.8038,107.597,0.689801497
0.6,413.283,591.8038,154.9268,0.802095183
0.6,413.283,591.8038,160.9761,0.781731627
0.6,413.283,591.8038,194.0026,0.635813224
0.6,413.283,591.8038,199.4684,0.620221184
0.6,413.283,591.8038,199.9801,0.618978312
0.6,413.283,594.9041,70.4817,0.587486858
0.6,413.283,594.9041,83.0101,0.601877402
0.6,413.283,594.9041,97.452,0.645895324
0.6,413.283,594.9041,104.1585,0.674459041
0.6,413.283,594.9041,107.597,0.690527325
0.6,413.283,594.9041,154.9268,0.797714049
0.6,413.283,594.9041,160.9761,0.775215506
0.6,413.283,594.9041,194.0026,0.626826636
0.6,413.283,594.9041,199.4684,0.611804701
0.6,413.283,594.9041,199.9801,0.610611013
0.6,413.283,596.1558,70.4817,0.585128433
0.6,413.283,596.1558,83.0101,0.600372694
0.6,413.283,596.1558,97.452,0.645477705
0.6,413.283,596.1558,104.1585,0.674592299
0.6,413.283,596.1558,107.597,0.690908291
0.6,413.283,596.1558,154.9268,0.795618313
0.6,413.283,596.1558,160.9761,0.772279832
0.6,413.283,596.1558,194.0026,0.623245593
0.6,413.283,596.1558,199.4684,0.608458257
0.6,413.283,596.1558,199.9801,0.607308109
0.6,413.283,608.3169,70.4817,0.566704408
0.6,413.283,608.3169,83.0101,0.590074781
0.6,413.283,608.3169,97.452,0.644741482
0.6,413.283,608.3169,104.1585,0.677895431
0.6,413.283,608.3169,107.597,0.695913099
0.6,413.283,608.3169,154.9268,0.765827229
0.6,413.283,608.3169,160.9761,0.737014455
0.6,413.283,608.3169,194.0026,0.591040917
0.6,413.283,608.3169,199.4684,0.579276887
0.6,413.283,608.3169,199.9801,0.57839932
0.6,413.283,609.9244,70.4817,0.564845155
0.6,413.283,609.9244,83.0101,0.58924503
0.6,413.283,609.9244,97.452,0.644950865
0.6,413.283,609.9244,104.1585,0.678416961
0.6,413.283,609.9244,107.597,0.696521486
0.6,413.283,609.9244,154.9268,0.760891637
0.6,413.283,609.9244,160.9761,0.731678784
0.6,413.283,609.9244,194.0026,0.587206229
0.6,413.283,609.9244,199.4684,0.575869289
0.6,413.283,609.9244,199.9801,0.575045801
0.6,413.283,615.194,70.4817,0.559617074
0.6,413.283,615.194,83.0101,0.587215392
0.6,413.283,615.194,97.452,0.645748022
0.6,413.283,615.194,104.1585,0.679773593
0.6,413.283,615.194,107.597,0.697923847
0.6,413.283,615.194,154.9268,0.743525337
0.6,413.283,615.194,160.9761,0.713597281
0.6,413.283,615.194,194.0026,0.575376078
0.6,413.283,615.194,199.4684,0.565517178
0.6,413.283,615.194,199.9801,0.564827773
0.6,413.283,660.2346,70.4817,0.533293111
0.6,413.283,660.2346,83.0101,0.553530163
0.6,413.283,660.2346,97.452,0.584173995
0.6,413.283,660.2346,104.1585,0.599884483
0.6,413.283,660.2346,107.597,0.607889713
0.6,413.283,660.2346,154.9268,0.595157243
0.6,413.283,660.2346,160.9761,0.577703301
0.6,413.283,660.2346,194.0026,0.516409542
0.6,413.283,660.2346,199.4684,0.514625778
0.6,413.283,660.2346,199.9801,0.514553452
0.6,413.283,662.768,70.4817,0.529475908
0.6,413.283,662.768,83.0101,0.547092876
0.6,413.283,662.768,97.452,0.574965176
0.6,413.283,662.768,104.1585,0.589912358
0.6,413.283,662.768,107.597,0.597683971
0.6,413.283,662.768,154.9268,0.589021628
0.6,413.283,662.768,160.9761,0.572505321
0.6,413.283,662.768,194.0026,0.513959227
0.6,413.283,662.768,199.4684,0.511912764
0.6,413.283,662.768,199.9801,0.511825451
0.6,413.283,668.5187,70.4817,0.518492541
0.6,413.283,668.5187,83.0101,0.530024696
0.6,413.283,668.5187,97.452,0.552722249
0.6,413.283,668.5187,104.1585,0.566632792
0.6,413.283,668.5187,107.597,0.574196734
0.6,413.283,668.5187,154.9268,0.57620377
0.6,413.283,668.5187,160.9761,0.561732181
0.6,413.283,668.5187,194.0026,0.507699405
0.6,413.283,668.5187,199.4684,0.504672282
0.6,413.283,668.5187,199.9801,0.504467573
0.6,413.283,684.3943,70.4817,0.471138074
0.6,413.283,684.3943,83.0101,0.470606664
0.6,413.283,684.3943,97.452,0.489121851
0.6,413.283,684.3943,104.1585,0.504258569
0.6,413.283,684.3943,107.597,0.51303174
0.6,413.283,684.3943,154.9268,0.547772171
0.6,413.283,684.3943,160.9761,0.537563358
0.6,413.283,684.3943,194.0026,0.481307592
0.6,413.283,684.3943,199.4684,0.473229337
0.6,413.283,684.3943,199.9801,0.472498426
0.6,413.283,689.3509,70.4817,0.452464432
0.6,413.283,689.3509,83.0101,0.450744702
0.6,413.283,689.3509,97.452,0.4706679
0.6,413.283,689.3509,104.1585,0.486999601
0.6,413.283,689.3509,107.597,0.496412217
0.6,413.283,689.3509,154.9268,0.540376812
0.6,413.283,689.3509,160.9761,0.530897027
0.6,413.283,689.3509,194.0026,0.469356727
0.6,413.283,689.3509,199.4684,0.459468097
0.6,413.283,689.3509,199.9801,0.458570006
0.6,413.283,692.6676,70.4817,0.439513163
0.6,413.283,692.6676,83.0101,0.43773195
0.6,413.283,692.6676,97.452,0.459126026
0.6,413.283,692.6676,104.1585,0.476326192
0.6,413.283,692.6676,107.597,0.486177938
0.6,413.283,692.6676,154.9268,0.535679595
0.6,413.283,692.6676,160.9761,0.526448273
0.6,413.283,692.6676,194.0026,0.460375651
0.6,413.283,692.6676,199.4684,0.449418061
0.6,413.283,692.6676,199.9801,0.448435177
0.6,413.283,701.542,70.4817,0.404664165
0.6,413.283,701.542,83.0101,0.40521139
0.6,413.283,701.542,97.452,0.431637657
0.6,413.283,701.542,104.1585,0.451216647
0.6,413.283,701.542,107.597,0.462190514
0.6,413.283,701.542,154.9268,0.523214604
0.6,413.283,701.542,160.9761,0.513754448
0.6,413.283,701.542,194.0026,0.432990898
0.6,413.283,701.542,199.4684,0.420009704
0.6,413.283,701.542,199.9801,0.418876262
0.6,413.283,704.0717,70.4817,0.395055835
0.6,413.283,704.0717,83.0101,0.39671479
0.6,413.283,704.0717,97.452,0.424767042
0.6,413.283,704.0717,104.1585,0.445002074
0.6,413.283,704.0717,107.597,0.456291633
0.6,413.283,704.0717,154.9268,0.519536139
0.6,413.283,704.0717,160.9761,0.509724461
0.6,413.283,704.0717,194.0026,0.424499722
0.6,413.283,704.0717,199.4684,0.411248664
0.6,413.283,704.0717,199.9801,0.410122013
0.6,413.283,709.8536,70.4817,0.37413812
0.6,413.283,709.8536,83.0101,0.378976681
0.6,413.283,709.8536,97.452,0.410628289
0.6,413.283,709.8536,104.1585,0.43219544
0.6,413.283,709.8536,107.597,0.444071524
0.6,413.283,709.8536,154.9268,0.51049133
0.6,413.283,709.8536,160.9761,0.499440477
0.6,413.283,709.8536,194.0026,0.404525701
0.6,413.283,709.8536,199.4684,0.391174569
0.6,413.283,709.8536,199.9801,0.39007851
0.6,413.283,712.8955,70.4817,0.363900957
0.6,413.283,712.8955,83.0101,0.370562648
0.6,413.283,712.8955,97.452,0.404045509
0.6,413.283,712.8955,104.1585,0.426257893
0.6,413.283,712.8955,107.597,0.438378024
0.6,413.283,712.8955,154.9268,0.505254089
0.6,413.283,712.8955,160.9761,0.493316986
0.6,413.283,712.8955,194.0026,0.393897012
0.6,413.283,712.8955,199.4684,0.380782941
0.6,413.283,712.8955,199.9801,0.37971488
0.6,413.283,721.9523,70.4817,0.336841083
0.6,413.283,721.9523,83.0101,0.349220117
0.6,413.283,721.9523,97.452,0.387543221
0.6,413.283,721.9523,104.1585,0.411211567
0.6,413.283,721.9523,107.597,0.423952642
0.6,413.283,721.9523,154.9268,0.486844775
0.6,413.283,721.9523,160.9761,0.471551276
0.6,413.283,721.9523,194.0026,0.362996008
0.6,413.283,721.9523,199.4684,0.351531316
0.6,413.283,721.9523,199.9801,0.350669184
0.6,413.283,752.8339,70.4817,0.284810226
0.6,413.283,752.8339,83.0101,0.310266853
0.6,413.283,752.8339,97.452,0.355151334
0.6,413.283,752.8339,104.1585,0.378649184
0.6,413.283,752.8339,107.597,0.39052162
0.6,413.283,752.8339,154.9268,0.38850212
0.6,413.283,752.8339,160.9761,0.366553406
0.6,413.283,752.8339,194.0026,0.286023403
0.6,413.283,752.8339,199.4684,0.283674616
0.6,413.283,752.8339,199.9801,0.283631753
0.6,413.283,768.0343,70.4817,0.274146473
0.6,413.283,768.0343,83.0101,0.300627122
0.6,413.283,768.0343,97.452,0.341421974
0.6,413.283,768.0343,104.1585,0.360739272
0.6,413.283,768.0343,107.597,0.369826516
0.6,413.283,768.0343,154.9268,0.333265387
0.6,413.283,768.0343,160.9761,0.315599434
0.6,413.283,768.0343,194.0026,0.26501217
0.6,413.283,768.0343,199.4684,0.265765741
0.6,413.283,768.0343,199.9801,0.265981076
0.6,413.283,768.0701,70.4817,0.274118968
0.6,413.283,768.0701,83.0101,0.300601547
0.6,413.283,768.0701,97.452,0.341368461
0.6,413.283,768.0701,104.1585,0.360674406
0.6,413.283,768.0701,107.597,0.369745966
0.6,413.283,768.0701,154.9268,0.333129603
0.6,413.283,768.0701,160.9761,0.315486245
0.6,413.283,768.0701,194.0026,0.264969514
0.6,413.283,768.0701,199.4684,0.265722453
0.6,413.283,768.0701,199.9801,0.265919522
0.6,413.283,770.0427,70.4817,0.273042293
0.6,413.283,770.0427,83.0101,0.29933055
0.6,413.283,770.0427,97.452,0.339124608
0.6,413.283,770.0427,104.1585,0.357643047
0.6,413.283,770.0427,107.597,0.36622747
0.6,413.283,770.0427,154.9268,0.326503845
0.6,413.283,770.0427,160.9761,0.309655529
0.6,413.283,770.0427,194.0026,0.262820476
0.6,413.283,770.0427,199.4684,0.263877937
0.6,413.283,770.0427,199.9801,0.264089972
0.6,413.283,782.7278,70.4817,0.266151724
0.6,413.283,782.7278,83.0101,0.289308389
0.6,413.283,782.7278,97.452,0.319913773
0.6,413.283,782.7278,104.1585,0.332155884
0.6,413.283,782.7278,107.597,0.337031489
0.6,413.283,782.7278,154.9268,0.288453184
0.6,413.283,782.7278,160.9761,0.277094219
0.6,413.283,782.7278,194.0026,0.250867247
0.6,413.283,782.7278,199.4684,0.253063048
0.6,413.283,782.7278,199.9801,0.253353073
0.6,413.283,788.0052,70.4817,0.262602331
0.6,413.283,788.0052,83.0101,0.283384752
0.6,413.283,788.0052,97.452,0.308794188
0.6,413.283,788.0052,104.1585,0.317981529
0.6,413.283,788.0052,107.597,0.3214199
0.6,413.283,788.0052,154.9268,0.274985765
0.6,413.283,788.0052,160.9761,0.265846746
0.6,413.283,788.0052,194.0026,0.246375115
0.6,413.283,788.0052,199.4684,0.248668681
0.6,413.283,788.0052,199.9801,0.248962219
0.6,413.283,791.1283,70.4817,0.260223577
0.6,413.283,791.1283,83.0101,0.279236472
0.6,413.283,791.1283,97.452,0.301336866
0.6,413.283,791.1283,104.1585,0.308746198
0.6,413.283,791.1283,107.597,0.311341684
0.6,413.283,791.1283,154.9268,0.267740629
0.6,413.283,791.1283,160.9761,0.259844736
0.6,413.283,791.1283,194.0026,0.243748996
0.6,413.283,791.1283,199.4684,0.246073003
0.6,413.283,791.1283,199.9801,0.246331732
0.6,413.283,798.9367,70.4817,0.252658001
