lambda (nm),n,alpha (deg),f,TE
1600,2.2,38,0.36,0.538936168
1600,2.2,38,0.38,0.581241717
1600,2.2,38,0.4,0.628430474
1600,2.2,38,0.42,0.676639173
1600,2.2,38,0.44,0.724025162
1600,2.2,38,0.46,0.770642056
1600,2.2,38,0.48,0.817189451
1600,2.2,38,0.5,0.863571195
1600,2.2,40,0.3,0.483905376
1600,2.2,40,0.32,0.485282295
1600,2.2,40,0.34,0.503342145
1600,2.2,40,0.36,0.534997274
1600,2.2,40,0.38,0.575989154
1600,2.2,40,0.4,0.621730228
1600,2.2,40,0.42,0.668598379
1600,2.2,40,0.44,0.714989297
1600,2.2,40,0.46,0.761126843
1600,2.2,40,0.48,0.807753457
1600,2.2,40,0.5,0.854728204
1600,2.2,42,0.3,0.473444306
1600,2.2,42,0.32,0.47436258
1600,2.2,42,0.34,0.491529872
1600,2.2,42,0.36,0.521865981
1600,2.2,42,0.38,0.561199908
1600,2.2,42,0.4,0.605115987
1600,2.2,42,0.42,0.650234517
1600,2.2,42,0.44,0.695195009
1600,2.2,42,0.46,0.74041713
1600,2.2,42,0.48,0.786731931
1600,2.2,42,0.5,0.834015885
1600,2.2,44,0.3,0.455398544
1600,2.2,44,0.32,0.455841423
1600,2.2,44,0.34,0.471981965
1600,2.2,44,0.36,0.500790125
1600,2.2,44,0.38,0.53820917
1600,2.2,44,0.4,0.579997993
1600,2.2,44,0.42,0.623011679
1600,2.2,44,0.44,0.666133746
1600,2.2,44,0.46,0.71000074
1600,2.2,44,0.48,0.755577294
1600,2.2,44,0.5,0.802820344
1600,2.2,46,0.3,0.430959159
1600,2.2,46,0.32,0.430959869
1600,2.2,46,0.34,0.446008821
1600,2.2,46,0.36,0.473164781
1600,2.2,46,0.38,0.508505515
1600,2.2,46,0.4,0.547957356
1600,2.2,46,0.42,0.588590711
1600,2.2,46,0.44,0.6295225
1600,2.2,46,0.46,0.671616756
1600,2.2,46,0.48,0.716010401
1600,2.2,46,0.5,0.762800556
1600,2.2,48,0.3,0.401432125
1600,2.2,48,0.32,0.401056532
1600,2.2,48,0.34,0.4150016
1600,2.2,48,0.36,0.440452531
1600,2.2,48,0.38,0.473639563
1600,2.2,48,0.4,0.510642535
1600,2.2,48,0.42,0.548715266
1600,2.2,48,0.44,0.587183516
1600,2.2,48,0.46,0.6271351
1600,2.2,48,0.48,0.669906677
1600,2.2,48,0.5,0.715787225
1600,2.2,50,0.3,0.368189937
1600,2.2,50,0.32,0.367515636
1600,2.2,50,0.34,0.380374795
1600,2.2,50,0.36,0.404117426
1600,2.2,50,0.38,0.435146204
1600,2.2,50,0.4,0.469678384
1600,2.2,50,0.42,0.505108782
1600,2.2,50,0.44,0.540932562
1600,2.2,50,0.46,0.578441534
1600,2.2,50,0.48,0.619184369
1600,2.2,50,0.5,0.663680972
1600,2.3,30,0.3,0.337914489
1600,2.3,30,0.32,0.346864877
1600,2.3,30,0.34,0.372313722
1600,2.3,30,0.36,0.411689656
1600,2.3,30,0.38,0.460654372
1600,2.3,30,0.4,0.513729854
1600,2.3,30,0.42,0.566831024
1600,2.3,30,0.44,0.618335223
1600,2.3,30,0.46,0.668641983
1600,2.3,30,0.48,0.718504327
1600,2.3,30,0.5,0.767540099
1600,2.3,32,0.3,0.369452873
1600,2.3,32,0.32,0.379566665
1600,2.3,32,0.34,0.406591822
1600,2.3,32,0.36,0.447479849
1600,2.3,32,0.38,0.4975662
1600,2.3,32,0.4,0.551404608
1600,2.3,32,0.42,0.60522653
1600,2.3,32,0.44,0.65775137
1600,2.3,32,0.46,0.709517307
1600,2.3,32,0.48,0.761178687
1600,2.3,32,0.5,0.81201541
1600,2.3,34,0.3,0.392739798
1600,2.3,34,0.32,0.403459321
1600,2.3,34,0.34,0.43127426
1600,2.3,34,0.36,0.472824503
1600,2.3,34,0.38,0.523295104
1600,2.3,34,0.4,0.577362702
1600,2.3,34,0.42,0.63154723
1600,2.3,34,0.44,0.684829139
1600,2.3,34,0.46,0.737823383
1600,2.3,34,0.48,0.791069394
1600,2.3,34,0.5,0.843540955
1600,2.3,36,0.3,0.407296952
1600,2.3,36,0.32,0.418135804
1600,2.3,36,0.34,0.446064699
1600,2.3,36,0.36,0.48754136
1600,2.3,36,0.38,0.537721974
1600,2.3,36,0.4,0.591463193
1600,2.3,36,0.42,0.645558984
1600,2.3,36,0.44,0.699212423
1600,2.3,36,0.46,0.753097688
1600,2.3,36,0.48,0.807653295
1600,2.3,36,0.5,0.861595017
1600,2.3,38,0.3,0.413170731
1600,2.3,38,0.32,0.42371849
1600,2.3,38,0.34,0.451182653
1600,2.3,38,0.36,0.491937673
1600,2.3,38,0.38,0.54119645
1600,2.3,38,0.4,0.594035653
1600,2.3,38,0.42,0.647522225
1600,2.3,38,0.44,0.701072091
1600,2.3,38,0.46,0.755429654
1600,2.3,38,0.48,0.810966136
1600,2.3,38,0.5,0.866198483
1600,2.3,40,0.3,0.410813461
1600,2.3,40,0.32,0.420739226
1600,2.3,40,0.34,0.447254177
1600,2.3,40,0.36,0.486724995
1600,2.3,40,0.38,0.534481902
1600,2.3,40,0.4,0.58584979
1600,2.3,40,0.42,0.63817427
1600,2.3,40,0.44,0.691089863
1600,2.3,40,0.46,0.745438556
1600,2.3,40,0.48,0.80157075
1600,2.3,40,0.5,0.857873203
1600,2.3,42,0.3,0.400982159
1600,2.3,42,0.32,0.410037325
1600,2.3,42,0.34,0.435215491
1600,2.3,42,0.36,0.472934097
1600,2.3,42,0.38,0.518682663
1600,2.3,42,0.4,0.568050986
1600,2.3,42,0.42,0.61866782
1600,2.3,42,0.44,0.670396408
1600,2.3,42,0.46,0.724210081
1600,2.3,42,0.48,0.780492577
1600,2.3,42,0.5,0.837577732
1600,2.3,44,0.3,0.384652917
1600,2.3,44,0.32,0.392670454
1600,2.3,44,0.34,0.416222916
1600,2.3,44,0.36,0.45182537
1600,2.3,44,0.38,0.49515434
1600,2.3,44,0.4,0.542068826
1600,2.3,44,0.42,0.590477202
1600,2.3,44,0.44,0.64047711
1600,2.3,44,0.46,0.693205013
1600,2.3,44,0.48,0.7491346
1600,2.3,44,0.5,0.806630614
1600,2.3,46,0.3,0.362948475
1600,2.3,46,0.32,0.369836522
1600,2.3,46,0.34,0.391569111
1600,2.3,46,0.36,0.42479852
1600,2.3,46,0.38,0.465405743
1600,2.3,46,0.4,0.509511046
1600,2.3,46,0.42,0.555286464
1600,2.3,46,0.44,0.603058968
1600,2.3,46,0.46,0.654151062
1600,2.3,46,0.48,0.709179487
1600,2.3,46,0.5,0.766625964
1600,2.3,48,0.3,0.337076863
1600,2.3,48,0.32,0.342806438
1600,2.3,48,0.34,0.362608558
1600,2.3,48,0.36,0.393308447
1600,2.3,48,0.38,0.431003222
1600,2.3,48,0.4,0.472056284
1600,2.3,48,0.42,0.514873359
1600,2.3,48,0.44,0.55999123
1600,2.3,48,0.46,0.608927321
1600,2.3,48,0.48,0.66248463
1600,2.3,48,0.5,0.719343691
1600,2.3,50,0.3,0.308278599
1600,2.3,50,0.32,0.312867377
1600,2.3,50,0.34,0.330694874
1600,2.3,50,0.36,0.358793401
1600,2.3,50,0.38,0.39348676
1600,2.3,50,0.4,0.431357203
1600,2.3,50,0.42,0.471001453
1600,2.3,50,0.44,0.513131067
1600,2.3,50,0.46,0.559450219
1600,2.3,50,0.48,0.610975684
1600,2.3,50,0.5,0.666656727
1600,2.4,30,0.3,0.286982029
1600,2.4,30,0.32,0.303821568
1600,2.4,30,0.34,0.337042078
1600,2.4,30,0.36,0.383370265
1600,2.4,30,0.38,0.437684443
1600,2.4,30,0.4,0.494741754
1600,2.4,30,0.42,0.551715949
1600,2.4,30,0.44,0.608406822
1600,2.4,30,0.46,0.665522584
1600,2.4,30,0.48,0.722643082
1600,2.4,30,0.5,0.776854363
1600,2.4,32,0.3,0.314264731
1600,2.4,32,0.32,0.332942677
1600,2.4,32,0.34,0.36836822
1600,2.4,32,0.36,0.416734925
1600,2.4,32,0.38,0.472642232
1600,2.4,32,0.4,0.531005504
1600,2.4,32,0.42,0.58938234
1600,2.4,32,0.44,0.647889581
1600,2.4,32,0.46,0.707278671
1600,2.4,32,0.48,0.766878528
1600,2.4,32,0.5,0.823308182
1600,2.4,34,0.3,0.334121219
1600,2.4,34,0.32,0.353847441
1600,2.4,34,0.34,0.390471957
1600,2.4,34,0.36,0.439862793
1600,2.4,34,0.38,0.496535338
1600,2.4,34,0.4,0.555624165
1600,2.4,34,0.42,0.61501013
1600,2.4,34,0.44,0.675022158
1600,2.4,34,0.46,0.736390459
1600,2.4,34,0.48,0.798192503
1600,2.4,34,0.5,0.856626301
1600,2.4,36,0.3,0.346161571
1600,2.4,36,0.32,0.366221906
1600,2.4,36,0.34,0.403150302
1600,2.4,36,0.36,0.452650311
1600,2.4,36,0.38,0.509288209
1600,2.4,36,0.4,0.568458314
1600,2.4,36,0.42,0.628334267
1600,2.4,36,0.44,0.689403683
1600,2.4,36,0.46,0.752357756
1600,2.4,36,0.48,0.816051284
1600,2.4,36,0.5,0.876313975
1600,2.4,38,0.3,0.350475614
1600,2.4,38,0.32,0.370241395
1600,2.4,38,0.34,0.406679549
1600,2.4,38,0.36,0.455452153
1600,2.4,38,0.38,0.511273188
1600,2.4,38,0.4,0.56983005
1600,2.4,38,0.42,0.629581989
1600,2.4,38,0.44,0.691157644
1600,2.4,38,0.46,0.755223193
1600,2.4,38,0.48,0.820459964
1600,2.4,38,0.5,0.88238671
1600,2.4,40,0.3,0.347527055
1600,2.4,40,0.32,0.366463303
1600,2.4,40,0.34,0.401720594
1600,2.4,40,0.36,0.449013078
1600,2.4,40,0.38,0.503272442
1600,2.4,40,0.4,0.560506599
1600,2.4,40,0.42,0.619465339
1600,2.4,40,0.44,0.680922605
1600,2.4,40,0.46,0.745554195
1600,2.4,40,0.48,0.811933184
1600,2.4,40,0.5,0.87533312
1600,2.4,42,0.3,0.338059885
1600,2.4,42,0.32,0.355732768
1600,2.4,42,0.34,0.389231131
1600,2.4,42,0.36,0.43439228
1600,2.4,42,0.38,0.486414208
1600,2.4,42,0.4,0.541643701
1600,2.4,42,0.42,0.5991268
1600,2.4,42,0.44,0.659797189
1600,2.4,42,0.46,0.724386278
1600,2.4,42,0.48,0.791436912
1600,2.4,42,0.5,0.856056953
1600,2.4,44,0.3,0.323015547
1600,2.4,44,0.32,0.339096426
1600,2.4,44,0.34,0.370378686
1600,2.4,44,0.36,0.412876996
1600,2.4,44,0.38,0.462086082
1600,2.4,44,0.4,0.514697299
1600,2.4,44,0.42,0.570050214
1600,2.4,44,0.44,0.629252748
1600,2.4,44,0.46,0.693140655
1600,2.4,44,0.48,0.760313012
1600,2.4,44,0.5,0.825808707
1600,2.4,46,0.3,0.303459806
1600,2.4,46,0.32,0.317723543
1600,2.4,46,0.34,0.346455871
1600,2.4,46,0.36,0.385890835
1600,2.4,46,0.38,0.43183541
1600,2.4,46,0.4,0.481316668
1600,2.4,46,0.42,0.533950663
1600,2.4,46,0.44,0.591025765
1600,2.4,46,0.46,0.653525294
1600,2.4,46,0.48,0.720192785
1600,2.4,46,0.5,0.786111216
1600,2.4,48,0.3,0.280518913
1600,2.4,48,0.32,0.292835942
1600,2.4,48,0.34,0.318802356
1600,2.4,48,0.36,0.354905304
1600,2.4,48,0.38,0.397268804
1600,2.4,48,0.4,0.443232925
1600,2.4,48,0.42,0.492656723
1600,2.4,48,0.44,0.547000871
1600,2.4,48,0.46,0.607426537
1600,2.4,48,0.48,0.672903016
1600,2.4,48,0.5,0.738680686
1600,2.4,50,0.3,0.255324461
1600,2.4,50,0.32,0.265648079
1600,2.4,50,0.34,0.288737817
1600,2.4,50,0.36,0.321362243
1600,2.4,50,0.38,0.35996149
1600,2.4,50,0.4,0.402155319
1600,2.4,50,0.42,0.447997274
1600,2.4,50,0.44,0.499094692
1600,2.4,50,0.46,0.556798246
1600,2.4,50,0.48,0.620367984
1600,2.4,50,0.5,0.685344456
1600,2.5,30,0.3,0.245935773
1600,2.5,30,0.32,0.270610442
1600,2.5,30,0.34,0.311305563
1600,2.5,30,0.36,0.363976089
1600,2.5,30,0.38,0.423169706
1600,2.5,30,0.4,0.484670999
1600,2.5,30,0.42,0.547318732
1600,2.5,30,0.44,0.611436971
1600,2.5,30,0.46,0.676567204
1600,2.5,30,0.48,0.73909376
1600,2.5,30,0.5,0.791897674
1600,2.5,32,0.3,0.269936025
1600,2.5,32,0.32,0.297253785
1600,2.5,32,0.34,0.340873138
1600,2.5,32,0.36,0.396168561
1600,2.5,32,0.38,0.457502489
1600,2.5,32,0.4,0.520957956
1600,2.5,32,0.42,0.585826299
1600,2.5,32,0.44,0.65269206
1600,2.5,32,0.46,0.72095344
1600,2.5,32,0.48,0.786552267
1600,2.5,32,0.5,0.841901654
1600,2.5,34,0.3,0.287093656
1600,2.5,34,0.32,0.31600863
1600,2.5,34,0.34,0.36132118
1600,2.5,34,0.36,0.418088611
1600,2.5,34,0.38,0.48068611
1600,2.5,34,0.4,0.545506088
1600,2.5,34,0.42,0.612176451
1600,2.5,34,0.44,0.681414017
1600,2.5,34,0.46,0.752417732
1600,2.5,34,0.48,0.820702763
1600,2.5,34,0.5,0.878227985
1600,2.5,36,0.3,0.297102349
1600,2.5,36,0.32,0.326647549
1600,2.5,36,0.34,0.372528171
1600,2.5,36,0.36,0.429686176
1600,2.5,36,0.38,0.492649155
1600,2.5,36,0.4,0.558129807
1600,2.5,36,0.42,0.626025811
1600,2.5,36,0.44,0.697120696
1600,2.5,36,0.46,0.770407194
1600,2.5,36,0.48,0.841012992
1600,2.5,36,0.5,0.900460682
1600,2.5,38,0.3,0.300099087
1600,2.5,38,0.32,0.329401797
1600,2.5,38,0.34,0.374825784
1600,2.5,38,0.36,0.431351288
1600,2.5,38,0.38,0.493762546
1600,2.5,38,0.4,0.559110742
1600,2.5,38,0.42,0.627533858
1600,2.5,38,0.44,0.69986188
1600,2.5,38,0.46,0.774909411
1600,2.5,38,0.48,0.847472377
1600,2.5,38,0.5,0.908655991
1600,2.5,40,0.3,0.296567139
1600,2.5,40,0.32,0.324863348
1600,2.5,40,0.34,0.368916529
1600,2.5,40,0.36,0.423861202
1600,2.5,40,0.38,0.484816353
1600,2.5,40,0.4,0.549192809
1600,2.5,40,0.42,0.617362375
1600,2.5,40,0.44,0.690211973
1600,2.5,40,0.46,0.76643263
1600,2.5,40,0.48,0.840561522
1600,2.5,40,0.5,0.903312589
1600,2.5,42,0.3,0.287248441
1600,2.5,42,0.32,0.313896862
1600,2.5,42,0.34,0.355793554
1600,2.5,42,0.36,0.408313224
1600,2.5,42,0.38,0.466964122
1600,2.5,42,0.4,0.529532673
1600,2.5,42,0.42,0.596627183
1600,2.5,42,0.44,0.669219855
1600,2.5,42,0.46,0.745952484
1600,2.5,42,0.48,0.821196918
1600,2.5,42,0.5,0.885318548
1600,2.5,44,0.3,0.273063507
1600,2.5,44,0.32,0.297556043
1600,2.5,44,0.34,0.33665631
1600,2.5,44,0.36,0.386040744
1600,2.5,44,0.38,0.441638523
1600,2.5,44,0.4,0.501614835
1600,2.5,44,0.42,0.5668144
1600,2.5,44,0.44,0.638328947
1600,2.5,44,0.46,0.714837789
1600,2.5,44,0.48,0.790662435
1600,2.5,44,0.5,0.855887581
1600,2.5,46,0.3,0.255038482
1600,2.5,46,0.32,0.277004302
1600,2.5,46,0.34,0.312824415
1600,2.5,46,0.36,0.358519228
1600,2.5,46,0.38,0.41044932
1600,2.5,46,0.4,0.467144351
1600,2.5,46,0.42,0.529673578
1600,2.5,46,0.44,0.59927741
1600,2.5,46,0.46,0.674762439
1600,2.5,46,0.48,0.750532823
1600,2.5,46,0.5,0.816490284
1600,2.5,48,0.3,0.234240121
1600,2.5,48,0.32,0.253442382
1600,2.5,48,0.34,0.28565571
1600,2.5,48,0.36,0.327272197
1600,2.5,48,0.38,0.375076717
1600,2.5,48,0.4,0.427930921
1600,2.5,48,0.42,0.487099582
1600,2.5,48,0.44,0.553986653
1600,2.5,48,0.46,0.627607746
1600,2.5,48,0.48,0.702591355
1600,2.5,48,0.5,0.768782736
1600,2.5,50,0.3,0.211719541
1600,2.5,50,0.32,0.228045709
1600,2.5,50,0.34,0.256474356
1600,2.5,50,0.36,0.293786537
1600,2.5,50,0.38,0.337172109
1600,2.5,50,0.4,0.385777115
1600,2.5,50,0.42,0.44101453
1600,2.5,50,0.44,0.504446228
1600,2.5,50,0.46,0.57535947
1600,2.5,50,0.48,0.648743377
1600,2.5,50,0.5,0.714534017
1600,2.6,30,0.3,0.214687277
1600,2.6,30,0.32,0.247061003
1600,2.6,30,0.34,0.295122266
1600,2.6,30,0.36,0.353991546
1600,2.6,30,0.38,0.418770262
1600,2.6,30,0.4,0.487113111
1600,2.6,30,0.42,0.558575006
1600,2.6,30,0.44,0.632155411
1600,2.6,30,0.46,0.7031571
1600,2.6,30,0.48,0.762697929
1600,2.6,30,0.5,0.80042898
1600,2.6,32,0.3,0.236589806
1600,2.6,32,0.32,0.272534012
1600,2.6,32,0.34,0.32431292
1600,2.6,32,0.36,0.386422364
1600,2.6,32,0.38,0.453935122
1600,2.6,32,0.4,0.525003136
1600,2.6,32,0.42,0.599681645
1600,2.6,32,0.44,0.677055168
1600,2.6,32,0.46,0.752004414
1600,2.6,32,0.48,0.815101748
1600,2.6,32,0.5,0.856018169
1600,2.6,34,0.3,0.251964106
1600,2.6,34,0.32,0.290153978
1600,2.6,34,0.34,0.34420499
1600,2.6,34,0.36,0.408317273
1600,2.6,34,0.38,0.4777
1600,2.6,34,0.4,0.550917973
1600,2.6,34,0.42,0.628345767
1600,2.6,34,0.44,0.709011321
1600,2.6,34,0.46,0.787338903
1600,2.6,34,0.48,0.85334114
1600,2.6,34,0.5,0.896513454
1600,2.6,36,0.3,0.260574704
1600,2.6,36,0.32,0.299762513
1600,2.6,36,0.34,0.354728846
1600,2.6,36,0.36,0.41963077
1600,2.6,36,0.38,0.489933115
1600,2.6,36,0.4,0.564558584
1600,2.6,36,0.42,0.644091775
1600,2.6,36,0.44,0.727435428
1600,2.6,36,0.46,0.808570069
1600,2.6,36,0.48,0.876960153
1600,2.6,36,0.5,0.921808461
1600,2.6,38,0.3,0.262606043
1600,2.6,38,0.32,0.301644769
1600,2.6,38,0.34,0.35625974
1600,2.6,38,0.36,0.420759851
1600,2.6,38,0.38,0.490960991
1600,2.6,38,0.4,0.566118913
1600,2.6,38,0.42,0.646974802
1600,2.6,38,0.44,0.732292749
1600,2.6,38,0.46,0.815655773
1600,2.6,38,0.48,0.886004208
1600,2.6,38,0.5,0.932158818
1600,2.6,40,0.3,0.258569739
1600,2.6,40,0.32,0.296436659
1600,2.6,40,0.34,0.349544917
1600,2.6,40,0.36,0.412503849
1600,2.6,40,0.38,0.481556608
1600,2.6,40,0.4,0.556287111
1600,2.6,40,0.42,0.637578732
1600,2.6,40,0.44,0.724086002
1600,2.6,40,0.46,0.809070583
1600,2.6,40,0.48,0.880987122
1600,2.6,40,0.5,0.928196692
1600,2.6,42,0.3,0.249220832
1600,2.6,42,0.32,0.285041105
1600,2.6,42,0.34,0.335629336
1600,2.6,42,0.36,0.396004165
1600,2.6,42,0.38,0.462890056
1600,2.6,42,0.4,0.536200811
1600,2.6,42,0.42,0.616970145
1600,2.6,42,0.44,0.703804142
1600,2.6,42,0.46,0.789749279
1600,2.6,42,0.48,0.862835514
1600,2.6,42,0.5,0.910897398
1600,2.6,44,0.3,0.23547962
1600,2.6,44,0.32,0.26854573
1600,2.6,44,0.34,0.315772415
1600,2.6,44,0.36,0.372661305
1600,2.6,44,0.38,0.436445935
1600,2.6,44,0.4,0.507365763
1600,2.6,44,0.42,0.586620086
1600,2.6,44,0.44,0.672848425
1600,2.6,44,0.46,0.759016912
1600,2.6,44,0.48,0.832822681
1600,2.6,44,0.5,0.881522676
1600,2.6,46,0.3,0.218358723
1600,2.6,46,0.32,0.248142017
1600,2.6,46,0.34,0.291358784
1600,2.6,46,0.36,0.344036801
1600,2.6,46,0.38,0.403918517
1600,2.6,46,0.4,0.471549514
1600,2.6,46,0.42,0.548303476
1600,2.6,46,0.44,0.632942772
1600,2.6,46,0.46,0.718510415
1600,2.6,46,0.48,0.792497631
1600,2.6,46,0.5,0.84155355
1600,2.6,48,0.3,0.198896938
1600,2.6,48,0.32,0.225049573
1600,2.6,48,0.34,0.263810383
1600,2.6,48,0.36,0.311751278
1600,2.6,48,0.38,0.367097846
1600,2.6,48,0.4,0.430662232
1600,2.6,48,0.42,0.503984723
1600,2.6,48,0.44,0.586032821
1600,2.6,48,0.46,0.670093646
1600,2.6,48,0.48,0.743611665
1600,2.6,48,0.5,0.792620054
1600,2.6,50,0.3,0.178101802
1600,2.6,50,0.32,0.200449654
1600,2.6,50,0.34,0.23450745
1600,2.6,50,0.36,0.277389651
1600,2.6,50,0.38,0.327759542
1600,2.6,50,0.4,0.386636693
1600,2.6,50,0.42,0.455698252
1600,2.6,50,0.44,0.534178096
1600,2.6,50,0.46,0.615767373
1600,2.6,50,0.48,0.68804413
1600,2.6,50,0.5,0.736433164
1600,2.7,30,0.3,0.192211756
1600,2.7,30,0.32,0.232633002
1600,2.7,30,0.34,0.288387209
1600,2.7,30,0.36,0.3545901
1600,2.7,30,0.38,0.427992984
1600,2.7,30,0.4,0.507275729
1600,2.7,30,0.42,0.590587111
1600,2.7,30,0.44,0.671099439
1600,2.7,30,0.46,0.737392657
1600,2.7,30,0.48,0.777441292
1600,2.7,30,0.5,0.78426936
1600,2.7,32,0.3,0.213317752
1600,2.7,32,0.32,0.258345991
1600,2.7,32,0.34,0.318605639
1600,2.7,32,0.36,0.388611101
1600,2.7,32,0.38,0.465403187
1600,2.7,32,0.4,0.548403025
1600,2.7,32,0.42,0.636157739
1600,2.7,32,0.44,0.721508072
1600,2.7,32,0.46,0.792380699
1600,2.7,32,0.48,0.836732889
1600,2.7,32,0.5,0.849896149
1600,2.7,34,0.3,0.22793021
1600,2.7,34,0.32,0.27594777
1600,2.7,34,0.34,0.339103998
1600,2.7,34,0.36,0.411681404
1600,2.7,34,0.38,0.491065752
1600,2.7,34,0.4,0.577202491
1600,2.7,34,0.42,0.668787742
1600,2.7,34,0.44,0.758218964
1600,2.7,34,0.46,0.832721961
1600,2.7,34,0.48,0.87997695
1600,2.7,34,0.5,0.896177457
1600,2.7,36,0.3,0.235859104
1600,2.7,36,0.32,0.285313873
1600,2.7,36,0.34,0.349810125
1600,2.7,36,0.36,0.423684425
1600,2.7,36,0.38,0.504704327
1600,2.7,36,0.4,0.59318969
1600,2.7,36,0.42,0.687833308
1600,2.7,36,0.44,0.780554555
1600,2.7,36,0.46,0.857879682
1600,2.7,36,0.48,0.907085742
1600,2.7,36,0.5,0.924611386
1600,2.7,38,0.3,0.237331304
1600,2.7,38,0.32,0.286771564
1600,2.7,38,0.34,0.351113299
1600,2.7,38,0.36,0.424973937
1600,2.7,38,0.38,0.506541103
1600,2.7,38,0.4,0.596421454
1600,2.7,38,0.42,0.693230584
1600,2.7,38,0.44,0.788431317
1600,2.7,38,0.46,0.867877386
1600,2.7,38,0.48,0.918368253
1600,2.7,38,0.5,0.936297456
1600,2.7,40,0.3,0.23289624
1600,2.7,40,0.32,0.281007322
1600,2.7,40,0.34,0.343797791
1600,2.7,40,0.36,0.416343406
1600,2.7,40,0.38,0.497290544
1600,2.7,40,0.4,0.587492311
1600,2.7,40,0.42,0.685475904
1600,2.7,40,0.44,0.782317376
1600,2.7,40,0.46,0.863248241
1600,2.7,40,0.48,0.914534872
1600,2.7,40,0.5,0.932349637
1600,2.7,42,0.3,0.223342747
1600,2.7,42,0.32,0.268984372
1600,2.7,42,0.34,0.328972262
1600,2.7,42,0.36,0.398970472
1600,2.7,42,0.38,0.478113478
1600,2.7,42,0.4,0.567489063
1600,2.7,42,0.42,0.665572947
1600,2.7,42,0.44,0.763169747
1600,2.7,42,0.46,0.844969428
1600,2.7,42,0.48,0.896659246
1600,2.7,42,0.5,0.914028545
1600,2.7,44,0.3,0.209620712
1600,2.7,44,0.32,0.251859258
1600,2.7,44,0.34,0.307985373
1600,2.7,44,0.36,0.374333759
1600,2.7,44,0.38,0.450536151
1600,2.7,44,0.4,0.537912935
1600,2.7,44,0.42,0.634957758
1600,2.7,44,0.44,0.732360868
1600,2.7,44,0.46,0.814390416
1600,2.7,44,0.48,0.866118619
1600,2.7,44,0.5,0.882745076
1600,2.7,46,0.3,0.192766449
1600,2.7,46,0.32,0.23089695
1600,2.7,46,0.34,0.282330661
1600,2.7,46,0.36,0.344109507
1600,2.7,46,0.38,0.416343878
1600,2.7,46,0.4,0.500577976
1600,2.7,46,0.42,0.595407548
1600,2.7,46,0.44,0.691597948
1600,2.7,46,0.46,0.773158912
1600,2.7,46,0.48,0.824524963
1600,2.7,46,0.5,0.840002597
1600,2.7,48,0.3,0.173833806
1600,2.7,48,0.32,0.207388984
1600,2.7,48,0.34,0.253549219
1600,2.7,48,0.36,0.310059606
1600,2.7,48,0.38,0.37746081
1600,2.7,48,0.4,0.457493806
1600,2.7,48,0.42,0.548936754
1600,2.7,48,0.44,0.642835615
1600,2.7,48,0.46,0.723145582
1600,2.7,48,0.48,0.77365458
1600,2.7,48,0.5,0.7873104
1600,2.7,50,0.3,0.153833855
1600,2.7,50,0.32,0.182580154
1600,2.7,50,0.34,0.223139422
1600,2.7,50,0.36,0.273923068
1600,2.7,50,0.38,0.335827886
1600,2.7,50,0.4,0.410741515
1600,2.7,50,0.42,0.497684244
1600,2.7,50,0.44,0.588182272
1600,2.7,50,0.46,0.6663681
1600,2.7,50,0.48,0.715382237
1600,2.7,50,0.5,0.726089656
1600,2.8,30,0.3,0.177703627
1600,2.8,30,0.32,0.227104141
1600,2.8,30,0.34,0.292014021
1600,2.8,30,0.36,0.368879254
1600,2.8,30,0.38,0.4562065
1600,2.8,30,0.4,0.550861069
1600,2.8,30,0.42,0.643053727
1600,2.8,30,0.44,0.717164169
1600,2.8,30,0.46,0.759514839
1600,2.8,30,0.48,0.764110454
1600,2.8,30,0.5,0.690550564
1600,2.8,32,0.3,0.199316033
1600,2.8,32,0.32,0.254371594
1600,2.8,32,0.34,0.324411205
1600,2.8,32,0.36,0.405560899
1600,2.8,32,0.38,0.497153512
1600,2.8,32,0.4,0.596878446
1600,2.8,32,0.42,0.694816437
1600,2.8,32,0.44,0.774495943
1600,2.8,32,0.46,0.822014061
1600,2.8,32,0.48,0.834471423
1600,2.8,32,0.5,0.806472176
1600,2.8,34,0.3,0.214199605
1600,2.8,34,0.32,0.273023303
1600,2.8,34,0.34,0.346537286
1600,2.8,34,0.36,0.430861013
1600,2.8,34,0.38,0.525989848
1600,2.8,34,0.4,0.630066141
1600,2.8,34,0.42,0.732805537
1600,2.8,34,0.44,0.81681632
1600,2.8,34,0.46,0.867716528
1600,2.8,34,0.48,0.883781165
1600,2.8,34,0.5,0.871364294
1600,2.8,36,0.3,0.22216856
1600,2.8,36,0.32,0.282914265
1600,2.8,36,0.34,0.358242626
1600,2.8,36,0.36,0.444501917
1600,2.8,36,0.38,0.542214448
1600,2.8,36,0.4,0.649716587
1600,2.8,36,0.42,0.756237668
1600,2.8,36,0.44,0.843467856
1600,2.8,36,0.46,0.896455248
1600,2.8,36,0.48,0.913845367
1600,2.8,36,0.5,0.905891879
1600,2.8,38,0.3,0.223479864
1600,2.8,38,0.32,0.284387925
1600,2.8,38,0.34,0.359879878
1600,2.8,38,0.36,0.446725028
1600,2.8,38,0.38,0.545885225
1600,2.8,38,0.4,0.655734159
1600,2.8,38,0.42,0.764980928
1600,2.8,38,0.44,0.854438159
1600,2.8,38,0.46,0.908557013
1600,2.8,38,0.48,0.92601956
1600,2.8,38,0.5,0.918290053
1600,2.8,40,0.3,0.218729516
