lambda,n,angle,h,TM
1400,2.1,54,3200,0.799719683
1400,2.1,54,3400,0.694739894
1400,2.1,54,3600,0.572511633
1400,2.1,54,3800,0.448575035
1400,2.1,54,4000,0.328604806
1400,2.1,56,2000,0.900465751
1400,2.1,56,2200,0.955499173
1400,2.1,56,2400,0.977114345
1400,2.1,56,2600,0.978241017
1400,2.1,56,2800,0.944206488
1400,2.1,56,3000,0.875178919
1400,2.1,56,3200,0.788740756
1400,2.1,56,3400,0.682846287
1400,2.1,56,3600,0.559451421
1400,2.1,56,3800,0.43504305
1400,2.1,56,4000,0.315488841
1400,2.1,58,2000,0.895464763
1400,2.1,58,2200,0.950054674
1400,2.1,58,2400,0.969293348
1400,2.1,58,2600,0.968737272
1400,2.1,58,2800,0.933638721
1400,2.1,58,3000,0.861987539
1400,2.1,58,3200,0.773355812
1400,2.1,58,3400,0.666254593
1400,2.1,58,3600,0.541469202
1400,2.1,58,3800,0.416425987
1400,2.1,58,4000,0.297611359
1400,2.1,60,2000,0.888916977
1400,2.1,60,2200,0.943084718
1400,2.1,60,2400,0.959462736
1400,2.1,60,2600,0.956630371
1400,2.1,60,2800,0.92031823
1400,2.1,60,3000,0.845609189
1400,2.1,60,3200,0.754187114
1400,2.1,60,3400,0.645721372
1400,2.1,60,3600,0.519527843
1400,2.1,60,3800,0.393865022
1400,2.1,60,4000,0.276217202
1400,2.1,62,2000,0.880779133
1400,2.1,62,2200,0.934622622
1400,2.1,62,2400,0.947765754
1400,2.1,62,2600,0.942085968
1400,2.1,62,2800,0.904511843
1400,2.1,62,3000,0.826509066
1400,2.1,62,3200,0.731836374
1400,2.1,62,3400,0.621976257
1400,2.1,62,3600,0.494567082
1400,2.1,62,3800,0.368486765
1400,2.1,62,4000,0.252524876
1400,2.1,64,2000,0.870928445
1400,2.1,64,2200,0.924610679
1400,2.1,64,2400,0.93426614
1400,2.1,64,2600,0.925205502
1400,2.1,64,2800,0.886414131
1400,2.1,64,3000,0.805094119
1400,2.1,64,3200,0.706871232
1400,2.1,64,3400,0.595708836
1400,2.1,64,3600,0.467473693
1400,2.1,64,3800,0.34135967
1400,2.1,64,4000,0.227672825
1400,2.1,66,2000,0.859139504
1400,2.1,66,2200,0.912873775
1400,2.1,66,2400,0.918917582
1400,2.1,66,2600,0.906002553
1400,2.1,66,2800,0.866126612
1400,2.1,66,3000,0.781685427
1400,2.1,66,3200,0.67980027
1400,2.1,66,3400,0.567548288
1400,2.1,66,3600,0.439050044
1400,2.1,66,3800,0.313450642
1400,2.1,66,4000,0.202671621
1400,2.1,68,2000,0.845050255
1400,2.1,68,2200,0.899082416
1400,2.1,68,2400,0.901521307
1400,2.1,68,2600,0.884365501
1400,2.1,68,2800,0.843626222
1400,2.1,68,3000,0.756481308
1400,2.1,68,3200,0.651036771
1400,2.1,68,3400,0.538035447
1400,2.1,68,3600,0.409982922
1400,2.1,68,3800,0.285585889
1400,2.1,68,4000,0.178365153
1400,2.1,70,2000,0.828113908
1400,2.1,70,2200,0.88270076
1400,2.1,70,2400,0.88166831
1400,2.1,70,2600,0.860003659
1400,2.1,70,2800,0.818719405
1400,2.1,70,3000,0.729509588
1400,2.1,70,3200,0.620851771
1400,2.1,70,3400,0.507587144
1400,2.1,70,3600,0.380813683
1400,2.1,70,3800,0.258419766
1400,2.1,70,4000,0.155404013
1400,2.2,50,2000,0.978368662
1400,2.2,50,2200,0.987698801
1400,2.2,50,2400,0.961533368
1400,2.2,50,2600,0.902442091
1400,2.2,50,2800,0.802209504
1400,2.2,50,3000,0.677827584
1400,2.2,50,3200,0.543126523
1400,2.2,50,3400,0.400718155
1400,2.2,50,3600,0.265059645
1400,2.2,50,3800,0.151297882
1400,2.2,50,4000,0.064445298
1400,2.2,52,2000,0.978407197
1400,2.2,52,2200,0.987411949
1400,2.2,52,2400,0.961074415
1400,2.2,52,2600,0.902323293
1400,2.2,52,2800,0.801742787
1400,2.2,52,3000,0.677407768
1400,2.2,52,3200,0.543004496
1400,2.2,52,3400,0.400360753
1400,2.2,52,3600,0.264913131
1400,2.2,52,3800,0.151266225
1400,2.2,52,4000,0.064382077
1400,2.2,54,2000,0.976377141
1400,2.2,54,2200,0.984645643
1400,2.2,54,2400,0.957401667
1400,2.2,54,2600,0.89856149
1400,2.2,54,2800,0.797174492
1400,2.2,54,3000,0.67222713
1400,2.2,54,3200,0.537823494
1400,2.2,54,3400,0.395027092
1400,2.2,54,3600,0.260050008
1400,2.2,54,3800,0.147293964
1400,2.2,54,4000,0.061784817
1400,2.2,56,2000,0.972460109
1400,2.2,56,2200,0.979666123
1400,2.2,56,2400,0.950827589
1400,2.2,56,2600,0.891550114
1400,2.2,56,2800,0.788999596
1400,2.2,56,3000,0.66286551
1400,2.2,56,3200,0.528247438
1400,2.2,56,3400,0.385429348
1400,2.2,56,3600,0.251198043
1400,2.2,56,3800,0.140067457
1400,2.2,56,4000,0.057197882
1400,2.2,58,2000,0.966783784
1400,2.2,58,2200,0.972700077
1400,2.2,58,2400,0.941631807
1400,2.2,58,2600,0.881649715
1400,2.2,58,2800,0.777702158
1400,2.2,58,3000,0.649911044
1400,2.2,58,3200,0.514952678
1400,2.2,58,3400,0.372318275
1400,2.2,58,3600,0.23915802
1400,2.2,58,3800,0.130364101
1400,2.2,58,4000,0.051275742
1400,2.2,60,2000,0.959415868
1400,2.2,60,2200,0.963920458
1400,2.2,60,2400,0.930048941
1400,2.2,60,2600,0.869181218
1400,2.2,60,2800,0.763740669
1400,2.2,60,3000,0.633941566
1400,2.2,60,3200,0.498609213
1400,2.2,60,3400,0.356448891
1400,2.2,60,3600,0.224750094
1400,2.2,60,3800,0.118984391
1400,2.2,60,4000,0.044695836
1400,2.2,62,2000,0.950354801
1400,2.2,62,2200,0.953425658
1400,2.2,62,2400,0.916249664
1400,2.2,62,2600,0.854422307
1400,2.2,62,2800,0.747536317
1400,2.2,62,3000,0.615507206
1400,2.2,62,3200,0.479867222
1400,2.2,62,3400,0.338553509
1400,2.2,62,3600,0.208770116
1400,2.2,62,3800,0.106697351
1400,2.2,62,4000,0.038089305
1400,2.2,64,2000,0.93952006
1400,2.2,64,2200,0.941200314
1400,2.2,64,2400,0.900303801
1400,2.2,64,2600,0.837624789
1400,2.2,64,2800,0.729475888
1400,2.2,64,3000,0.595116994
1400,2.2,64,3200,0.459361533
1400,2.2,64,3400,0.319331195
1400,2.2,64,3600,0.191961565
1400,2.2,64,3800,0.094204864
1400,2.2,64,4000,0.031993691
1400,2.2,66,2000,0.926764329
1400,2.2,66,2200,0.9269668
1400,2.2,66,2400,0.882039422
1400,2.2,66,2600,0.819278721
1400,2.2,66,2800,0.71009505
1400,2.2,66,3000,0.573307722
1400,2.2,66,3200,0.437991202
1400,2.2,66,3400,0.2996448
1400,2.2,66,3600,0.175139967
1400,2.2,66,3800,0.082273336
1400,2.2,66,4000,0.026915591
1400,2.2,68,2000,0.912184257
1400,2.2,68,2200,0.900627599
1400,2.2,68,2400,0.866668217
1400,2.2,68,2600,0.793523293
1400,2.2,68,2800,0.687106226
1400,2.2,68,3000,0.549544032
1400,2.2,68,3200,0.414126281
1400,2.2,68,3400,0.278797184
1400,2.2,68,3600,0.158101033
1400,2.2,68,3800,0.070691697
1400,2.2,68,4000,0.022782772
1400,2.2,70,2000,0.891423964
1400,2.2,70,2200,0.894571529
1400,2.2,70,2400,0.839683733
1400,2.2,70,2600,0.773239111
1400,2.2,70,2800,0.665689366
1400,2.2,70,3000,0.525585753
1400,2.2,70,3200,0.392529677
1400,2.2,70,3400,0.262217129
1400,2.2,70,3600,0.138196135
1400,2.2,70,3800,0.05926867
1400,2.2,70,4000,0.019501805
1400,2.3,50,2000,0.988160493
1400,2.3,50,2200,0.941125413
1400,2.3,50,2400,0.857877165
1400,2.3,50,2600,0.735099067
1400,2.3,50,2800,0.580592696
1400,2.3,50,3000,0.422605328
1400,2.3,50,3200,0.272638186
1400,2.3,50,3400,0.141738876
1400,2.3,50,3600,0.049906632
1400,2.3,50,3800,0.00440273
1400,2.3,50,4000,0.009417732
1400,2.3,52,2000,0.988156817
1400,2.3,52,2200,0.940575855
1400,2.3,52,2400,0.857593576
1400,2.3,52,2600,0.734825882
1400,2.3,52,2800,0.580026093
1400,2.3,52,3000,0.422475753
1400,2.3,52,3200,0.2723798
1400,2.3,52,3400,0.14157881
1400,2.3,52,3600,0.049920275
1400,2.3,52,3800,0.004422246
1400,2.3,52,4000,0.009534497
1400,2.3,54,2000,0.986083577
1400,2.3,54,2200,0.937348698
1400,2.3,54,2400,0.854496794
1400,2.3,54,2600,0.731642302
1400,2.3,54,2800,0.576048038
1400,2.3,54,3000,0.418811348
1400,2.3,54,3200,0.268942598
1400,2.3,54,3400,0.138847663
1400,2.3,54,3600,0.048421864
1400,2.3,54,3800,0.004476365
1400,2.3,54,4000,0.01157494
1400,2.3,56,2000,0.981836524
1400,2.3,56,2200,0.930461903
1400,2.3,56,2400,0.845338154
1400,2.3,56,2600,0.723437557
1400,2.3,56,2800,0.568269462
1400,2.3,56,3000,0.411274169
1400,2.3,56,3200,0.262284983
1400,2.3,56,3400,0.133758167
1400,2.3,56,3600,0.045623158
1400,2.3,56,3800,0.004685621
1400,2.3,56,4000,0.015373592
1400,2.3,58,2000,0.975644094
1400,2.3,58,2200,0.924175404
1400,2.3,58,2400,0.839194141
1400,2.3,58,2600,0.717213185
1400,2.3,58,2800,0.560081363
1400,2.3,58,3000,0.428484001
1400,2.3,58,3200,0.251401539
1400,2.3,58,3400,0.126377152
1400,2.3,58,3600,0.041546286
1400,2.3,58,3800,0.005022697
1400,2.3,58,4000,0.020995418
1400,2.3,60,2000,0.969062211
1400,2.3,60,2200,0.914176967
1400,2.3,60,2400,0.836682473
1400,2.3,60,2600,0.697705801
1400,2.3,60,2800,0.545215652
1400,2.3,60,3000,0.388769789
1400,2.3,60,3200,0.242465953
1400,2.3,60,3400,0.118844406
1400,2.3,60,3600,0.038001155
1400,2.3,60,3800,0.005356531
1400,2.3,60,4000,0.028186861
1400,2.3,62,2000,0.963444818
1400,2.3,62,2200,0.901342387
1400,2.3,62,2400,0.812699048
1400,2.3,62,2600,0.689104896
1400,2.3,62,2800,0.532197437
1400,2.3,62,3000,0.375818355
1400,2.3,62,3200,0.236235057
1400,2.3,62,3400,0.108952102
1400,2.3,62,3600,0.032886094
1400,2.3,62,3800,0.00758041
1400,2.3,62,4000,0.036688013
1400,2.3,64,2000,0.932057675
1400,2.3,64,2200,0.890424559
1400,2.3,64,2400,0.798596556
1400,2.3,64,2600,0.676161886
1400,2.3,64,2800,0.520291998
1400,2.3,64,3000,0.357235932
1400,2.3,64,3200,0.216501804
1400,2.3,64,3400,0.100344907
1400,2.3,64,3600,0.028962549
1400,2.3,64,3800,0.010082496
1400,2.3,64,4000,0.046650273
1400,2.3,66,2000,0.928231447
1400,2.3,66,2200,0.876185428
1400,2.3,66,2400,0.782077584
1400,2.3,66,2600,0.668176263
1400,2.3,66,2800,0.493755771
1400,2.3,66,3000,0.343348741
1400,2.3,66,3200,0.203776368
1400,2.3,66,3400,0.091514939
1400,2.3,66,3600,0.026877959
1400,2.3,66,3800,0.013121085
1400,2.3,66,4000,0.057161655
1400,2.3,68,2000,0.914370293
1400,2.3,68,2200,0.860704451
1400,2.3,68,2400,0.763097778
1400,2.3,68,2600,0.628283711
1400,2.3,68,2800,0.479111577
1400,2.3,68,3000,0.32736222
1400,2.3,68,3200,0.191077654
1400,2.3,68,3400,0.073547055
1400,2.3,68,3600,0.021991269
1400,2.3,68,3800,0.017003532
1400,2.3,68,4000,0.068221015
1400,2.3,70,2000,0.896887252
1400,2.3,70,2200,0.844990003
1400,2.3,70,2400,0.732428099
1400,2.3,70,2600,0.615013522
1400,2.3,70,2800,0.46147213
1400,2.3,70,3000,0.311494423
1400,2.3,70,3200,0.215016632
1400,2.3,70,3400,0.073240569
1400,2.3,70,3600,0.019672226
1400,2.3,70,3800,0.021280127
1400,2.3,70,4000,0.077669868
1400,2.4,50,2000,0.849012669
1400,2.4,50,2200,0.845104667
1400,2.4,50,2400,0.655749127
1400,2.4,50,2600,0.531660766
1400,2.4,50,2800,0.355427933
1400,2.4,50,3000,0.206565635
1400,2.4,50,3200,0.077366152
1400,2.4,50,3400,0.010182616
1400,2.4,50,3600,0.005507784
1400,2.4,50,3800,0.063628245
1400,2.4,50,4000,0.17705847
1400,2.4,52,2000,0.11323704
1400,2.4,52,2200,0.845470121
1400,2.4,52,2400,0.694241585
1400,2.4,52,2600,0.531616423
1400,2.4,52,2800,0.355043116
1400,2.4,52,3000,0.201015541
1400,2.4,52,3200,0.077168387
1400,2.4,52,3400,0.010235875
1400,2.4,52,3600,0.005877439
1400,2.4,52,3800,0.063782115
1400,2.4,52,4000,0.177075106
1400,2.4,54,2000,0.937777891
1400,2.4,54,2200,0.842951876
1400,2.4,54,2400,0.706046076
1400,2.4,54,2600,0.54168837
1400,2.4,54,2800,0.348944906
1400,2.4,54,3000,0.193430882
1400,2.4,54,3200,0.076055762
1400,2.4,54,3400,0.01012805
1400,2.4,54,3600,0.002653945
1400,2.4,54,3800,0.066845503
1400,2.4,54,4000,0.182013901
1400,2.4,56,2000,0.942773938
1400,2.4,56,2200,0.852799405
1400,2.4,56,2400,0.703670241
1400,2.4,56,2600,0.519613087
1400,2.4,56,2800,0.346744029
1400,2.4,56,3000,0.193173198
1400,2.4,56,3200,0.074835066
1400,2.4,56,3400,0.009531265
1400,2.4,56,3600,0.009426008
1400,2.4,56,3800,0.071857988
1400,2.4,56,4000,0.187386909
1400,2.4,58,2000,0.936731438
1400,2.4,58,2200,0.849859327
1400,2.4,58,2400,0.686732608
1400,2.4,58,2600,0.515639547
1400,2.4,58,2800,0.342276486
1400,2.4,58,3000,0.206667941
1400,2.4,58,3200,0.069378082
1400,2.4,58,3400,0.00927337
1400,2.4,58,3600,0.012557455
1400,2.4,58,3800,0.085090991
1400,2.4,58,4000,0.20258231
1400,2.4,60,2000,0.939610889
1400,2.4,60,2200,0.805137534
1400,2.4,60,2400,0.681572861
1400,2.4,60,2600,0.5097043
1400,2.4,60,2800,0.361740849
1400,2.4,60,3000,0.178678031
1400,2.4,60,3200,0.065894832
1400,2.4,60,3400,0.009192628
1400,2.4,60,3600,0.018705901
1400,2.4,60,3800,0.089386712
1400,2.4,60,4000,0.215293593
1400,2.4,62,2000,0.452280747
1400,2.4,62,2200,0.805112492
1400,2.4,62,2400,0.674158781
1400,2.4,62,2600,0.510842347
1400,2.4,62,2800,0.313919654
1400,2.4,62,3000,0.17272326
1400,2.4,62,3200,0.062640391
1400,2.4,62,3400,0.008008408
1400,2.4,62,3600,0.022620917
1400,2.4,62,3800,0.099162249
1400,2.4,62,4000,0.222346743
1400,2.4,64,2000,0.867581639
1400,2.4,64,2200,0.797689442
1400,2.4,64,2400,0.667666459
1400,2.4,64,2600,0.453017022
1400,2.4,64,2800,0.307911685
1400,2.4,64,3000,0.167003293
1400,2.4,64,3200,0.109273694
1400,2.4,64,3400,0.008915374
1400,2.4,64,3600,0.027981149
1400,2.4,64,3800,0.10560148
1400,2.4,64,4000,0.251956595
1400,2.4,66,2000,0.86661015
1400,2.4,66,2200,0.789554832
1400,2.4,66,2400,0.671671429
1400,2.4,66,2600,0.461512992
1400,2.4,66,2800,0.299713477
1400,2.4,66,3000,0.167314025
1400,2.4,66,3200,0.04921737
1400,2.4,66,3400,0.009581884
1400,2.4,66,3600,0.032714628
1400,2.4,66,3800,0.129473071
1400,2.4,66,4000,0.26631008
1400,2.4,68,2000,0.854549244
1400,2.4,68,2200,0.783730554
1400,2.4,68,2400,0.558105506
1400,2.4,68,2600,0.452265206
1400,2.4,68,2800,0.292808598
1400,2.4,68,3000,0.104279916
1400,2.4,68,3200,0.046466697
1400,2.4,68,3400,0.01047761
1400,2.4,68,3600,0.063170041
1400,2.4,68,3800,0.138573361
1400,2.4,68,4000,0.280084288
1400,2.4,70,2000,0.837259144
1400,2.4,70,2200,0.787781335
1400,2.4,70,2400,0.597128894
1400,2.4,70,2600,0.440526385
1400,2.4,70,2800,0.293711089
1400,2.4,70,3000,0.126902682
1400,2.4,70,3200,0.043394817
1400,2.4,70,3400,0.011439733
1400,2.4,70,3600,0.051668193
1400,2.4,70,3800,0.148834935
1400,2.4,70,4000,0.286452215
1400,2.5,50,2000,0.841313595
1400,2.5,50,2200,0.722101479
1400,2.5,50,2400,0.560234597
1400,2.5,50,2600,0.315095744
1400,2.5,50,2800,0.313051402
1400,2.5,50,3000,0.055392911
1400,2.5,50,3200,0.001988871
1400,2.5,50,3400,0.027686129
1400,2.5,50,3600,0.124736823
1400,2.5,50,3800,0.272184601
1400,2.5,50,4000,0.474227619
1400,2.5,52,2000,0.826838743
1400,2.5,52,2200,0.723603258
1400,2.5,52,2400,0.559001926
1400,2.5,52,2600,0.308099412
1400,2.5,52,2800,0.144887851
1400,2.5,52,3000,0.055365781
1400,2.5,52,3200,0.013375241
1400,2.5,52,3400,0.027840166
1400,2.5,52,3600,0.124109848
1400,2.5,52,3800,0.27161806
1400,2.5,52,4000,0.475213434
1400,2.5,54,2000,0.857946487
1400,2.5,54,2200,0.467773032
1400,2.5,54,2400,0.567181207
1400,2.5,54,2600,0.335353382
1400,2.5,54,2800,0.183951915
1400,2.5,54,3000,0.048301707
1400,2.5,54,3200,0.00147834
1400,2.5,54,3400,0.027307942
1400,2.5,54,3600,0.142346802
1400,2.5,54,3800,0.287358379
1400,2.5,54,4000,0.469594791
1400,2.5,56,2000,0.859380053
1400,2.5,56,2200,0.786421963
1400,2.5,56,2400,0.513636433
1400,2.5,56,2600,0.337613305
1400,2.5,56,2800,0.192850181
1400,2.5,56,3000,0.046578412
1400,2.5,56,3200,0.002450497
1400,2.5,56,3400,0.029602502
1400,2.5,56,3600,0.139904103
1400,2.5,56,3800,0.291106482
1400,2.5,56,4000,0.496375834
1400,2.5,58,2000,0.856772098
1400,2.5,58,2200,0.189722246
1400,2.5,58,2400,0.526583189
1400,2.5,58,2600,0.408427457
1400,2.5,58,2800,0.211110966
1400,2.5,58,3000,0.048295814
1400,2.5,58,3200,0.003628194
1400,2.5,58,3400,0.038341843
1400,2.5,58,3600,0.14100999
1400,2.5,58,3800,0.294148571
1400,2.5,58,4000,0.50666317
1400,2.5,60,2000,0.82315549
1400,2.5,60,2200,0.63536167
1400,2.5,60,2400,0.530123691
1400,2.5,60,2600,0.404866229
1400,2.5,60,2800,0.149500897
1400,2.5,60,3000,0.046849083
1400,2.5,60,3200,0.00572314
1400,2.5,60,3400,0.042887517
1400,2.5,60,3600,0.146033177
1400,2.5,60,3800,0.319088401
1400,2.5,60,4000,0.507877382
1400,2.5,62,2000,0.910114618
1400,2.5,62,2200,0.663317521
1400,2.5,62,2400,0.532151678
1400,2.5,62,2600,0.217549267
1400,2.5,62,2800,0.150124494
1400,2.5,62,3000,0.059787761
1400,2.5,62,3200,0.004969569
1400,2.5,62,3400,0.038148618
1400,2.5,62,3600,0.141700296
1400,2.5,62,3800,0.333237068
1400,2.5,62,4000,0.521946101
1400,2.5,64,2000,0.455622408
1400,2.5,64,2200,0.67642386
1400,2.5,64,2400,0.569588034
1400,2.5,64,2600,0.306179648
1400,2.5,64,2800,0.15047484
1400,2.5,64,3000,0.163942928
1400,2.5,64,3200,0.007141199
1400,2.5,64,3400,0.05032562
1400,2.5,64,3600,0.174470062
1400,2.5,64,3800,0.340336129
1400,2.5,64,4000,0.532819982
1400,2.5,66,2000,0.69980868
1400,2.5,66,2200,0.680568466
1400,2.5,66,2400,0.509982878
1400,2.5,66,2600,0.284366706
1400,2.5,66,2800,0.158159707
1400,2.5,66,3000,0.032553886
1400,2.5,66,3200,0.003276839
1400,2.5,66,3400,0.047799377
1400,2.5,66,3600,0.187458817
1400,2.5,66,3800,0.352466925
1400,2.5,66,4000,0.559172135
1400,2.5,68,2000,0.724442846
1400,2.5,68,2200,0.680892052
1400,2.5,68,2400,0.21325026
1400,2.5,68,2600,0.28162485
1400,2.5,68,2800,0.186859772
1400,2.5,68,3000,0.030644798
1400,2.5,68,3200,0.010586514
1400,2.5,68,3400,0.071762259
1400,2.5,68,3600,0.19325736
1400,2.5,68,3800,0.222496811
1400,2.5,68,4000,0.565823926
1400,2.5,70,2000,0.718331178
1400,2.5,70,2200,0.704541554
1400,2.5,70,2400,0.401008046
1400,2.5,70,2600,0.278489917
1400,2.5,70,2800,0.054842407
1400,2.5,70,3000,0.030625119
1400,2.5,70,3200,0.011783406
1400,2.5,70,3400,0.074901182
1400,2.5,70,3600,0.200294496
1400,2.5,70,3800,0.379774669
1400,2.5,70,4000,0.572166775
1400,2.6,50,2000,0.523450371
1400,2.6,50,2200,0.576414044
1400,2.6,50,2400,0.438078461
1400,2.6,50,2600,0.169775497
1400,2.6,50,2800,0.052739997
1400,2.6,50,3000,0.003419823
1400,2.6,50,3200,0.042800674
1400,2.6,50,3400,0.160278369
1400,2.6,50,3600,0.357770228
1400,2.6,50,3800,0.53487499
1400,2.6,50,4000,0.731360755
1400,2.6,52,2000,0.482677141
1400,2.6,52,2200,0.579870317
1400,2.6,52,2400,0.436074389
1400,2.6,52,2600,0.167715873
1400,2.6,52,2800,0.052761839
1400,2.6,52,3000,0.004179164
1400,2.6,52,3200,0.043011172
1400,2.6,52,3400,0.160248253
1400,2.6,52,3600,0.358450019
1400,2.6,52,3800,0.543429145
1400,2.6,52,4000,0.727107923
1400,2.6,54,2000,0.684463178
1400,2.6,54,2200,0.384201361
1400,2.6,54,2400,0.463542606
1400,2.6,54,2600,0.181139033
1400,2.6,54,2800,0.044072499
1400,2.6,54,3000,9.82E-04
1400,2.6,54,3200,0.041083671
1400,2.6,54,3400,0.169237354
1400,2.6,54,3600,0.3542898
1400,2.6,54,3800,0.618939522
1400,2.6,54,4000,0.758739672
1400,2.6,56,2000,0.728681002
1400,2.6,56,2200,0.723895125
1400,2.6,56,2400,0.47221255
1400,2.6,56,2600,0.187646477
1400,2.6,56,2800,0.033394262
1400,2.6,56,3000,0.001616616
1400,2.6,56,3200,0.039725632
1400,2.6,56,3400,0.176622167
1400,2.6,56,3600,0.354456581
1400,2.6,56,3800,0.601673494
1400,2.6,56,4000,0.764970724
1400,2.6,58,2000,0.739017573
1400,2.6,58,2200,0.702026525
1400,2.6,58,2400,0.35112103
1400,2.6,58,2600,0.189639918
1400,2.6,58,2800,0.037454675
1400,2.6,58,3000,0.003144088
1400,2.6,58,3200,0.043070875
1400,2.6,58,3400,0.18102486
1400,2.6,58,3600,0.375280166
1400,2.6,58,3800,0.569584591
1400,2.6,58,4000,0.762346331
1400,2.6,60,2000,0.73411069
1400,2.6,60,2200,0.105006163
1400,2.6,60,2400,0.366631132
1400,2.6,60,2600,0.1717096
1400,2.6,60,2800,0.041221858
1400,2.6,60,3000,0.004807645
1400,2.6,60,3200,0.053827847
1400,2.6,60,3400,0.185071293
1400,2.6,60,3600,0.386233607
1400,2.6,60,3800,0.588250429
1400,2.6,60,4000,0.769935667
1400,2.6,62,2000,0.629367395
1400,2.6,62,2200,0.358998819
1400,2.6,62,2400,0.377692483
1400,2.6,62,2600,0.136327961
1400,2.6,62,2800,0.042818331
1400,2.6,62,3000,0.020429383
1400,2.6,62,3200,0.05980159
1400,2.6,62,3400,0.191917288
1400,2.6,62,3600,0.402463599
1400,2.6,62,3800,0.5938683
1400,2.6,62,4000,0.787735219
1400,2.6,64,2000,0.754142746
1400,2.6,64,2200,0.442966127
1400,2.6,64,2400,0.389004472
1400,2.6,64,2600,0.134666377
1400,2.6,64,2800,0.051086356
1400,2.6,64,3000,0.016269156
1400,2.6,64,3200,0.064517586
1400,2.6,64,3400,0.205677318
1400,2.6,64,3600,0.387656136
1400,2.6,64,3800,0.571081812
1400,2.6,64,4000,0.79538504
1400,2.6,66,2000,0.674032943
1400,2.6,66,2200,0.492826855
1400,2.6,66,2400,0.396109787
1400,2.6,66,2600,0.138304792
1400,2.6,66,2800,0.055917308
1400,2.6,66,3000,0.007240117
1400,2.6,66,3200,0.069122915
1400,2.6,66,3400,0.215123773
1400,2.6,66,3600,0.402350332
1400,2.6,66,3800,0.612655695
1400,2.6,66,4000,0.801580883
1400,2.6,68,2000,0.199142958
1400,2.6,68,2200,0.505806398
1400,2.6,68,2400,0.341562268
1400,2.6,68,2600,0.139838732
1400,2.6,68,2800,0.083550203
1400,2.6,68,3000,0.010040889
1400,2.6,68,3200,0.080597136
1400,2.6,68,3400,0.226789691
1400,2.6,68,3600,0.409640676
1400,2.6,68,3800,0.622795774
1400,2.6,68,4000,0.792594561
1400,2.6,70,2000,0.294583097
1400,2.6,70,2200,0.516388957
1400,2.6,70,2400,0.209716775
1400,2.6,70,2600,0.135548468
1400,2.6,70,2800,0.350415243
1400,2.6,70,3000,0.012026504
1400,2.6,70,3200,0.090733733
1400,2.6,70,3400,0.215642343
1400,2.6,70,3600,0.40696712
1400,2.6,70,3800,0.626503327
1400,2.6,70,4000,0.497898112
1400,2.7,50,2000,0.761858539
1400,2.7,50,2200,0.430793242
1400,2.7,50,2400,0.260088691
1400,2.7,50,2600,0.064164053
1400,2.7,50,2800,0.001952389
1400,2.7,50,3000,0.04073044
1400,2.7,50,3200,0.171776451
1400,2.7,50,3400,0.393850426
1400,2.7,50,3600,0.5874083
1400,2.7,50,3800,0.835862942
1400,2.7,50,4000,0.940642638
1400,2.7,52,2000,0.764551421
1400,2.7,52,2200,0.42377998
1400,2.7,52,2400,0.25968752
1400,2.7,52,2600,0.063521813
1400,2.7,52,2800,0.001982719
1400,2.7,52,3000,0.041020402
1400,2.7,52,3200,0.171920753
1400,2.7,52,3400,0.394497012
1400,2.7,52,3600,0.592473613
1400,2.7,52,3800,0.828042722
1400,2.7,52,4000,0.94101232
1400,2.7,54,2000,0.78639966
1400,2.7,54,2200,0.482370548
1400,2.7,54,2400,0.254518433
1400,2.7,54,2600,0.069435391
