lambda,n,angle,h,TE
1550,2.8,60,2800,0.65938843
1550,2.8,60,3000,0.878801028
1550,2.8,60,3200,0.935019342
1550,2.8,60,3400,0.831204553
1550,2.8,60,3600,0.587112335
1550,2.8,60,3800,0.318809318
1550,2.8,60,4000,0.095347343
1550,2.8,62,2000,0.026755649
1550,2.8,62,2200,9.90E-04
1550,2.8,62,2400,0.155271982
1550,2.8,62,2600,0.40424874
1550,2.8,62,2800,0.655836498
1550,2.8,62,3000,0.869291544
1550,2.8,62,3200,0.925616951
1550,2.8,62,3400,0.823885255
1550,2.8,62,3600,0.589672928
1550,2.8,62,3800,0.290382107
1550,2.8,62,4000,0.093908224
1550,2.8,64,2000,0.02465418
1550,2.8,64,2200,0.008380296
1550,2.8,64,2400,0.150023585
1550,2.8,64,2600,0.405658059
1550,2.8,64,2800,0.6532569
1550,2.8,64,3000,0.85931901
1550,2.8,64,3200,0.738882225
1550,2.8,64,3400,0.816455456
1550,2.8,64,3600,0.580662797
1550,2.8,64,3800,0.314281893
1550,2.8,64,4000,0.085323883
1550,2.8,66,2000,0.022705187
1550,2.8,66,2200,0.0121003
1550,2.8,66,2400,0.147506231
1550,2.8,66,2600,0.412863148
1550,2.8,66,2800,0.649180709
1550,2.8,66,3000,0.848267466
1550,2.8,66,3200,0.899932322
1550,2.8,66,3400,0.802292039
1550,2.8,66,3600,0.566903833
1550,2.8,66,3800,0.306080241
1550,2.8,66,4000,0.084407908
1550,2.8,68,2000,0.020608942
1550,2.8,68,2200,0.013666747
1550,2.8,68,2400,0.147362057
1550,2.8,68,2600,0.464787489
1550,2.8,68,2800,0.625843873
1550,2.8,68,3000,0.834754589
1550,2.8,68,3200,0.878820615
1550,2.8,68,3400,0.777352507
1550,2.8,68,3600,0.548524756
1550,2.8,68,3800,0.273823173
1550,2.8,68,4000,0.078503591
1550,2.8,70,2000,0.017866761
1550,2.8,70,2200,0.011230726
1550,2.8,70,2400,0.147379542
1550,2.8,70,2600,0.228010183
1550,2.8,70,2800,0.62563887
1550,2.8,70,3000,0.817775578
1550,2.8,70,3200,0.860701411
1550,2.8,70,3400,0.755051969
1550,2.8,70,3600,0.559533442
1550,2.8,70,3800,0.269640713
1550,2.8,70,4000,0.072169823
1550,2.9,50,2000,0.017492798
1550,2.9,50,2200,0.08818861
1550,2.9,50,2400,0.295191565
1550,2.9,50,2600,0.644007849
1550,2.9,50,2800,0.834187052
1550,2.9,50,3000,0.941328798
1550,2.9,50,3200,0.888271324
1550,2.9,50,3400,0.652339355
1550,2.9,50,3600,0.394110309
1550,2.9,50,3800,0.143722753
1550,2.9,50,4000,0.013916376
1550,2.9,52,2000,0.017086099
1550,2.9,52,2200,0.070088091
1550,2.9,52,2400,0.274129353
1550,2.9,52,2600,0.427763615
1550,2.9,52,2800,0.808906217
1550,2.9,52,3000,0.937163538
1550,2.9,52,3200,0.895756808
1550,2.9,52,3400,0.696192145
1550,2.9,52,3600,0.409351208
1550,2.9,52,3800,0.160501534
1550,2.9,52,4000,0.016494695
1550,2.9,54,2000,0.046241839
1550,2.9,54,2200,0.058075913
1550,2.9,54,2400,0.261109006
1550,2.9,54,2600,0.553557176
1550,2.9,54,2800,0.799925381
1550,2.9,54,3000,0.933759299
1550,2.9,54,3200,0.888004095
1550,2.9,54,3400,0.707348624
1550,2.9,54,3600,0.434448545
1550,2.9,54,3800,0.160625564
1550,2.9,54,4000,0.015087224
1550,2.9,56,2000,0.007987667
1550,2.9,56,2200,0.050187457
1550,2.9,56,2400,0.254363846
1550,2.9,56,2600,0.532652504
1550,2.9,56,2800,0.811176207
1550,2.9,56,3000,0.929939648
1550,2.9,56,3200,0.903486004
1550,2.9,56,3400,0.713177924
1550,2.9,56,3600,0.428950117
1550,2.9,56,3800,0.166120492
1550,2.9,56,4000,0.01655482
1550,2.9,58,2000,0.005849851
1550,2.9,58,2200,0.045099198
1550,2.9,58,2400,0.252412037
1550,2.9,58,2600,0.522492458
1550,2.9,58,2800,0.758712841
1550,2.9,58,3000,0.923932184
1550,2.9,58,3200,0.900633551
1550,2.9,58,3400,0.714020256
1550,2.9,58,3600,0.436243883
1550,2.9,58,3800,0.17609202
1550,2.9,58,4000,0.008165556
1550,2.9,60,2000,0.007131266
1550,2.9,60,2200,0.042387325
1550,2.9,60,2400,0.249268063
1550,2.9,60,2600,0.515604027
1550,2.9,60,2800,0.756205038
1550,2.9,60,3000,0.91772975
1550,2.9,60,3200,0.895271975
1550,2.9,60,3400,0.70618902
1550,2.9,60,3600,0.435112246
1550,2.9,60,3800,0.174042814
1550,2.9,60,4000,0.014713205
1550,2.9,62,2000,0.002042205
1550,2.9,62,2200,0.041541929
1550,2.9,62,2400,0.242318376
1550,2.9,62,2600,0.510748951
1550,2.9,62,2800,0.712100355
1550,2.9,62,3000,0.909575892
1550,2.9,62,3200,0.886992403
1550,2.9,62,3400,0.703819449
1550,2.9,62,3600,0.429301412
1550,2.9,62,3800,0.151663617
1550,2.9,62,4000,0.017269722
1550,2.9,64,2000,0.022757068
1550,2.9,64,2200,0.04187672
1550,2.9,64,2400,0.236093546
1550,2.9,64,2600,0.508276063
1550,2.9,64,2800,0.767026477
1550,2.9,64,3000,0.89748392
1550,2.9,64,3200,0.876265982
1550,2.9,64,3400,0.693438661
1550,2.9,64,3600,0.253960818
1550,2.9,64,3800,0.161713676
1550,2.9,64,4000,0.014978332
1550,2.9,66,2000,0.038751263
1550,2.9,66,2200,0.042875725
1550,2.9,66,2400,0.231856634
1550,2.9,66,2600,0.513864728
1550,2.9,66,2800,0.749616838
1550,2.9,66,3000,0.884642921
1550,2.9,66,3200,0.850719242
1550,2.9,66,3400,0.679534761
1550,2.9,66,3600,0.418431664
1550,2.9,66,3800,0.155147671
1550,2.9,66,4000,0.013308936
1550,2.9,68,2000,0.014380232
1550,2.9,68,2200,0.044321743
1550,2.9,68,2400,0.228541425
1550,2.9,68,2600,0.631378277
1550,2.9,68,2800,0.735695072
1550,2.9,68,3000,0.868353406
1550,2.9,68,3200,0.855370942
1550,2.9,68,3400,0.662329145
1550,2.9,68,3600,0.387937255
1550,2.9,68,3800,0.133215581
1550,2.9,68,4000,0.011956399
1550,2.9,70,2000,0.009534843
1550,2.9,70,2200,0.046139506
1550,2.9,70,2400,0.22508818
1550,2.9,70,2600,0.372139438
1550,2.9,70,2800,0.719889572
1550,2.9,70,3000,0.848154741
1550,2.9,70,3200,0.820148837
1550,2.9,70,3400,0.64174238
1550,2.9,70,3600,0.380703417
1550,2.9,70,3800,0.144823503
1550,2.9,70,4000,3.80E-04
1550,3,50,2000,0.019021727
1550,3,50,2200,0.100710433
1550,3,50,2400,0.390418656
1550,3,50,2600,0.658765486
1550,3,50,2800,0.887021961
1550,3,50,3000,0.943028462
1550,3,50,3200,0.812963396
1550,3,50,3400,0.583019557
1550,3,50,3600,0.261628276
1550,3,50,3800,0.056563872
1550,3,50,4000,0.016639416
1550,3,52,2000,0.011381044
1550,3,52,2200,0.13726204
1550,3,52,2400,0.369281664
1550,3,52,2600,0.642755459
1550,3,52,2800,0.874885274
1550,3,52,3000,0.937648811
1550,3,52,3200,0.815102005
1550,3,52,3400,0.566429988
1550,3,52,3600,0.281526911
1550,3,52,3800,0.060504277
1550,3,52,4000,0.009695836
1550,3,54,2000,0.007199732
1550,3,54,2200,0.112489688
1550,3,54,2400,0.357401855
1550,3,54,2600,0.690792383
1550,3,54,2800,0.867789754
1550,3,54,3000,0.937113349
1550,3,54,3200,0.821708198
1550,3,54,3400,0.577057911
1550,3,54,3600,0.239397857
1550,3,54,3800,0.064923822
1550,3,54,4000,0.005629076
1550,3,56,2000,0.005158161
1550,3,56,2200,0.10251967
1550,3,56,2400,0.36231736
1550,3,56,2600,0.633720466
1550,3,56,2800,0.883890672
1550,3,56,3000,0.924168132
1550,3,56,3200,0.846622023
1550,3,56,3400,0.588937987
1550,3,56,3600,0.302789968
1550,3,56,3800,0.068978918
1550,3,56,4000,0.003774528
1550,3,58,2000,0.004549101
1550,3,58,2200,0.096527842
1550,3,58,2400,0.276561261
1550,3,58,2600,0.623399005
1550,3,58,2800,0.842736681
1550,3,58,3000,0.926656336
1550,3,58,3200,0.829208864
1550,3,58,3400,0.569293766
1550,3,58,3600,0.293331539
1550,3,58,3800,0.076095209
1550,3,58,4000,0.003027898
1550,3,60,2000,0.003888907
1550,3,60,2200,0.092827406
1550,3,60,2400,0.290906943
1550,3,60,2600,0.615834547
1550,3,60,2800,0.836359083
1550,3,60,3000,0.920777641
1550,3,60,3200,0.824032558
1550,3,60,3400,0.571478808
1550,3,60,3600,0.291892261
1550,3,60,3800,0.084073891
1550,3,60,4000,0.002472113
1550,3,62,2000,0.002486367
1550,3,62,2200,0.090749536
1550,3,62,2400,0.457476633
1550,3,62,2600,0.609682156
1550,3,62,2800,0.82079769
1550,3,62,3000,0.912051857
1550,3,62,3200,0.818067686
1550,3,62,3400,0.379794622
1550,3,62,3600,0.290582531
1550,3,62,3800,0.070575157
1550,3,62,4000,0.00212536
1550,3,64,2000,0.00124235
1550,3,64,2200,0.090002519
1550,3,64,2400,0.333219497
1550,3,64,2600,0.606285589
1550,3,64,2800,0.832127935
1550,3,64,3000,0.884740439
1550,3,64,3200,0.789129449
1550,3,64,3400,0.568934911
1550,3,64,3600,0.335415342
1550,3,64,3800,0.065923646
1550,3,64,4000,0.001869634
1550,3,66,2000,5.50E-04
1550,3,66,2200,0.090768183
1550,3,66,2400,0.320668184
1550,3,66,2600,0.672980829
1550,3,66,2800,0.813720669
1550,3,66,3000,0.887371952
1550,3,66,3200,0.783694913
1550,3,66,3400,0.554816593
1550,3,66,3600,0.230717492
1550,3,66,3800,0.062084043
1550,3,66,4000,0.002197366
1550,3,68,2000,2.64E-04
1550,3,68,2200,0.094886463
1550,3,68,2400,0.31342257
1550,3,68,2600,0.561760629
1550,3,68,2800,0.797604211
1550,3,68,3000,0.869972946
1550,3,68,3200,0.765017319
1550,3,68,3400,0.5399403
1550,3,68,3600,0.286013311
1550,3,68,3800,0.058243547
1550,3,68,4000,0.002982068
1550,3,70,2000,2.19E-04
1550,3,70,2200,0.121438146
1550,3,70,2400,0.306609166
1550,3,70,2600,0.554268869
1550,3,70,2800,0.778734211
1550,3,70,3000,0.848695548
1550,3,70,3200,0.734945634
1550,3,70,3400,0.523939549
1550,3,70,3600,0.257805441
1550,3,70,3800,0.054829647
1550,3,70,4000,0.003898161
1550,3.1,50,2000,0.032565903
1550,3.1,50,2200,0.196082453
1550,3.1,50,2400,0.490680113
1550,3.1,50,2600,0.749288539
1550,3.1,50,2800,0.920430882
1550,3.1,50,3000,0.913266275
1550,3.1,50,3200,0.662124753
1550,3.1,50,3400,0.418813078
1550,3.1,50,3600,0.127202173
1550,3.1,50,3800,0.014247787
1550,3.1,50,4000,0.071430818
1550,3.1,52,2000,0.022712434
1550,3.1,52,2200,0.176183449
1550,3.1,52,2400,0.490200183
1550,3.1,52,2600,0.731929633
1550,3.1,52,2800,0.913197166
1550,3.1,52,3000,0.908862401
1550,3.1,52,3200,0.719569417
1550,3.1,52,3400,0.433867916
1550,3.1,52,3600,0.151915741
1550,3.1,52,3800,0.013447375
1550,3.1,52,4000,0.063539871
1550,3.1,54,2000,0.016304549
1550,3.1,54,2200,0.161512574
1550,3.1,54,2400,0.421999036
1550,3.1,54,2600,0.715186242
1550,3.1,54,2800,0.910141736
1550,3.1,54,3000,0.912167887
1550,3.1,54,3200,0.728003128
1550,3.1,54,3400,0.434481327
1550,3.1,54,3600,0.162818092
1550,3.1,54,3800,0.013556971
1550,3.1,54,4000,0.052630257
1550,3.1,56,2000,0.012064288
1550,3.1,56,2200,0.128300027
1550,3.1,56,2400,0.420480242
1550,3.1,56,2600,0.755686161
1550,3.1,56,2800,0.889774602
1550,3.1,56,3000,0.895589027
1550,3.1,56,3200,0.730045143
1550,3.1,56,3400,0.439991887
1550,3.1,56,3600,0.16970242
1550,3.1,56,3800,0.01314899
1550,3.1,56,4000,0.045551131
1550,3.1,58,2000,0.009228089
1550,3.1,58,2200,0.160544066
1550,3.1,58,2400,0.413593089
1550,3.1,58,2600,0.714610104
1550,3.1,58,2800,0.888172521
1550,3.1,58,3000,0.898812586
1550,3.1,58,3200,0.747467033
1550,3.1,58,3400,0.443438335
1550,3.1,58,3600,0.174557356
1550,3.1,58,3800,0.012555869
1550,3.1,58,4000,0.041710728
1550,3.1,60,2000,0.007350446
1550,3.1,60,2200,0.153856192
1550,3.1,60,2400,0.406652309
1550,3.1,60,2600,0.705628489
1550,3.1,60,2800,0.880605171
1550,3.1,60,3000,0.893578222
1550,3.1,60,3200,0.733651277
1550,3.1,60,3400,0.442368443
1550,3.1,60,3600,0.175124897
1550,3.1,60,3800,0.012218115
1550,3.1,60,4000,0.040152823
1550,3.1,62,2000,0.006145898
1550,3.1,62,2200,0.162751606
1550,3.1,62,2400,0.399520933
1550,3.1,62,2600,0.703026066
1550,3.1,62,2800,0.870064506
1550,3.1,62,3000,0.884379267
1550,3.1,62,3200,0.714053682
1550,3.1,62,3400,0.43752406
1550,3.1,62,3600,0.170349476
1550,3.1,62,3800,0.012050028
1550,3.1,62,4000,0.040386497
1550,3.1,64,2000,0.005413915
1550,3.1,64,2200,0.127976245
1550,3.1,64,2400,0.390869945
1550,3.1,64,2600,0.593192121
1550,3.1,64,2800,0.844037033
1550,3.1,64,3000,0.849180092
1550,3.1,64,3200,0.708206361
1550,3.1,64,3400,0.429276741
1550,3.1,64,3600,0.163759869
1550,3.1,64,3800,0.011884649
1550,3.1,64,4000,0.041956695
1550,3.1,66,2000,0.005000757
1550,3.1,66,2200,0.132972101
1550,3.1,66,2400,0.375348474
1550,3.1,66,2600,0.659248677
1550,3.1,66,2800,0.852700467
1550,3.1,66,3000,0.864330417
1550,3.1,66,3200,0.694342521
1550,3.1,66,3400,0.419805751
1550,3.1,66,3600,0.156113955
1550,3.1,66,3800,0.011167111
1550,3.1,66,4000,0.044794111
1550,3.1,68,2000,0.00477744
1550,3.1,68,2200,0.132168759
1550,3.1,68,2400,0.100965687
1550,3.1,68,2600,0.650873398
1550,3.1,68,2800,0.83343108
1550,3.1,68,3000,0.845750902
1550,3.1,68,3200,0.676125662
1550,3.1,68,3400,0.41183076
1550,3.1,68,3600,0.146716568
1550,3.1,68,3800,0.009880175
1550,3.1,68,4000,0.048863409
1550,3.1,70,2000,0.004625366
1550,3.1,70,2200,0.130131569
1550,3.1,70,2400,0.403165411
1550,3.1,70,2600,0.63654273
1550,3.1,70,2800,0.812092157
1550,3.1,70,3000,0.824381861
1550,3.1,70,3200,0.652328239
1550,3.1,70,3400,0.398143833
1550,3.1,70,3600,0.133891491
1550,3.1,70,3800,0.008415747
1550,3.1,70,4000,0.05091719
1550,3.2,50,2000,0.05299515
1550,3.2,50,2200,0.267058748
1550,3.2,50,2400,0.533724774
1550,3.2,50,2600,0.816524862
1550,3.2,50,2800,0.928666989
1550,3.2,50,3000,0.861298341
1550,3.2,50,3200,0.554738802
1550,3.2,50,3400,0.309346417
1550,3.2,50,3600,0.069862781
1550,3.2,50,3800,0.015083783
1550,3.2,50,4000,0.236238756
1550,3.2,52,2000,0.032252401
1550,3.2,52,2200,0.248399771
1550,3.2,52,2400,0.532526541
1550,3.2,52,2600,0.800525733
1550,3.2,52,2800,0.885204459
1550,3.2,52,3000,0.861489801
1550,3.2,52,3200,0.607576491
1550,3.2,52,3400,0.320287063
1550,3.2,52,3600,0.075300433
1550,3.2,52,3800,0.008813076
1550,3.2,52,4000,0.14519865
1550,3.2,54,2000,0.058113209
1550,3.2,54,2200,0.246922557
1550,3.2,54,2400,0.518278727
1550,3.2,54,2600,0.78727682
1550,3.2,54,2800,0.912407809
1550,3.2,54,3000,0.869125833
1550,3.2,54,3200,0.621099031
1550,3.2,54,3400,0.324599735
1550,3.2,54,3600,0.081930528
1550,3.2,54,3800,0.005219307
1550,3.2,54,4000,0.137200184
1550,3.2,56,2000,0.037676485
1550,3.2,56,2200,0.172744921
1550,3.2,56,2400,0.507319278
1550,3.2,56,2600,0.77199398
1550,3.2,56,2800,0.911162452
1550,3.2,56,3000,0.319815771
1550,3.2,56,3200,0.628592839
1550,3.2,56,3400,0.323197792
1550,3.2,56,3600,0.086372417
1550,3.2,56,3800,0.003030679
1550,3.2,56,4000,0.088414462
1550,3.2,58,2000,0.031732178
1550,3.2,58,2200,0.194049213
1550,3.2,58,2400,0.49837522
1550,3.2,58,2600,0.74081876
1550,3.2,58,2800,0.906033429
1550,3.2,58,3000,0.830613495
1550,3.2,58,3200,0.63309857
1550,3.2,58,3400,0.321335077
1550,3.2,58,3600,0.088720278
1550,3.2,58,3800,0.001308651
1550,3.2,58,4000,0.113237965
1550,3.2,60,2000,0.028624077
1550,3.2,60,2200,0.190213118
1550,3.2,60,2400,0.490620769
1550,3.2,60,2600,0.711548518
1550,3.2,60,2800,0.898748748
1550,3.2,60,3000,0.82940356
1550,3.2,60,3200,0.63154099
1550,3.2,60,3400,0.319805382
1550,3.2,60,3600,0.088752887
1550,3.2,60,3800,0.001823264
1550,3.2,60,4000,0.11162649
1550,3.2,62,2000,0.027220748
1550,3.2,62,2200,0.180184056
1550,3.2,62,2400,0.483403515
1550,3.2,62,2600,0.735128386
1550,3.2,62,2800,0.889359461
1550,3.2,62,3000,0.80403515
1550,3.2,62,3200,0.622039133
1550,3.2,62,3400,0.318012647
1550,3.2,62,3600,0.086608534
1550,3.2,62,3800,9.05E-04
1550,3.2,62,4000,0.106729614
1550,3.2,64,2000,0.027800252
1550,3.2,64,2200,0.072071278
1550,3.2,64,2400,0.47615451
1550,3.2,64,2600,0.735277945
1550,3.2,64,2800,0.877675054
1550,3.2,64,3000,0.847974388
1550,3.2,64,3200,0.609179516
1550,3.2,64,3400,0.315715398
1550,3.2,64,3600,0.08283025
1550,3.2,64,3800,7.65E-04
1550,3.2,64,4000,0.162261118
1550,3.2,66,2000,0.036523392
1550,3.2,66,2200,0.207751863
1550,3.2,66,2400,0.468356866
1550,3.2,66,2600,0.726355268
1550,3.2,66,2800,0.863293854
1550,3.2,66,3000,0.823219413
1550,3.2,66,3200,0.593872872
1550,3.2,66,3400,0.311432057
1550,3.2,66,3600,0.077845946
1550,3.2,66,3800,8.65E-04
1550,3.2,66,4000,0.124050244
1550,3.2,68,2000,0.005322902
1550,3.2,68,2200,0.194463363
1550,3.2,68,2400,0.459617667
1550,3.2,68,2600,0.712875234
1550,3.2,68,2800,0.841885662
1550,3.2,68,3000,0.802032571
1550,3.2,68,3200,0.57500003
1550,3.2,68,3400,0.303597868
1550,3.2,68,3600,0.071793994
1550,3.2,68,3800,0.001144114
1550,3.2,68,4000,0.122652088
1550,3.2,70,2000,0.014847025
1550,3.2,70,2200,0.187308441
1550,3.2,70,2400,0.450426767
1550,3.2,70,2600,0.695360544
1550,3.2,70,2800,0.80911785
1550,3.2,70,3000,0.779710181
1550,3.2,70,3200,0.550243305
1550,3.2,70,3400,0.292553344
1550,3.2,70,3600,0.0651765
1550,3.2,70,3800,0.001555959
1550,3.2,70,4000,0.123551723
1550,3.3,50,2000,0.095286745
1550,3.3,50,2200,0.304547893
1550,3.3,50,2400,0.621122187
1550,3.3,50,2600,0.872146636
1550,3.3,50,2800,0.925991827
1550,3.3,50,3000,0.789536547
1550,3.3,50,3200,0.613726721
1550,3.3,50,3400,0.211476195
1550,3.3,50,3600,0.027176957
1550,3.3,50,3800,0.042611314
1550,3.3,50,4000,0.268399823
1550,3.3,52,2000,0.083700949
1550,3.3,52,2200,0.292622851
1550,3.3,52,2400,0.597728908
1550,3.3,52,2600,0.857286931
1550,3.3,52,2800,0.919066885
1550,3.3,52,3000,0.795814261
1550,3.3,52,3200,0.469880593
1550,3.3,52,3400,0.218382604
1550,3.3,52,3600,0.022868806
1550,3.3,52,3800,0.036912504
1550,3.3,52,4000,0.250498607
1550,3.3,54,2000,0.097770702
1550,3.3,54,2200,0.280994126
1550,3.3,54,2400,0.568142132
1550,3.3,54,2600,0.846637512
1550,3.3,54,2800,0.913121104
1550,3.3,54,3000,0.803489619
1550,3.3,54,3200,0.510876628
1550,3.3,54,3400,0.221923457
1550,3.3,54,3600,0.035867188
1550,3.3,54,3800,0.022566873
1550,3.3,54,4000,0.238635069
1550,3.3,56,2000,0.027973176
1550,3.3,56,2200,0.271350383
1550,3.3,56,2400,0.647364066
1550,3.3,56,2600,0.838654593
1550,3.3,56,2800,0.908605302
1550,3.3,56,3000,0.811180821
1550,3.3,56,3200,0.522652799
1550,3.3,56,3400,0.220577724
1550,3.3,56,3600,0.032695759
1550,3.3,56,3800,0.03233755
1550,3.3,56,4000,0.231024075
1550,3.3,58,2000,0.037947004
1550,3.3,58,2200,0.263420276
1550,3.3,58,2400,0.601501493
1550,3.3,58,2600,0.846387492
1550,3.3,58,2800,0.903401343
1550,3.3,58,3000,0.816264294
1550,3.3,58,3200,0.526594397
1550,3.3,58,3400,0.215432148
1550,3.3,58,3600,0.03222917
1550,3.3,58,3800,0.028433576
1550,3.3,58,4000,0.230194458
1550,3.3,60,2000,0.035834009
1550,3.3,60,2200,0.25668398
1550,3.3,60,2400,0.590368897
1550,3.3,60,2600,0.799474673
1550,3.3,60,2800,0.896573599
1550,3.3,60,3000,0.812863855
1550,3.3,60,3200,0.524657392
1550,3.3,60,3400,0.21280328
1550,3.3,60,3600,0.031776298
1550,3.3,60,3800,0.026853743
1550,3.3,60,4000,0.269730724
1550,3.3,62,2000,0.029424222
1550,3.3,62,2200,0.250633937
1550,3.3,62,2400,0.595934841
1550,3.3,62,2600,0.811085418
1550,3.3,62,2800,0.887849846
1550,3.3,62,3000,0.800223909
1550,3.3,62,3200,0.517464264
1550,3.3,62,3400,0.214497908
1550,3.3,62,3600,0.031128647
1550,3.3,62,3800,0.026596015
1550,3.3,62,4000,0.221145206
1550,3.3,64,2000,0.01332707
1550,3.3,64,2200,0.244785929
1550,3.3,64,2400,0.302561373
1550,3.3,64,2600,0.79568534
1550,3.3,64,2800,0.877155717
1550,3.3,64,3000,0.783157373
1550,3.3,64,3200,0.505636065
1550,3.3,64,3400,0.215001931
1550,3.3,64,3600,0.030568259
1550,3.3,64,3800,0.028542276
1550,3.3,64,4000,0.218938285
1550,3.3,66,2000,0.080971551
1550,3.3,66,2200,0.238651639
1550,3.3,66,2400,0.509974132
1550,3.3,66,2600,0.780937632
1550,3.3,66,2800,0.864329628
1550,3.3,66,3000,0.764610501
1550,3.3,66,3200,0.488679335
1550,3.3,66,3400,0.212087871
1550,3.3,66,3600,0.031955244
1550,3.3,66,3800,0.01809809
1550,3.3,66,4000,0.218091286
1550,3.3,68,2000,0.055767392
1550,3.3,68,2200,0.231704717
1550,3.3,68,2400,0.513182938
1550,3.3,68,2600,0.763750396
1550,3.3,68,2800,0.848546763
1550,3.3,68,3000,0.744501727
1550,3.3,68,3200,0.462265196
1550,3.3,68,3400,0.206378887
1550,3.3,68,3600,0.00799849
1550,3.3,68,3800,0.024024024
1550,3.3,68,4000,0.21736616
1550,3.3,70,2000,0.049512597
1550,3.3,70,2200,0.223354372
1550,3.3,70,2400,0.504732201
1550,3.3,70,2600,0.743044285
1550,3.3,70,2800,0.827974596
1550,3.3,70,3000,0.721929978
1550,3.3,70,3200,0.395806605
1550,3.3,70,3400,0.198696202
1550,3.3,70,3600,0.018984593
1550,3.3,70,3800,0.025075893
1550,3.3,70,4000,0.216125279
1550,3.4,50,2000,0.118489994
1550,3.4,50,2200,0.376752375
1550,3.4,50,2400,0.695853316
1550,3.4,50,2600,0.852062484
1550,3.4,50,2800,0.899818148
1550,3.4,50,3000,0.708569786
1550,3.4,50,3200,0.430784547
1550,3.4,50,3400,0.133436441
1550,3.4,50,3600,0.013757866
1550,3.4,50,3800,0.123891147
1550,3.4,50,4000,0.380518477
1550,3.4,52,2000,0.103581593
1550,3.4,52,2200,0.346145551
1550,3.4,52,2400,0.674901879
1550,3.4,52,2600,0.846130694
1550,3.4,52,2800,0.885867814
1550,3.4,52,3000,0.718372983
1550,3.4,52,3200,0.452488533
1550,3.4,52,3400,0.137053649
1550,3.4,52,3600,0.008536859
1550,3.4,52,3800,0.081869295
1550,3.4,52,4000,0.363420326
1550,3.4,54,2000,0.093233935
1550,3.4,54,2200,0.29163234
1550,3.4,54,2400,0.658426482
1550,3.4,54,2600,0.852993689
1550,3.4,54,2800,0.872409361
1550,3.4,54,3000,0.725262634
1550,3.4,54,3200,0.392297562
1550,3.4,54,3400,0.139562759
1550,3.4,54,3600,0.004002145
1550,3.4,54,3800,0.09017508
1550,3.4,54,4000,0.348982796
1550,3.4,56,2000,0.085773853
1550,3.4,56,2200,0.407991787
1550,3.4,56,2400,0.641807161
1550,3.4,56,2600,0.853382459
1550,3.4,56,2800,0.867707906
1550,3.4,56,3000,0.728938069
1550,3.4,56,3200,0.420241219
1550,3.4,56,3400,0.139203855
1550,3.4,56,3600,0.007668889
1550,3.4,56,3800,0.084216792
1550,3.4,56,4000,0.324083603
1550,3.4,58,2000,0.080246532
1550,3.4,58,2200,0.356788175
1550,3.4,58,2400,0.620285281
1550,3.4,58,2600,0.848135785
1550,3.4,58,2800,0.86500165
1550,3.4,58,3000,0.729004487
1550,3.4,58,3200,0.424183145
1550,3.4,58,3400,0.131543133
1550,3.4,58,3600,0.00564475
1550,3.4,58,3800,0.080522698
1550,3.4,58,4000,0.361421376
1550,3.4,60,2000,0.076050725
1550,3.4,60,2200,0.343615732
1550,3.4,60,2400,0.604584954
1550,3.4,60,2600,0.839206955
1550,3.4,60,2800,0.860461947
1550,3.4,60,3000,0.725192377
1550,3.4,60,3200,0.422488521
1550,3.4,60,3400,0.124473145
1550,3.4,60,3600,0.004814537
1550,3.4,60,3800,0.078334955
1550,3.4,60,4000,0.35114701
1550,3.4,62,2000,0.072766448
1550,3.4,62,2200,0.34122473
1550,3.4,62,2400,0.60596912
1550,3.4,62,2600,0.827058444
1550,3.4,62,2800,0.853780091
1550,3.4,62,3000,0.71757919
1550,3.4,62,3200,0.416509624
1550,3.4,62,3400,0.133322702
