lambda (nm),n,alpha (deg),f,TM
1600,1.9,32,0.32,0.413680462
1600,1.9,32,0.34,0.500303611
1600,1.9,32,0.36,0.580795454
1600,1.9,32,0.38,0.651706547
1600,1.9,32,0.4,0.711564036
1600,1.9,32,0.42,0.760587625
1600,1.9,32,0.44,0.799926336
1600,1.9,32,0.46,0.831018678
1600,1.9,32,0.48,0.855237477
1600,1.9,32,0.5,0.873900853
1600,1.9,34,0.3,0.339892096
1600,1.9,34,0.32,0.429972252
1600,1.9,34,0.34,0.519004932
1600,1.9,34,0.36,0.601573487
1600,1.9,34,0.38,0.674237509
1600,1.9,34,0.4,0.735548538
1600,1.9,34,0.42,0.785765178
1600,1.9,34,0.44,0.826069632
1600,1.9,34,0.46,0.857916456
1600,1.9,34,0.48,0.882695189
1600,1.9,34,0.5,0.901747374
1600,1.9,36,0.3,0.348176086
1600,1.9,36,0.32,0.440127158
1600,1.9,36,0.34,0.530884106
1600,1.9,36,0.36,0.614959019
1600,1.9,36,0.38,0.688890042
1600,1.9,36,0.4,0.751227649
1600,1.9,36,0.42,0.802249661
1600,1.9,36,0.44,0.843170476
1600,1.9,36,0.46,0.875461466
1600,1.9,36,0.48,0.900544516
1600,1.9,36,0.5,0.919782865
1600,1.9,38,0.3,0.35126316
1600,1.9,38,0.32,0.44428121
1600,1.9,38,0.34,0.536086702
1600,1.9,38,0.36,0.621113458
1600,1.9,38,0.38,0.695847845
1600,1.9,38,0.4,0.758817157
1600,1.9,38,0.42,0.810296288
1600,1.9,38,0.44,0.851527665
1600,1.9,38,0.46,0.883998985
1600,1.9,38,0.48,0.909177179
1600,1.9,38,0.5,0.928442185
1600,1.9,40,0.3,0.349472234
1600,1.9,40,0.32,0.442772833
1600,1.9,40,0.34,0.53496755
1600,1.9,40,0.36,0.620409385
1600,1.9,40,0.38,0.695505264
1600,1.9,40,0.4,0.758739735
1600,1.9,40,0.42,0.810362212
1600,1.9,40,0.44,0.851636207
1600,1.9,40,0.46,0.884063832
1600,1.9,40,0.48,0.909165892
1600,1.9,40,0.5,0.928332991
1600,1.9,42,0.3,0.343284098
1600,1.9,42,0.32,0.43611055
1600,1.9,42,0.34,0.52805065
1600,1.9,42,0.36,0.61338111
1600,1.9,42,0.38,0.688408479
1600,1.9,42,0.4,0.751557842
1600,1.9,42,0.42,0.803032889
1600,1.9,42,0.44,0.844109456
1600,1.9,42,0.46,0.876300659
1600,1.9,42,0.48,0.901185528
1600,1.9,42,0.5,0.920159758
1600,1.9,44,0.3,0.333307
1600,1.9,44,0.32,0.424941021
1600,1.9,44,0.34,0.515999817
1600,1.9,44,0.36,0.600697006
1600,1.9,44,0.38,0.675227861
1600,1.9,44,0.4,0.737945116
1600,1.9,44,0.42,0.788991467
1600,1.9,44,0.44,0.82964589
1600,1.9,44,0.46,0.861428066
1600,1.9,44,0.48,0.88597509
1600,1.9,44,0.5,0.904683725
1600,1.9,46,0.3,0.32023684
1600,1.9,46,0.32,0.410015992
1600,1.9,46,0.34,0.499594665
1600,1.9,46,0.36,0.583144368
1600,1.9,46,0.38,0.65674928
1600,1.9,46,0.4,0.71868198
1600,1.9,46,0.42,0.769015913
1600,1.9,46,0.44,0.809025289
1600,1.9,46,0.46,0.840232076
1600,1.9,46,0.48,0.864327474
1600,1.9,46,0.5,0.88270779
1600,1.9,48,0.3,0.304811849
1600,1.9,48,0.32,0.39215299
1600,1.9,48,0.34,0.479701421
1600,1.9,48,0.36,0.561611833
1600,1.9,48,0.38,0.633866714
1600,1.9,48,0.4,0.694656519
1600,1.9,48,0.42,0.743985093
1600,1.9,48,0.44,0.783116927
1600,1.9,48,0.46,0.813573878
1600,1.9,48,0.48,0.837094883
1600,1.9,48,0.5,0.85507755
1600,1.9,50,0.3,0.287763726
1600,1.9,50,0.32,0.37218754
1600,1.9,50,0.34,0.457231499
1600,1.9,50,0.36,0.537057827
1600,1.9,50,0.38,0.607561413
1600,1.9,50,0.4,0.666853989
1600,1.9,50,0.42,0.714876706
1600,1.9,50,0.44,0.752883546
1600,1.9,50,0.46,0.78239738
1600,1.9,50,0.48,0.805197974
1600,1.9,50,0.5,0.822689568
1600,2,30,0.3,0.351876427
1600,2,30,0.32,0.44385044
1600,2,30,0.34,0.532166667
1600,2,30,0.36,0.611142717
1600,2,30,0.38,0.677897055
1600,2,30,0.4,0.731930864
1600,2,30,0.42,0.774335359
1600,2,30,0.44,0.806906712
1600,2,30,0.46,0.831593416
1600,2,30,0.48,0.850042569
1600,2,30,0.5,0.863724519
1600,2,32,0.3,0.371378644
1600,2,32,0.32,0.466624437
1600,2,32,0.34,0.557765445
1600,2,32,0.36,0.639128641
1600,2,32,0.38,0.707893136
1600,2,32,0.4,0.763655475
1600,2,32,0.42,0.807533108
1600,2,32,0.44,0.841329542
1600,2,32,0.46,0.867027199
1600,2,32,0.48,0.886271094
1600,2,32,0.5,0.900522588
1600,2,34,0.3,0.38550757
1600,2,34,0.32,0.483313462
1600,2,34,0.34,0.576687994
1600,2,34,0.36,0.659935963
1600,2,34,0.38,0.730253805
1600,2,34,0.4,0.787307722
1600,2,34,0.42,0.832240817
1600,2,34,0.44,0.866871684
1600,2,34,0.46,0.893224663
1600,2,34,0.48,0.912955167
1600,2,34,0.5,0.927528721
1600,2,36,0.3,0.394205363
1600,2,36,0.32,0.493839051
1600,2,36,0.34,0.588838021
1600,2,36,0.36,0.673461541
1600,2,36,0.38,0.744882838
1600,2,36,0.4,0.802812558
1600,2,36,0.42,0.848416017
1600,2,36,0.44,0.883535004
1600,2,36,0.46,0.91023804
1600,2,36,0.48,0.930202944
1600,2,36,0.5,0.944909265
1600,2,38,0.3,0.397607513
1600,2,38,0.32,0.498341709
1600,2,38,0.34,0.59436538
1600,2,38,0.36,0.67987257
1600,2,38,0.38,0.751974369
1600,2,38,0.4,0.810399813
1600,2,38,0.42,0.856329603
1600,2,38,0.44,0.891635905
1600,2,38,0.46,0.91842965
1600,2,38,0.48,0.938421972
1600,2,38,0.5,0.953113731
1600,2,40,0.3,0.396028088
1600,2,40,0.32,0.497150258
1600,2,40,0.34,0.593613795
1600,2,40,0.36,0.679531099
1600,2,40,0.38,0.751916631
1600,2,40,0.4,0.810491519
1600,2,40,0.42,0.856442344
1600,2,40,0.44,0.891676416
1600,2,40,0.46,0.918342774
1600,2,40,0.48,0.938194433
1600,2,40,0.5,0.952758717
1600,2,42,0.3,0.389933203
1600,2,42,0.32,0.490748434
1600,2,42,0.34,0.58707801
1600,2,42,0.36,0.672941276
1600,2,42,0.38,0.74522991
1600,2,42,0.4,0.803632167
1600,2,42,0.42,0.849329709
1600,2,42,0.44,0.884266208
1600,2,42,0.46,0.910623117
1600,2,42,0.48,0.930200365
1600,2,42,0.5,0.944554977
1600,2,44,0.3,0.379911298
1600,2,44,0.32,0.479747819
1600,2,44,0.34,0.575378117
1600,2,44,0.36,0.660724058
1600,2,44,0.38,0.732539847
1600,2,44,0.4,0.790459362
1600,2,44,0.42,0.835649162
1600,2,44,0.44,0.870086708
1600,2,44,0.46,0.895979842
1600,2,44,0.48,0.915176295
1600,2,44,0.5,0.929264307
1600,2,46,0.3,0.366640344
1600,2,46,0.32,0.464863406
1600,2,46,0.34,0.559243563
1600,2,46,0.36,0.64360856
1600,2,46,0.38,0.714573018
1600,2,46,0.4,0.771700681
1600,2,46,0.42,0.816135623
1600,2,46,0.44,0.849883666
1600,2,46,0.46,0.875173851
1600,2,46,0.48,0.893898723
1600,2,46,0.5,0.907677925
1600,2,48,0.3,0.350849257
1600,2,48,0.32,0.446883751
1600,2,48,0.34,0.539494171
1600,2,48,0.36,0.622423936
1600,2,48,0.38,0.692157088
1600,2,48,0.4,0.74817895
1600,2,48,0.42,0.791608542
1600,2,48,0.44,0.824473712
1600,2,48,0.46,0.849021538
1600,2,48,0.48,0.867183741
1600,2,48,0.5,0.880610828
1600,2,50,0.3,0.333273198
1600,2,50,0.32,0.426630704
1600,2,50,0.34,0.517008568
1600,2,50,0.36,0.598078547
1600,2,50,0.38,0.666210123
1600,2,50,0.4,0.720809846
1600,2,50,0.42,0.76297512
1600,2,50,0.44,0.794751039
1600,2,50,0.46,0.818402479
1600,2,50,0.48,0.83589397
1600,2,50,0.5,0.848906287
1600,2.1,30,0.3,0.402462974
1600,2.1,30,0.32,0.501075244
1600,2.1,30,0.34,0.591427208
1600,2.1,30,0.36,0.668196156
1600,2.1,30,0.38,0.729815012
1600,2.1,30,0.4,0.777184051
1600,2.1,30,0.42,0.812440816
1600,2.1,30,0.44,0.838037369
1600,2.1,30,0.46,0.856215965
1600,2.1,30,0.48,0.868909441
1600,2.1,30,0.5,0.877728959
1600,2.1,32,0.3,0.422497722
1600,2.1,32,0.32,0.524106748
1600,2.1,32,0.34,0.616977159
1600,2.1,32,0.36,0.69586689
1600,2.1,32,0.38,0.759294966
1600,2.1,32,0.4,0.808211003
1600,2.1,32,0.42,0.844793673
1600,2.1,32,0.44,0.871502019
1600,2.1,32,0.46,0.8905785
1600,2.1,32,0.48,0.903978644
1600,2.1,32,0.5,0.913303992
1600,2.1,34,0.3,0.437118021
1600,2.1,34,0.32,0.541111647
1600,2.1,34,0.34,0.63599021
1600,2.1,34,0.36,0.716539299
1600,2.1,34,0.38,0.781329444
1600,2.1,34,0.4,0.831352265
1600,2.1,34,0.42,0.868837483
1600,2.1,34,0.44,0.896263282
1600,2.1,34,0.46,0.915887661
1600,2.1,34,0.48,0.929697129
1600,2.1,34,0.5,0.939295261
1600,2.1,36,0.3,0.446266454
1600,2.1,36,0.32,0.552007289
1600,2.1,36,0.34,0.648366688
1600,2.1,36,0.36,0.730109883
1600,2.1,36,0.38,0.7958269
1600,2.1,36,0.4,0.846543797
1600,2.1,36,0.42,0.884544872
1600,2.1,36,0.44,0.912339748
1600,2.1,36,0.46,0.932215847
1600,2.1,36,0.48,0.946196113
1600,2.1,36,0.5,0.955894037
1600,2.1,38,0.3,0.450074633
1600,2.1,38,0.32,0.556927835
1600,2.1,38,0.34,0.654251561
1600,2.1,38,0.36,0.736744552
1600,2.1,38,0.38,0.802984615
1600,2.1,38,0.4,0.854022964
1600,2.1,38,0.42,0.892196908
1600,2.1,38,0.44,0.920058883
1600,2.1,38,0.46,0.939937532
1600,2.1,38,0.48,0.953895716
1600,2.1,38,0.5,0.963560997
1600,2.1,40,0.3,0.448842997
1600,2.1,40,0.32,0.556183642
1600,2.1,40,0.34,0.653969682
1600,2.1,40,0.36,0.736791354
1600,2.1,40,0.38,0.803183305
1600,2.1,40,0.4,0.85421063
1600,2.1,40,0.42,0.892258182
1600,2.1,40,0.44,0.91992998
1600,2.1,40,0.46,0.939604777
1600,2.1,40,0.48,0.953386917
1600,2.1,40,0.5,0.962919326
1600,2.1,42,0.3,0.443013583
1600,2.1,42,0.32,0.550225252
1600,2.1,42,0.34,0.64797915
1600,2.1,42,0.36,0.73072338
1600,2.1,42,0.38,0.796921087
1600,2.1,42,0.4,0.84763856
1600,2.1,42,0.42,0.885299919
1600,2.1,42,0.44,0.91256541
1600,2.1,42,0.46,0.931869181
1600,2.1,42,0.48,0.945356314
1600,2.1,42,0.5,0.954684749
1600,2.1,44,0.3,0.433144395
1600,2.1,44,0.32,0.539619887
1600,2.1,44,0.34,0.636848108
1600,2.1,44,0.36,0.719113743
1600,2.1,44,0.38,0.784785161
1600,2.1,44,0.4,0.83491716
1600,2.1,44,0.42,0.871963507
1600,2.1,44,0.44,0.898640451
1600,2.1,44,0.46,0.917438902
1600,2.1,44,0.48,0.930541387
1600,2.1,44,0.5,0.939619963
1600,2.1,46,0.3,0.419883752
1600,2.1,46,0.32,0.525034735
1600,2.1,46,0.34,0.621245663
1600,2.1,46,0.36,0.702630824
1600,2.1,46,0.38,0.767448097
1600,2.1,46,0.4,0.816730188
1600,2.1,46,0.42,0.852951637
1600,2.1,46,0.44,0.87887996
1600,2.1,46,0.46,0.897060559
1600,2.1,46,0.48,0.909707853
1600,2.1,46,0.5,0.918507313
1600,2.1,48,0.3,0.403939297
1600,2.1,48,0.32,0.50721656
1600,2.1,48,0.34,0.601932558
1600,2.1,48,0.36,0.68203742
1600,2.1,48,0.38,0.745672017
1600,2.1,48,0.4,0.79384074
1600,2.1,48,0.42,0.829033174
1600,2.1,48,0.44,0.854060384
1600,2.1,48,0.46,0.87151725
1600,2.1,48,0.48,0.88364318
1600,2.1,48,0.5,0.892136812
1600,2.1,50,0.3,0.386038945
1600,2.1,50,0.32,0.486960036
1600,2.1,50,0.34,0.579739915
1600,2.1,50,0.36,0.658179599
1600,2.1,50,0.38,0.720305561
1600,2.1,50,0.4,0.767093823
1600,2.1,50,0.42,0.801048466
1600,2.1,50,0.44,0.82501584
1600,2.1,50,0.46,0.841633869
1600,2.1,50,0.48,0.853160022
1600,2.1,50,0.5,0.861306194
1600,2.2,30,0.3,0.458455386
1600,2.2,30,0.32,0.560810886
1600,2.2,30,0.34,0.649170109
1600,2.2,30,0.36,0.719743016
1600,2.2,30,0.38,0.773028684
1600,2.2,30,0.4,0.811377744
1600,2.2,30,0.42,0.837867698
1600,2.2,30,0.44,0.85531645
1600,2.2,30,0.46,0.866255236
1600,2.2,30,0.48,0.872766873
1600,2.2,30,0.5,0.876697952
1600,2.2,32,0.3,0.478827569
1600,2.2,32,0.32,0.583836297
1600,2.2,32,0.34,0.674413587
1600,2.2,32,0.36,0.746872587
1600,2.2,32,0.38,0.801769621
1600,2.2,32,0.4,0.841506062
1600,2.2,32,0.42,0.869163196
1600,2.2,32,0.44,0.887581785
1600,2.2,32,0.46,0.899314767
1600,2.2,32,0.48,0.906468862
1600,2.2,32,0.5,0.910907631
1600,2.2,34,0.3,0.493849512
1600,2.2,34,0.32,0.601002047
1600,2.2,34,0.34,0.693342938
1600,2.2,34,0.36,0.767237579
1600,2.2,34,0.38,0.823287564
1600,2.2,34,0.4,0.863958369
1600,2.2,34,0.42,0.892356258
1600,2.2,34,0.44,0.911357093
1600,2.2,34,0.46,0.923547464
1600,2.2,34,0.48,0.931060825
1600,2.2,34,0.5,0.935781063
1600,2.2,36,0.3,0.503451174
1600,2.2,36,0.32,0.612209473
1600,2.2,36,0.34,0.705843786
1600,2.2,36,0.36,0.780725041
1600,2.2,36,0.38,0.837489458
1600,2.2,36,0.4,0.878672726
1600,2.2,36,0.42,0.907426863
1600,2.2,36,0.44,0.92667372
1600,2.2,36,0.46,0.939042825
1600,2.2,36,0.48,0.946695365
1600,2.2,36,0.5,0.951534061
1600,2.2,38,0.3,0.507750089
1600,2.2,38,0.32,0.617578323
1600,2.2,38,0.34,0.712049685
1600,2.2,38,0.36,0.787494816
1600,2.2,38,0.38,0.84457303
1600,2.2,38,0.4,0.885890124
1600,2.2,38,0.42,0.914662818
1600,2.2,38,0.44,0.933868177
1600,2.2,38,0.46,0.946185342
1600,2.2,38,0.48,0.953802481
1600,2.2,38,0.5,0.958636585
1600,2.2,40,0.3,0.507022565
1600,2.2,40,0.32,0.617393479
1600,2.2,40,0.34,0.712264259
1600,2.2,40,0.36,0.787881592
1600,2.2,40,0.38,0.844914381
1600,2.2,40,0.4,0.886033497
1600,2.2,40,0.42,0.914535083
1600,2.2,40,0.44,0.933458106
1600,2.2,40,0.46,0.945535115
1600,2.2,40,0.48,0.952978962
1600,2.2,40,0.5,0.957714952
1600,2.2,42,0.3,0.501674386
1600,2.2,42,0.32,0.612064693
1600,2.2,42,0.34,0.706909265
1600,2.2,42,0.36,0.782332605
1600,2.2,42,0.38,0.838997669
1600,2.2,42,0.4,0.8796318
1600,2.2,42,0.42,0.907618849
1600,2.2,42,0.44,0.926062911
1600,2.2,42,0.46,0.937750461
1600,2.2,42,0.48,0.944915447
1600,2.2,42,0.5,0.949485419
1600,2.2,44,0.3,0.492219033
1600,2.2,44,0.32,0.602105301
1600,2.2,44,0.34,0.696501283
1600,2.2,44,0.36,0.771380301
1600,2.2,44,0.38,0.827382941
1600,2.2,44,0.4,0.867282742
1600,2.2,44,0.42,0.894551979
1600,2.2,44,0.44,0.912359038
1600,2.2,44,0.46,0.923541406
1600,2.2,44,0.48,0.930349421
1600,2.2,44,0.5,0.934707642
1600,2.2,46,0.3,0.479259651
1600,2.2,46,0.32,0.588122271
1600,2.2,46,0.34,0.681646554
1600,2.2,46,0.36,0.755637963
1600,2.2,46,0.38,0.810699757
1600,2.2,46,0.4,0.849642268
1600,2.2,46,0.42,0.876019795
1600,2.2,46,0.44,0.893060119
1600,2.2,46,0.46,0.90364571
1600,2.2,46,0.48,0.91003757
1600,2.2,46,0.5,0.914153532
1600,2.2,48,0.3,0.463466856
1600,2.2,48,0.32,0.570805172
1600,2.2,48,0.34,0.663038978
1600,2.2,48,0.36,0.735802683
1600,2.2,48,0.38,0.789651707
1600,2.2,48,0.4,0.827427519
1600,2.2,48,0.42,0.852755
1600,2.2,48,0.44,0.868913134
1600,2.2,48,0.46,0.878821046
1600,2.2,48,0.48,0.8847437
1600,2.2,48,0.5,0.888590386
1600,2.2,50,0.3,0.445546971
1600,2.2,50,0.32,0.550904172
1600,2.2,50,0.34,0.641448368
1600,2.2,50,0.36,0.712651569
1600,2.2,50,0.38,0.765017949
1600,2.2,50,0.4,0.801420581
1600,2.2,50,0.42,0.825541818
1600,2.2,50,0.44,0.840701782
1600,2.2,50,0.46,0.849846761
1600,2.2,50,0.48,0.85523816
1600,2.2,50,0.5,0.858776793
1600,2.3,30,0.3,0.517778904
1600,2.3,30,0.32,0.619229935
1600,2.3,30,0.34,0.700723778
1600,2.3,30,0.36,0.761319643
1600,2.3,30,0.38,0.803776959
1600,2.3,30,0.4,0.831628417
1600,2.3,30,0.42,0.848434148
1600,2.3,30,0.44,0.857214895
1600,2.3,30,0.46,0.860688166
1600,2.3,30,0.48,0.861129978
1600,2.3,30,0.5,0.860543935
1600,2.3,32,0.3,0.538230189
1600,2.3,32,0.32,0.641991115
1600,2.3,32,0.34,0.72544608
1600,2.3,32,0.36,0.787718602
1600,2.3,32,0.38,0.831607203
1600,2.3,32,0.4,0.860652964
1600,2.3,32,0.42,0.878458506
1600,2.3,32,0.44,0.888082147
1600,2.3,32,0.46,0.892288852
1600,2.3,32,0.48,0.893392047
1600,2.3,32,0.5,0.893419712
1600,2.3,34,0.3,0.553511162
1600,2.3,34,0.32,0.659150947
1600,2.3,34,0.34,0.744124392
1600,2.3,34,0.36,0.807600806
1600,2.3,34,0.38,0.852438573
1600,2.3,34,0.4,0.882220513
1600,2.3,34,0.42,0.900606024
1600,2.3,34,0.44,0.910704014
1600,2.3,34,0.46,0.915324644
1600,2.3,34,0.48,0.916812583
1600,2.3,34,0.5,0.917215809
1600,2.3,36,0.3,0.563524952
1600,2.3,36,0.32,0.670582186
1600,2.3,36,0.34,0.756621461
1600,2.3,36,0.36,0.820840695
1600,2.3,36,0.38,0.866171317
1600,2.3,36,0.4,0.89626929
1600,2.3,36,0.42,0.914864136
1600,2.3,36,0.44,0.925124519
1600,2.3,36,0.46,0.929902704
1600,2.3,36,0.48,0.93156772
1600,2.3,36,0.5,0.932179691
1600,2.3,38,0.3,0.568365695
1600,2.3,38,0.32,0.676382855
1600,2.3,38,0.34,0.763055881
1600,2.3,38,0.36,0.827592224
1600,2.3,38,0.38,0.873002605
1600,2.3,38,0.4,0.903043906
1600,2.3,38,0.42,0.921528209
1600,2.3,38,0.44,0.931688373
1600,2.3,38,0.46,0.936415396
1600,2.3,38,0.48,0.938095671
1600,2.3,38,0.5,0.93879154
1600,2.3,40,0.3,0.568277832
1600,2.3,40,0.32,0.676808976
1600,2.3,40,0.34,0.763711953
1600,2.3,40,0.36,0.828182195
1600,2.3,40,0.38,0.873309678
1600,2.3,40,0.4,0.902973587
1600,2.3,40,0.42,0.921078409
1600,2.3,40,0.44,0.930921
1600,2.3,40,0.46,0.935427435
1600,2.3,40,0.48,0.936994585
1600,2.3,40,0.5,0.937676586
1600,2.3,42,0.3,0.563622705
1600,2.3,42,0.32,0.672228343
1600,2.3,42,0.34,0.758981441
1600,2.3,42,0.36,0.823042413
1600,2.3,42,0.38,0.867575039
1600,2.3,42,0.4,0.896593291
1600,2.3,42,0.42,0.914099146
1600,2.3,42,0.44,0.923449275
1600,2.3,42,0.46,0.927600467
1600,2.3,42,0.48,0.928953247
1600,2.3,42,0.5,0.929543902
1600,2.3,44,0.3,0.554859051
1600,2.3,44,0.32,0.663099
1600,2.3,44,0.34,0.74933744
1600,2.3,44,0.36,0.812677813
1600,2.3,44,0.38,0.856348511
1600,2.3,44,0.4,0.884500722
1600,2.3,44,0.42,0.901232579
1600,2.3,44,0.44,0.909953223
1600,2.3,44,0.46,0.913644547
1600,2.3,44,0.48,0.914703733
1600,2.3,44,0.5,0.915141228
1600,2.3,46,0.3,0.54253167
1600,2.3,46,0.32,0.649963392
1600,2.3,46,0.34,0.735329532
1600,2.3,46,0.36,0.797659145
1600,2.3,46,0.38,0.840235107
1600,2.3,46,0.4,0.867339001
1600,2.3,46,0.42,0.883156851
1600,2.3,46,0.44,0.891140513
1600,2.3,46,0.46,0.89428972
1600,2.3,46,0.48,0.894990849
1600,2.3,46,0.5,0.895222627
1600,2.3,48,0.3,0.527258115
1600,2.3,48,0.32,0.633444753
1600,2.3,48,0.34,0.717585645
1600,2.3,48,0.36,0.778626133
1600,2.3,48,0.38,0.819896102
1600,2.3,48,0.4,0.845794217
1600,2.3,48,0.42,0.860580178
1600,2.3,48,0.44,0.867736963
1600,2.3,48,0.46,0.870273121
1600,2.3,48,0.48,0.870556052
1600,2.3,48,0.5,0.870529021
1600,2.3,50,0.3,0.509705557
1600,2.3,50,0.32,0.614234295
1600,2.3,50,0.34,0.696807509
1600,2.3,50,0.36,0.756287987
1600,2.3,50,0.38,0.796051208
1600,2.3,50,0.4,0.820597367
1600,2.3,50,0.42,0.834242005
1600,2.3,50,0.44,0.84048627
1600,2.3,50,0.46,0.842336877
1600,2.3,50,0.48,0.842133358
1600,2.3,50,0.5,0.841781425
1600,2.4,30,0.3,0.576663091
1600,2.4,30,0.32,0.671281956
1600,2.4,30,0.34,0.741445381
1600,2.4,30,0.36,0.789566656
1600,2.4,30,0.38,0.819984055
1600,2.4,30,0.4,0.836823808
1600,2.4,30,0.42,0.84369857
1600,2.4,30,0.44,0.8438141
1600,2.4,30,0.46,0.840042837
1600,2.4,30,0.48,0.834918005
1600,2.4,30,0.5,0.830529061
1600,2.4,32,0.3,0.596928876
1600,2.4,32,0.32,0.693570646
1600,2.4,32,0.34,0.765504816
1600,2.4,32,0.36,0.815114948
1600,2.4,32,0.38,0.84674478
1600,2.4,32,0.4,0.864576074
1600,2.4,32,0.42,0.872289574
1600,2.4,32,0.44,0.8731767
1600,2.4,32,0.46,0.870178679
1600,2.4,32,0.48,0.865884492
1600,2.4,32,0.5,0.862429026
1600,2.4,34,0.3,0.612306336
1600,2.4,34,0.32,0.710558912
1600,2.4,34,0.34,0.783781676
1600,2.4,34,0.36,0.83436655
1600,2.4,34,0.38,0.866713444
1600,2.4,34,0.4,0.885087875
1600,2.4,34,0.42,0.8932509
1600,2.4,34,0.44,0.894565018
1600,2.4,34,0.46,0.892029336
1600,2.4,34,0.48,0.888273416
1600,2.4,34,0.5,0.88546085
1600,2.4,36,0.3,0.622658289
1600,2.4,36,0.32,0.722086589
1600,2.4,36,0.34,0.796116522
1600,2.4,36,0.36,0.847183038
1600,2.4,36,0.38,0.879786646
1600,2.4,36,0.4,0.89830249
1600,2.4,36,0.42,0.906579881
1600,2.4,36,0.44,0.908039465
1600,2.4,36,0.46,0.905725908
1600,2.4,36,0.48,0.90229298
1600,2.4,36,0.5,0.899917037
1600,2.4,38,0.3,0.628047764
1600,2.4,38,0.32,0.728229483
1600,2.4,38,0.34,0.802616378
1600,2.4,38,0.36,0.853715246
1600,2.4,38,0.38,0.886164838
1600,2.4,38,0.4,0.904472218
1600,2.4,38,0.42,0.91257825
1600,2.4,38,0.44,0.913951478
1600,2.4,38,0.46,0.911668116
1600,2.4,38,0.48,0.908389653
1600,2.4,38,0.5,0.906290265
1600,2.4,40,0.3,0.62868312
1600,2.4,40,0.32,0.729218179
1600,2.4,40,0.34,0.803554469
1600,2.4,40,0.36,0.854291059
1600,2.4,40,0.38,0.886233561
1600,2.4,40,0.4,0.904037307
1600,2.4,40,0.42,0.911733269
1600,2.4,40,0.44,0.912829932
1600,2.4,40,0.46,0.910419773
1600,2.4,40,0.48,0.907156675
1600,2.4,40,0.5,0.90519936
1600,2.4,42,0.3,0.624878499
1600,2.4,42,0.32,0.725384791
1600,2.4,42,0.34,0.799305437
1600,2.4,42,0.36,0.849342188
1600,2.4,42,0.38,0.880484767
1600,2.4,42,0.4,0.897544876
1600,2.4,42,0.42,0.904637491
1600,2.4,42,0.44,0.905304036
1600,2.4,42,0.46,0.902637452
1600,2.4,42,0.48,0.89927078
1600,2.4,42,0.5,0.89733624
1600,2.4,44,0.3,0.617034206
1600,2.4,44,0.32,0.717138704
1600,2.4,44,0.34,0.790314169
1600,2.4,44,0.36,0.839365931
1600,2.4,44,0.38,0.869472656
1600,2.4,44,0.4,0.885600777
1600,2.4,44,0.42,0.891938909
1600,2.4,44,0.44,0.892053511
1600,2.4,44,0.46,0.889022519
1600,2.4,44,0.48,0.88544732
1600,2.4,44,0.5,0.883424977
1600,2.4,46,0.3,0.605629745
1600,2.4,46,0.32,0.704961654
1600,2.4,46,0.34,0.777087863
1600,2.4,46,0.36,0.824911746
1600,2.4,46,0.38,0.853794517
1600,2.4,46,0.4,0.868845725
1600,2.4,46,0.42,0.874313688
1600,2.4,46,0.44,0.873779236
1600,2.4,46,0.46,0.870290869
1600,2.4,46,0.48,0.866409686
1600,2.4,46,0.5,0.864190908
1600,2.4,48,0.3,0.591217969
1600,2.4,48,0.32,0.689408677
1600,2.4,48,0.34,0.760198032
1600,2.4,48,0.36,0.806580668
1600,2.4,48,0.38,0.834086188
1600,2.4,48,0.4,0.847946996
1600,2.4,48,0.42,0.852454522
1600,2.4,48,0.44,0.851189207
1600,2.4,48,0.46,0.847157076
1600,2.4,48,0.48,0.842871752
1600,2.4,48,0.5,0.840340879
1600,2.4,50,0.3,0.574410693
1600,2.4,50,0.32,0.671102929
1600,2.4,50,0.34,0.740280119
1600,2.4,50,0.36,0.785026103
1600,2.4,50,0.38,0.811022036
1600,2.4,50,0.4,0.823597166
1600,2.4,50,0.42,0.827067747
1600,2.4,50,0.44,0.824994631
1600,2.4,50,0.46,0.820329587
1600,2.4,50,0.48,0.815531914
1600,2.4,50,0.5,0.812555422
1600,2.5,30,0.3,0.629894631
1600,2.5,30,0.32,0.712334202
1600,2.5,30,0.34,0.768541716
1600,2.5,30,0.36,0.803359839
1600,2.5,30,0.38,0.82176607
1600,2.5,30,0.4,0.8276648
1600,2.5,30,0.42,0.824742044
1600,2.5,30,0.44,0.816432695
1600,2.5,30,0.46,0.805971496
1600,2.5,30,0.48,0.796073297
1600,2.5,30,0.5,0.788612093
1600,2.5,32,0.3,0.649791933
1600,2.5,32,0.32,0.734098622
1600,2.5,32,0.34,0.791893289
1600,2.5,32,0.36,0.827959318
1600,2.5,32,0.38,0.847322022
1600,2.5,32,0.4,0.854007245
1600,2.5,32,0.42,0.85182807
1600,2.5,32,0.44,0.844339593
1600,2.5,32,0.46,0.834878509
1600,2.5,32,0.48,0.826243871
1600,2.5,32,0.5,0.820424525
1600,2.5,34,0.3,0.66512632
1600,2.5,34,0.32,0.750828233
1600,2.5,34,0.34,0.809659872
1600,2.5,34,0.36,0.8464323
1600,2.5,34,0.38,0.86627244
1600,2.5,34,0.4,0.873337293
1600,2.5,34,0.42,0.871549478
1600,2.5,34,0.44,0.864557257
1600,2.5,34,0.46,0.85576827
1600,2.5,34,0.48,0.848034364
1600,2.5,34,0.5,0.843422933
1600,2.5,36,0.3,0.675715781
